鄉鎮市區,土地位置建物門牌,總價元,季度,縣市
大同區,臺北市大同區民權西路２９２巷２２號,8230000,2025Q2,臺北市
松山區,臺北市松山區撫遠街４００巷１６號二樓,6750000,2025Q2,臺北市
文山區,臺北市文山區興隆路一段１０１號六樓,13800000,2025Q2,臺北市
信義區,臺北市信義區林口街８０巷３２號,3230000,2025Q2,臺北市
文山區,臺北市文山區保儀路１６５號二樓,12500000,2025Q2,臺北市
萬華區,臺北市萬華區漢中街１４７巷５號三樓之２,2971756,2025Q2,臺北市
士林區,臺北市士林區德行東路１０４巷９弄８號三樓,7950000,2025Q2,臺北市
中山區,臺北市中山區建國北路一段１５號三樓,114100000,2025Q2,臺北市
內湖區,臺北市內湖區成功路二段３１２巷３號三樓,2500000,2025Q2,臺北市
內湖區,臺北市內湖區成功路四段１８８號十四樓之１２,21830000,2025Q2,臺北市
文山區,臺北市文山區興隆路三段２２１巷８弄８號五樓,10750000,2025Q2,臺北市
萬華區,臺北市萬華區峨眉街１２５巷２０之１號四樓,15600000,2025Q2,臺北市
內湖區,臺北市內湖區內湖路一段９１巷１６０號三樓,11480000,2025Q2,臺北市
大安區,臺北市大安區信義路四段９８號九樓,20800000,2025Q2,臺北市
大安區,臺北市大安區永康街１７巷２８號三樓之１,25000000,2025Q2,臺北市
士林區,臺北市士林區福國路９５號五樓之１７,2450000,2025Q2,臺北市
文山區,臺北市文山區萬寧街２８號六樓,26000000,2025Q2,臺北市
中山區,臺北市中山區農安街６號三樓之９,13800000,2025Q2,臺北市
士林區,臺北市士林區德行東路２５８號十三樓之１,51300000,2025Q2,臺北市
大安區,臺北市大安區復興南路二段１７１巷３２號十樓,4500000,2025Q2,臺北市
中正區,臺北市中正區愛國東路１１６巷５號四樓之１,51380000,2025Q2,臺北市
內湖區,臺北市內湖區內湖路一段９１巷１５８號三樓,11480000,2025Q2,臺北市
北投區,臺北市北投區溫泉路１４３之１９號五樓,4750000,2025Q2,臺北市
北投區,臺北市北投區公路２３４巷７號二樓,2400000,2025Q2,臺北市
中山區,臺北市中山區松江路６０號十樓,97000000,2025Q2,臺北市
松山區,臺北市松山區八德路三段２２５號十一樓之１１,15500000,2025Q2,臺北市
士林區,臺北市士林區社正路６４巷１弄１２號一樓,300000,2025Q2,臺北市
北投區,臺北市北投區光明路１６８號八樓之３,15000000,2025Q2,臺北市
南港區,臺北市南港區松河街６５０號三樓,13200000,2025Q2,臺北市
大安區,臺北市大安區安和路１４９號四樓之１,62600000,2025Q2,臺北市
大同區,臺北市大同區承德路一段２３號六樓之１,76500000,2025Q2,臺北市
中山區,臺北市中山區林森北路１０７巷４１號六樓之１,8820000,2025Q2,臺北市
中山區,臺北市中山區吉林路５１巷５號三樓,8020000,2025Q2,臺北市
北投區,臺北市北投區中山路１之６號五樓之５,8000000,2025Q2,臺北市
中正區,臺北市中正區延平南路１１０號四樓之７９,3460000,2025Q2,臺北市
內湖區,臺北市內湖區瑞光路２０８號九樓,43190000,2025Q2,臺北市
北投區,臺北市北投區石牌路二段３１５巷２３號,40530000,2025Q2,臺北市
北投區,臺北市北投區行義路１３０巷６之１號七樓,12500000,2025Q2,臺北市
文山區,臺北市文山區興德路１８號三樓,13000000,2025Q2,臺北市
文山區,臺北市文山區景明街７０號二樓,15100000,2025Q2,臺北市
士林區,臺北市士林區中山北路七段５１巷１２號二樓,10600000,2025Q2,臺北市
士林區,臺北市士林區大東路１２８號四樓,19000000,2025Q2,臺北市
北投區,臺北市北投區立農街二段２７３巷１７號三樓,7000000,2025Q2,臺北市
大安區,臺北市大安區忠孝東路四段７７號,22500000,2025Q2,臺北市
中正區,臺北市中正區重慶南路三段２３號七樓,30000000,2025Q2,臺北市
文山區,臺北市文山區興隆路三段１３７號十樓之５,12000000,2025Q2,臺北市
中正區,臺北市中正區北平西路６之２號,33350000,2025Q2,臺北市
內湖區,臺北市內湖區內湖路一段９１巷１６０號六樓,13760000,2025Q2,臺北市
中山區,臺北市中山區四平街１４號二樓,19000000,2025Q2,臺北市
北投區,臺北市北投區承德路七段１５８號十五樓,60580000,2025Q2,臺北市
大安區,臺北市大安區潮州街４７號四樓之１,9500000,2025Q2,臺北市
大安區,臺北市大安區延吉街１６０巷１１號地下室,12000000,2025Q2,臺北市
中正區,臺北市中正區衡陽路５１號五樓之５,65000000,2025Q2,臺北市
松山區,臺北市松山區南京東路三段３３５巷２３號五樓之１９,10780000,2025Q2,臺北市
北投區,臺北市北投區中山路２８之１１號五樓,4880000,2025Q2,臺北市
中正區,臺北市中正區重慶南路三段１５巷６號,14050000,2025Q2,臺北市
大同區,臺北市大同區南京西路２４３號,68000000,2025Q2,臺北市
內湖區,臺北市內湖區內湖路二段１０３巷１０１之１號一樓,27600000,2025Q2,臺北市
中山區,臺北市中山區中山北路一段８３巷５號四樓之２,9600000,2025Q2,臺北市
信義區,臺北市信義區松仁路２５３巷１０號二樓,47500000,2025Q2,臺北市
大安區,臺北市大安區和平東路三段１巷３２號七樓,25600000,2025Q2,臺北市
內湖區,臺北市內湖區石潭路６３號二樓,21865000,2025Q2,臺北市
信義區,臺北市信義區松勇路５３巷５７號,253000000,2025Q2,臺北市
文山區,臺北市文山區景興路３００號二十二樓之６,28450000,2025Q2,臺北市
中正區,臺北市中正區大埔街２５巷２之２號三樓,5400000,2025Q2,臺北市
萬華區,臺北市萬華區萬大路３２２巷８號三樓,4000000,2025Q2,臺北市
大同區,臺北市大同區酒泉街１０３巷５之１號二樓,13000000,2025Q2,臺北市
萬華區,臺北市萬華區西園路一段２２０巷４３號,3750000,2025Q2,臺北市
大同區,臺北市大同區重慶北路三段２５巷１１弄９號三樓,4000000,2025Q2,臺北市
內湖區,臺北市內湖區金湖路３４７巷１２１弄５號三樓,50280000,2025Q2,臺北市
中山區,臺北市中山區錦州街４１４號三樓,3300000,2025Q2,臺北市
中山區,臺北市中山區新生北路三段８８巷４１號,6000000,2025Q2,臺北市
信義區,臺北市信義區忠孝東路五段７１巷８號四樓,24000000,2025Q2,臺北市
文山區,臺北市文山區木柵路一段３１３號二十七樓之２,67800000,2025Q2,臺北市
信義區,臺北市信義區信義路五段１１９號十八樓之１,18000000,2025Q2,臺北市
文山區,臺北市文山區木新路三段１５５巷４弄５號,18800000,2025Q2,臺北市
大同區,臺北市大同區長安西路４５之１號二樓之１,49000000,2025Q2,臺北市
萬華區,臺北市萬華區艋舺大道２５０號三樓,8000000,2025Q2,臺北市
中山區,臺北市中山區大直街６７巷４５號,23700000,2025Q2,臺北市
內湖區,臺北市內湖區內湖路一段９１巷１５６號四樓,13480000,2025Q2,臺北市
信義區,臺北市信義區永吉路１２７巷１１弄６號三樓之２,18500000,2025Q2,臺北市
松山區,臺北市松山區三民路１０８號三樓之２０,15100000,2025Q2,臺北市
信義區,臺北市信義區永吉路３０巷９６號七樓,35000000,2025Q2,臺北市
大安區,臺北市大安區新生南路一段１４５號十二樓之２,31480000,2025Q2,臺北市
大安區,臺北市大安區復興南路二段１７１巷３２號十樓,4500000,2025Q2,臺北市
中正區,臺北市中正區博愛路１２２號十樓之２,11514290,2025Q2,臺北市
中正區,臺北市中正區博愛路１２２號十樓之３,13785710,2025Q2,臺北市
中正區,臺北市中正區銅山街１２號十樓,202380000,2025Q2,臺北市
中山區,臺北市中山區農安街１２７號六樓,25380000,2025Q2,臺北市
文山區,臺北市文山區興隆路二段２３３巷２號二樓,4000000,2025Q2,臺北市
中正區,臺北市中正區漢口街一段８５號六樓之７,12000000,2025Q2,臺北市
內湖區,臺北市內湖區內湖路一段９１巷１５８號,12480000,2025Q2,臺北市
南港區,臺北市南港區忠孝東路六段７０巷２１弄２６號六樓,6000000,2025Q2,臺北市
北投區,臺北市北投區西安街二段２６７號五樓之１,7280000,2025Q2,臺北市
北投區,臺北市北投區公路１３７巷１０弄４號,13500000,2025Q2,臺北市
北投區,臺北市北投區行義路１５８巷１１號七樓之２,6500000,2025Q2,臺北市
萬華區,臺北市萬華區西寧南路８２巷７號二樓,15000000,2025Q2,臺北市
信義區,臺北市信義區福德街５０號三樓,2100000,2025Q2,臺北市
士林區,臺北市士林區重慶北路四段２２０巷２１弄１３號,1622110,2025Q2,臺北市
士林區,臺北市士林區重慶北路四段２２０巷２１弄１３號,2162814,2025Q2,臺北市
北投區,臺北市北投區吉利街１２３巷１８號八樓,9440000,2025Q2,臺北市
文山區,臺北市文山區忠順街一段２６巷３０弄３號三樓,19300000,2025Q2,臺北市
文山區,臺北市文山區秀明路一段９４號二樓,15000000,2025Q2,臺北市
文山區,臺北市文山區興隆路四段１０９巷３８號三樓,16000000,2025Q2,臺北市
萬華區,臺北市萬華區成都路８１號九樓之１０,11380000,2025Q2,臺北市
內湖區,臺北市內湖區南京東路六段３５０之８號十樓之６,10000000,2025Q2,臺北市
內湖區,臺北市內湖區江南街２６號三樓,2700000,2025Q2,臺北市
南港區,臺北市南港區興南街６４巷４弄２９號三樓,15120000,2025Q2,臺北市
信義區,臺北市信義區信安街９３號六樓,32750000,2025Q2,臺北市
南港區,臺北市南港區市民大道七段１０號七樓之５,29575000,2025Q2,臺北市
南港區,臺北市南港區經貿二路２３５巷６７號十一樓,2500000,2025Q2,臺北市
士林區,臺北市士林區格致路２６號五樓,13500000,2025Q2,臺北市
士林區,臺北市士林區天玉街３８巷１２號三樓之２,8880000,2025Q2,臺北市
北投區,臺北市北投區溫泉路７３巷１３號七樓之１,12800000,2025Q2,臺北市
士林區,臺北市士林區承德路四段４０巷２號六樓之１,250000,2025Q2,臺北市
大安區,臺北市大安區仁愛路四段３００巷２５弄５號六樓,41050000,2025Q2,臺北市
大安區,臺北市大安區復興南路一段３４２號二樓之６,38000000,2025Q2,臺北市
大安區,臺北市大安區復興南路一段３４２號十一樓之８,38650000,2025Q2,臺北市
文山區,臺北市文山區興隆路三段１８５巷７弄５號三樓,11950000,2025Q2,臺北市
萬華區,臺北市萬華區雙園街６７巷３弄４號三樓,5500000,2025Q2,臺北市
萬華區,臺北市萬華區環河南路一段２３之８號,800000,2025Q2,臺北市
中山區,臺北市中山區民生西路４５巷７弄１５號,20500000,2025Q2,臺北市
內湖區,臺北市內湖區康樂街１３６巷２９弄１５號二樓之５,19180000,2025Q2,臺北市
中山區,臺北市中山區長春路８８號九樓之１,5950000,2025Q2,臺北市
內湖區,臺北市內湖區成功路二段２２３號,60000000,2025Q2,臺北市
大安區,臺北市大安區忠孝東路三段２１７巷５弄１２號四樓,48500000,2025Q2,臺北市
大安區,臺北市大安區和平東路二段１０３號,18000000,2025Q2,臺北市
大安區,臺北市大安區通化街１６５巷３７號五樓,6300000,2025Q2,臺北市
大安區,臺北市大安區延吉街２５７號,25000000,2025Q2,臺北市
文山區,臺北市文山區興隆路三段２０７巷１６弄１２號三樓,11350000,2025Q2,臺北市
中山區,臺北市中山區中山北路二段６２巷３１號二樓,7317800,2025Q2,臺北市
北投區,臺北市北投區崗山路５巷６號,3000000,2025Q2,臺北市
中正區,臺北市中正區南昌路一段１１４號三樓,9744245,2025Q2,臺北市
中正區,臺北市中正區杭州南路一段７１巷３之５號,25800000,2025Q2,臺北市
內湖區,臺北市內湖區康樂街７２巷１７弄３１號三樓之２,20000000,2025Q2,臺北市
內湖區,臺北市內湖區康寧路三段７５巷１８６弄８０號,2500000,2025Q2,臺北市
信義區,臺北市信義區光復南路５６７號十二樓之１６,16080000,2025Q2,臺北市
士林區,臺北市士林區中山北路六段７２８巷１０號,73880000,2025Q2,臺北市
北投區,臺北市北投區大業路３００巷３３號,22000000,2025Q2,臺北市
北投區,臺北市北投區石牌路二段３６３號七樓之３,19230000,2025Q2,臺北市
士林區,臺北市士林區中正路２１２巷１２弄２之１號六樓,24000000,2025Q2,臺北市
士林區,臺北市士林區中正路２１２巷１２弄２號六樓,24000000,2025Q2,臺北市
北投區,臺北市北投區明德路３３１巷４０號,34000000,2025Q2,臺北市
士林區,臺北市士林區格致路２０巷１號二樓之２,3300000,2025Q2,臺北市
大安區,臺北市大安區忠孝東路四段８７號九樓之１０,32000000,2025Q2,臺北市
中正區,臺北市中正區中華路二段７５巷１７號二樓之９,15500000,2025Q2,臺北市
中正區,臺北市中正區廈門街１３７號三樓之２,24980000,2025Q2,臺北市
萬華區,臺北市萬華區開封街二段４７號五樓,6300000,2025Q2,臺北市
大安區,臺北市大安區安和路二段２１３號三樓之１,33800000,2025Q2,臺北市
南港區,臺北市南港區東新街８９巷１弄１６號,18150000,2025Q2,臺北市
中山區,臺北市中山區中山北路一段３３巷３７號六樓之１,41420000,2025Q2,臺北市
內湖區,臺北市內湖區內湖路一段９１巷１６６號二樓,14480000,2025Q2,臺北市
大同區,臺北市大同區民樂街１４６號三樓之２,2720000,2025Q2,臺北市
文山區,臺北市文山區辛亥路七段８４巷２４號三樓,13800000,2025Q2,臺北市
中山區,臺北市中山區新生北路三段６２巷２０號九樓之１,10800000,2025Q2,臺北市
大安區,臺北市大安區復興南路一段１３２號十二樓之５,17800000,2025Q2,臺北市
信義區,臺北市信義區光復南路４４７之７號,14640000,2025Q2,臺北市
北投區,臺北市北投區中央北路三段１４８巷４弄６號五樓,9584149,2025Q2,臺北市
萬華區,臺北市萬華區環河南路一段７１號十一樓之２３,3700000,2025Q2,臺北市
信義區,臺北市信義區虎林街１２０巷１５１號四樓之２,13680000,2025Q2,臺北市
大安區,臺北市大安區和平東路一段１７７號四樓之３,18550000,2025Q2,臺北市
文山區,臺北市文山區興隆路四段１７７號,5400000,2025Q2,臺北市
中山區,臺北市中山區新生北路三段１號三樓之２３,7000000,2025Q2,臺北市
北投區,臺北市北投區中山北路七段２１９巷３弄２７９號三樓,41600000,2025Q2,臺北市
中山區,臺北市中山區興安街３０號二樓,12200000,2025Q2,臺北市
中山區,臺北市中山區北安路６２１巷６弄１８號四樓,15000000,2025Q2,臺北市
文山區,臺北市文山區指南路三段５７號五樓之７,3690000,2025Q2,臺北市
中山區,臺北市中山區新生北路三段４２號十樓之１,10350000,2025Q2,臺北市
內湖區,臺北市內湖區民權東路六段１４６號十二樓之１９,12880000,2025Q2,臺北市
信義區,臺北市信義區光復南路４１７巷１１６號三樓,33000000,2025Q2,臺北市
內湖區,臺北市內湖區南京東路六段２５６號,27300000,2025Q2,臺北市
中山區,臺北市中山區新生北路三段７０號十樓之２,7500000,2025Q2,臺北市
中山區,臺北市中山區明水路３９７巷７弄８號四樓,3000000,2025Q2,臺北市
中山區,臺北市中山區吉林路１２之６號六樓,73880000,2025Q2,臺北市
中山區,臺北市中山區民生東路一段２５號八樓之２２,13000000,2025Q2,臺北市
信義區,臺北市信義區忠孝東路五段６９５號,60000000,2025Q2,臺北市
信義區,臺北市信義區忠孝東路五段６９５號二樓,23000000,2025Q2,臺北市
北投區,臺北市北投區溫泉路７１號地下二樓之１２,5560000,2025Q2,臺北市
士林區,臺北市士林區中山北路七段２２１號三樓,11000000,2025Q2,臺北市
中山區,臺北市中山區長安東路一段１６號九樓之３,12200000,2025Q2,臺北市
文山區,臺北市文山區興隆路一段５５巷２７弄２４號三樓,12500000,2025Q2,臺北市
大同區,臺北市大同區延平北路三段１１０號二樓,10000000,2025Q2,臺北市
大同區,臺北市大同區延平北路三段１１０之１號二樓,10000000,2025Q2,臺北市
中山區,臺北市中山區松江路３３０巷５４號二樓,15560000,2025Q2,臺北市
大安區,臺北市大安區敦化南路一段２５９號十樓,95200000,2025Q2,臺北市
大安區,臺北市大安區信義路三段１４７巷１１弄７號四樓,30500000,2025Q2,臺北市
中正區,臺北市中正區中華路一段５９號二樓之２１,3600000,2025Q2,臺北市
內湖區,臺北市內湖區內湖路三段１８７巷９號四樓,13500000,2025Q2,臺北市
南港區,臺北市南港區合順街８巷３弄５號三樓,3750000,2025Q2,臺北市
松山區,臺北市松山區健康路１５巷１８號三樓,10000000,2025Q2,臺北市
信義區,臺北市信義區信義路五段１５０巷３３０號七樓之１０,4600000,2025Q2,臺北市
大安區,臺北市大安區和平東路二段３１１巷４３弄９號六樓,6000000,2025Q2,臺北市
內湖區,臺北市內湖區陽光街１６１巷１２之１２號三樓,10500000,2025Q2,臺北市
信義區,臺北市信義區忠孝東路五段７１巷１１弄１５號三樓,5310000,2025Q2,臺北市
松山區,臺北市松山區民生東路五段１４３號十五樓,11800000,2025Q2,臺北市
士林區,臺北市士林區延平北路八段１１１巷１８弄８號,3700000,2025Q2,臺北市
北投區,臺北市北投區中央北路一段１６７巷１弄２９號,8080000,2025Q2,臺北市
北投區,臺北市北投區泉源路３９之４５號三樓之１,4000000,2025Q2,臺北市
大安區,臺北市大安區忠孝東路三段２１７巷１弄４之５號,25000000,2025Q2,臺北市
中正區,臺北市中正區延平南路１１０號二樓之７５,789000,2025Q2,臺北市
北投區,臺北市北投區知行路２０８之２號三樓,19000000,2025Q2,臺北市
士林區,臺北市士林區美崙街８２巷１２號三樓,4000000,2025Q2,臺北市
大安區,臺北市大安區和平東路三段２１２巷３８號,15000000,2025Q2,臺北市
大安區,臺北市大安區羅斯福路三段３０９號十四樓,112000000,2025Q2,臺北市
中正區,臺北市中正區南昌路二段１８８號十四樓之３,37000000,2025Q2,臺北市
大同區,臺北市大同區南京西路３２號,119000000,2025Q2,臺北市
中山區,臺北市中山區中山北路一段８３巷９之３號,52880000,2025Q2,臺北市
大安區,臺北市大安區信義路四段２６５巷２１弄３７號,30000000,2025Q2,臺北市
大同區,臺北市大同區伊寧街５５之３號三樓,2700000,2025Q2,臺北市
北投區,臺北市北投區溫泉路６８巷８號,16500000,2025Q2,臺北市
中山區,臺北市中山區錦州街３０巷１１號十樓之２,5450000,2025Q2,臺北市
中山區,臺北市中山區新生北路三段６１號二樓之８,9000000,2025Q2,臺北市
松山區,臺北市松山區民生東路五段２０２號十七樓之１３,7560000,2025Q2,臺北市
北投區,臺北市北投區稻香路１７２號五樓,28380000,2025Q2,臺北市
大安區,臺北市大安區復興南路二段１７１巷３２號十樓,4500000,2025Q2,臺北市
大安區,臺北市大安區樂利路１３號,31500000,2025Q2,臺北市
大安區,臺北市大安區延吉街２６１之１號七樓,34800000,2025Q2,臺北市
大安區,臺北市大安區信義路三段１０５號九樓之６,15440000,2025Q2,臺北市
大安區,臺北市大安區基隆路二段１９８號十一樓,30000000,2025Q2,臺北市
松山區,臺北市松山區八德路三段７４巷１５號,41500000,2025Q2,臺北市
文山區,臺北市文山區木柵路一段３１３號八樓,23370000,2025Q2,臺北市
內湖區,臺北市內湖區內湖路二段３９之１號六樓,23250000,2025Q2,臺北市
內湖區,臺北市內湖區安康路２０號三樓之５,101200000,2025Q2,臺北市
中山區,臺北市中山區松江路２０６號七樓之４,24700000,2025Q2,臺北市
大安區,臺北市大安區建國南路二段１１巷３３號,24600000,2025Q2,臺北市
中正區,臺北市中正區臨沂街４５巷１０號四樓,45800000,2025Q2,臺北市
中山區,臺北市中山區朱崙街７９號,28200000,2025Q2,臺北市
文山區,臺北市文山區景興路９１巷２９號三樓,3000000,2025Q2,臺北市
中山區,臺北市中山區林森北路４０９號七樓之２４,5600000,2025Q2,臺北市
南港區,臺北市南港區研究院路二段６１巷１５號十六樓之３,41500000,2025Q2,臺北市
大同區,臺北市大同區大龍街３０６號三樓,3000000,2025Q2,臺北市
萬華區,臺北市萬華區雙園街６０巷９０號地下一層；艋舺大道４３２號地下一層,1850000,2025Q2,臺北市
中山區,臺北市中山區新生北路二段６６號五樓之２２,5600000,2025Q2,臺北市
南港區,臺北市南港區研究院路一段９９號地下一層之５５,19900000,2025Q2,臺北市
信義區,臺北市信義區永吉路３０巷８３弄１５號,19300000,2025Q2,臺北市
士林區,臺北市士林區前港街２６巷９號,2785000,2025Q2,臺北市
文山區,臺北市文山區木柵路一段１５７號,7500000,2025Q2,臺北市
中山區,臺北市中山區中山北路二段１７９號二樓,85500000,2025Q2,臺北市
內湖區,臺北市內湖區康寧路三段９９巷１７弄４０號八樓,25300000,2025Q2,臺北市
中山區,臺北市中山區民生西路４５巷５弄７號三樓,6500000,2025Q2,臺北市
南港區,臺北市南港區興華路１２０號三樓,21350000,2025Q2,臺北市
松山區,臺北市松山區撫遠街２６１巷１２號二樓,31680000,2025Q2,臺北市
北投區,臺北市北投區明德路２９０號三樓,26300000,2025Q2,臺北市
北投區,臺北市北投區清江路９１巷２０號七樓,13550000,2025Q2,臺北市
北投區,臺北市北投區清江路９１巷２０號六樓,13620000,2025Q2,臺北市
萬華區,臺北市萬華區環河南路一段２３號十二樓之３,3800000,2025Q2,臺北市
文山區,臺北市文山區興隆路一段２５１巷２弄１４號三樓,12000000,2025Q2,臺北市
中正區,臺北市中正區寧波西街７４號,64000000,2025Q2,臺北市
大同區,臺北市大同區南京西路１５３號四樓,14500000,2025Q2,臺北市
內湖區,臺北市內湖區民權東路六段２３２巷２１號三樓之２,9300000,2025Q2,臺北市
內湖區,臺北市內湖區內湖路一段９１巷１６２號四樓,13360000,2025Q2,臺北市
內湖區,臺北市內湖區內湖路三段７２巷３１號四樓,4000000,2025Q2,臺北市
內湖區,臺北市內湖區內湖路一段９１巷１６８號五樓,13480000,2025Q2,臺北市
內湖區,臺北市內湖區內湖路一段９１巷１６０號四樓,11480000,2025Q2,臺北市
松山區,臺北市松山區民權東路三段１８９號五樓之３,14100000,2025Q2,臺北市
北投區,臺北市北投區中央北路四段５８３巷１０弄７號,8880000,2025Q2,臺北市
士林區,臺北市士林區德行東路２００號,63530000,2025Q2,臺北市
北投區,臺北市北投區西安街二段２７７號二樓,45000000,2025Q2,臺北市
萬華區,臺北市萬華區康定路１０３號五樓之７,13400000,2025Q2,臺北市
內湖區,臺北市內湖區民權東路六段１１３號,60000000,2025Q2,臺北市
松山區,臺北市松山區南京東路五段２３９號十五樓之１６,14700000,2025Q2,臺北市
北投區,臺北市北投區知行路２５號三樓,2404377,2025Q2,臺北市
北投區,臺北市北投區中華街１６號四樓,6300000,2025Q2,臺北市
文山區,臺北市文山區指南路二段４５巷１４弄５號二樓之９,8600000,2025Q2,臺北市
文山區,臺北市文山區指南路二段４５巷１４弄５號三樓之９,8600000,2025Q2,臺北市
中正區,臺北市中正區杭州南路一段６巷１６號四樓,16417500,2025Q2,臺北市
內湖區,臺北市內湖區民權東路六段２１２號九樓之２,26300000,2025Q2,臺北市
松山區,臺北市松山區敦化南路一段５７號四樓之８,7400000,2025Q2,臺北市
松山區,臺北市松山區三民路３５巷５號九樓之１,57500000,2025Q2,臺北市
信義區,臺北市信義區松山路４８５號三樓,22000000,2025Q2,臺北市
士林區,臺北市士林區社中街３３２號二樓,8000000,2025Q2,臺北市
信義區,臺北市信義區永吉路１８０巷６６弄２５號,17000000,2025Q2,臺北市
萬華區,臺北市萬華區西園路一段１１３號,18500000,2025Q2,臺北市
中山區,臺北市中山區錦州街２７８號,28574000,2025Q2,臺北市
中山區,臺北市中山區南京東路三段１１８號八樓之２,11500000,2025Q2,臺北市
內湖區,臺北市內湖區金龍路２２９號十樓之１,30369000,2025Q2,臺北市
內湖區,臺北市內湖區內湖路一段９１巷１６８號四樓,14760000,2025Q2,臺北市
內湖區,臺北市內湖區內湖路一段９１巷１５８號四樓,13360000,2025Q2,臺北市
內湖區,臺北市內湖區金莊路１００號六樓之９,33000000,2025Q2,臺北市
內湖區,臺北市內湖區文湖街２１巷９１弄９號,32000000,2025Q2,臺北市
內湖區,臺北市內湖區文湖街２１巷９１弄７號八樓,25000000,2025Q2,臺北市
信義區,臺北市信義區林口街１７６號十一樓,56800000,2025Q2,臺北市
南港區,臺北市南港區忠孝東路五段９９４號,68000000,2025Q2,臺北市
松山區,臺北市松山區民生東路五段１９２號三樓之２,29500000,2025Q2,臺北市
士林區,臺北市士林區天母北路５６號七樓之１,68160000,2025Q2,臺北市
大安區,臺北市大安區信義路四段５８號十一樓之２,32500000,2025Q2,臺北市
大安區,臺北市大安區泰順街４０巷２１號二樓,32680000,2025Q2,臺北市
大安區,臺北市大安區復興南路二段１７１巷３２號十樓,4500000,2025Q2,臺北市
信義區,臺北市信義區信義路五段１５０巷４１１弄４號,34500000,2025Q2,臺北市
士林區,臺北市士林區後港街２８巷１號四樓,14100000,2025Q2,臺北市
文山區,臺北市文山區辛亥路四段１４０號七樓,12680000,2025Q2,臺北市
萬華區,臺北市萬華區雙園街４９巷１０號,8200000,2025Q2,臺北市
大同區,臺北市大同區哈密街２０巷１８號三樓,6680000,2025Q2,臺北市
中山區,臺北市中山區長安東路二段１８９號十一樓之６,20500000,2025Q2,臺北市
內湖區,臺北市內湖區大湖山莊街２３０號二樓,14700000,2025Q2,臺北市
中山區,臺北市中山區錦州街４２６巷１弄１８號,26500000,2025Q2,臺北市
內湖區,臺北市內湖區內湖路一段９１巷１６２號三樓,13360000,2025Q2,臺北市
南港區,臺北市南港區園區街８號十三樓,33000000,2025Q2,臺北市
信義區,臺北市信義區信義路五段１４巷１弄８號七樓,56500000,2025Q2,臺北市
士林區,臺北市士林區延平北路八段１３８號,8200000,2025Q2,臺北市
北投區,臺北市北投區行義路１４２之１２號六樓,4050000,2025Q2,臺北市
信義區,臺北市信義區信義路四段４０７號七樓，七樓之２,37862000,2025Q2,臺北市
北投區,臺北市北投區溫泉路６８巷８之１號三樓,12000000,2025Q2,臺北市
文山區,臺北市文山區興隆路二段２０３巷５４號五樓,21450000,2025Q2,臺北市
萬華區,臺北市萬華區西藏路２６１號二樓,14600000,2025Q2,臺北市
萬華區,臺北市萬華區艋舺大道３８４號三樓,15000000,2025Q2,臺北市
士林區,臺北市士林區通河東街一段４５號十樓,34380000,2025Q2,臺北市
士林區,臺北市士林區基河路１６號九樓之３,28000000,2025Q2,臺北市
北投區,臺北市北投區立農街一段２２巷１弄１１號,4200000,2025Q2,臺北市
大安區,臺北市大安區信義路四段６０之１２號六樓,1000000,2025Q2,臺北市
大安區,臺北市大安區光復南路６９６號四樓之３,36000000,2025Q2,臺北市
大安區,臺北市大安區光復南路５７４號十樓,30980000,2025Q2,臺北市
文山區,臺北市文山區和興路５０號三樓,16000000,2025Q2,臺北市
大同區,臺北市大同區迪化街二段４２６號四樓之１,12000000,2025Q2,臺北市
中山區,臺北市中山區北安路６３０巷２５弄１６號五樓之１,42180000,2025Q2,臺北市
信義區,臺北市信義區和平東路三段４３５巷１０弄１６號三樓,10800000,2025Q2,臺北市
北投區,臺北市北投區豐年路二段１００號二樓,600000,2025Q2,臺北市
北投區,臺北市北投區致遠一路一段５８巷１４號五樓,22000000,2025Q2,臺北市
文山區,臺北市文山區羅斯福路五段２１２巷１０之６號,19800000,2025Q2,臺北市
文山區,臺北市文山區木新路二段１１之２號,7400000,2025Q2,臺北市
文山區,臺北市文山區富山路１６號五樓,23500000,2025Q2,臺北市
文山區,臺北市文山區木柵路一段１４３號二樓之１,24500000,2025Q2,臺北市
文山區,臺北市文山區景福街５４巷５弄１７號四樓,7500000,2025Q2,臺北市
萬華區,臺北市萬華區漢口街二段５５號一樓,13300000,2025Q2,臺北市
萬華區,臺北市萬華區萬大路１８６巷２弄７號四樓,3640000,2025Q2,臺北市
內湖區,臺北市內湖區內湖路一段４１１巷６８號九樓,163000000,2025Q2,臺北市
內湖區,臺北市內湖區成功路四段３２３巷３弄６號二樓,17000000,2025Q2,臺北市
中山區,臺北市中山區松江路１５２號九樓之９,14000000,2025Q2,臺北市
內湖區,臺北市內湖區內湖路一段７３７巷６０號,36500000,2025Q2,臺北市
內湖區,臺北市內湖區文湖街４２號三樓之１,65000000,2025Q2,臺北市
松山區,臺北市松山區南京東路五段３１６號七樓之７,8000000,2025Q2,臺北市
松山區,臺北市松山區民權東路三段１０６巷１９號三樓,43730000,2025Q2,臺北市
松山區,臺北市松山區光復南路１３巷３７號二樓,34900000,2025Q2,臺北市
信義區,臺北市信義區吳興街１５６巷２２弄２５號,28000000,2025Q2,臺北市
