鄉鎮市區,土地位置建物門牌,總價元,季度,縣市
水里鄉,南投縣水里鄉博愛路１２０號,7644000,2025Q2,南投縣
南投市,南投縣南投市文化路１３７巷２弄１３號,9200000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮中興路２３０號三樓之３,1750000,2025Q2,南投縣
埔里鎮,南投縣埔里鎮南環路１８８號,11200000,2025Q2,南投縣
竹山鎮,南投縣竹山鎮沉潭巷１之１８號,2400000,2025Q2,南投縣
埔里鎮,南投縣埔里鎮和五街１號,6000000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮碧山路１１３８號五樓之８,7630000,2025Q2,南投縣
埔里鎮,南投縣埔里鎮民富路７１之１號,4898000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮碧山路１１３８號五樓之３,7880000,2025Q2,南投縣
竹山鎮,南投縣竹山鎮東鄉路５之３號,30420000,2025Q2,南投縣
南投市,南投縣南投市南陽路３４３之１２號十二樓,5350000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮坪巷９之４８號十二樓之３,7380000,2025Q2,南投縣
國姓鄉,南投縣國姓鄉西東巷３之８號,4200000,2025Q2,南投縣
集集鎮,南投縣集集鎮民權路３００號,10500000,2025Q2,南投縣
南投市,南投縣南投市東山路４４３巷３９號九樓之３,5200000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路３２之９號,13880000,2025Q2,南投縣
南投市,南投縣南投市樂利路１９５巷１２弄２１號,7200000,2025Q2,南投縣
名間鄉,南投縣名間鄉彰南路５９６號,10000000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮碧興路一段５１號,10700000,2025Q2,南投縣
埔里鎮,南投縣埔里鎮建國路９３號,8000000,2025Q2,南投縣
中寮鄉,南投縣中寮鄉永平路３７９之４３號,9000000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮仁愛街９號五樓之３,4500000,2025Q2,南投縣
南投市,南投縣南投市中山街２２４巷８號,7500000,2025Q2,南投縣
南投市,南投縣南投市中興路４００號,7500000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮御富路３２３巷５號,16300000,2025Q2,南投縣
竹山鎮,南投縣竹山鎮前山路一段２７９巷２弄５號,6000000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮太平路二段３４５號,25800000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮中山街１１９號十二樓之３,12100000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮博愛路南勢巷５５號二樓之３,13180000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮芬草路一段３００之１號,9680000,2025Q2,南投縣
埔里鎮,南投縣埔里鎮珠生路７８巷６８號,13800000,2025Q2,南投縣
南投市,南投縣南投市三和三路４３號,9300000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮碧峰路８１７巷１６弄２０號,16500000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮成功路一段５００號,10630000,2025Q2,南投縣
竹山鎮,南投縣竹山鎮枋坪巷２６之６號,28000000,2025Q2,南投縣
南投市,南投縣南投市向上一路１號五樓,10680000,2025Q2,南投縣
埔里鎮,南投縣埔里鎮鐵山路３００之７號,20000000,2025Q2,南投縣
埔里鎮,南投縣埔里鎮鐵山路３００之６號,14500000,2025Q2,南投縣
埔里鎮,南投縣埔里鎮鐵山路３００之３號,15000000,2025Q2,南投縣
南投市,南投縣南投市嘉和一路３０９巷３號,13730000,2025Q2,南投縣
埔里鎮,南投縣埔里鎮宏仁路２５號,6500000,2025Q2,南投縣
埔里鎮,南投縣埔里鎮珠生路７８巷５３號,13800000,2025Q2,南投縣
南投市,南投縣南投市文化路３２巷２號,9500000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮富德街１１２巷１６號,15880000,2025Q2,南投縣
南投市,南投縣南投市成功一路３３號,187372800,2025Q2,南投縣
埔里鎮,南投縣埔里鎮中山路三段２４６號四樓之８,4370000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮僑光街７１巷２弄１５號,6500000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮富春路４８巷２２號七樓之１,7000000,2025Q2,南投縣
南投市,南投縣南投市祖祠路５５０號,20267500,2025Q2,南投縣
草屯鎮,南投縣草屯鎮富頂路一段３８巷３９弄８號二樓之３,6300000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮新富一街１０２號,32300000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮富頂路一段３８巷３９弄８號五樓之５,6000000,2025Q2,南投縣
南投市,南投縣南投市文化南路２３３巷２３弄８號,29280000,2025Q2,南投縣
南投市,南投縣南投市彰南路二段５９６巷５６弄１１號五樓之７,7250000,2025Q2,南投縣
南投市,南投縣南投市彰南路三段６１７號,10800000,2025Q2,南投縣
南投市,南投縣南投市南營路５１４巷７之６號,4896400,2025Q2,南投縣
埔里鎮,南投縣埔里鎮東榮路２９５巷６號,9600000,2025Q2,南投縣
水里鄉,南投縣水里鄉民生路５１號,12000000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮碧山路１１３８號三樓之５,6800000,2025Q2,南投縣
埔里鎮,南投縣埔里鎮信義路９０２巷２號九樓之３,4880000,2025Q2,南投縣
魚池鄉,南投縣魚池鄉通文巷５２之１１號,16250000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮虎山路３３２巷５５號八樓,8600000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮富德街１１２巷６號,16000000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮富德街１１２巷１３號,16800000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮富德街１１２巷１１號,15600000,2025Q2,南投縣
南投市,南投縣南投市彰南路三段８８０巷８弄３８號,11380000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮中正路７２之２９號,5250000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮民權東街８５號,20000000,2025Q2,南投縣
埔里鎮,南投縣埔里鎮樹人一街２４３巷６號四樓之１,2640000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮登輝路２６８巷１７號,10000000,2025Q2,南投縣
竹山鎮,南投縣竹山鎮中和路６之２號,196600000,2025Q2,南投縣
竹山鎮,南投縣竹山鎮大勇路１５６號,14000000,2025Q2,南投縣
魚池鄉,南投縣魚池鄉五馬巷１６之２號,10000000,2025Q2,南投縣
竹山鎮,南投縣竹山鎮延和巷２６之３９號,9800000,2025Q2,南投縣
名間鄉,南投縣名間鄉新民巷４２之１號,88450000,2025Q2,南投縣
鹿谷鄉,南投縣鹿谷鄉六合街６號三樓之１,6800000,2025Q2,南投縣
南投市,南投縣南投市彰南路三段８８０巷８弄５號,10380000,2025Q2,南投縣
南投市,南投縣南投市彰南路三段８８０巷８弄３５號,10580000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮富德街１１２巷１８號,15450000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮富德街１１２巷１２號,16100000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮富德街１１２巷８號,15800000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮富德街１１２巷３號,16300000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮新庄一路１２巷２之１號,15760000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮中正路粉寮巷９之２１號,4800000,2025Q2,南投縣
南投市,南投縣南投市南陽路１８２號,9000000,2025Q2,南投縣
南投市,南投縣南投市彰南路二段５９６巷５６弄１１號三樓之９,10150000,2025Q2,南投縣
南投市,南投縣南投市彰南路二段５９６巷５６弄１１號四樓之１,11000000,2025Q2,南投縣
南投市,南投縣南投市彰南路二段５９６巷５６弄１１號四樓之９,9200000,2025Q2,南投縣
南投市,南投縣南投市彰南路二段５９６巷５６弄１１號三樓之１,7720000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮富德街１１２巷５號,16000000,2025Q2,南投縣
南投市,南投縣南投市南陽路３４３之６號九樓,6500000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號三樓之７,6890000,2025Q2,南投縣
埔里鎮,南投縣埔里鎮珠生路７８巷５０號,13650000,2025Q2,南投縣
埔里鎮,南投縣埔里鎮珠生路７８巷５７號,14300000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮中正路２８６之１０號二樓之２,8280000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮加老路６６號,15980000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮富德街１１２巷１５號,16300000,2025Q2,南投縣
南投市,南投縣南投市彰南路三段８８０巷８弄７號,9800000,2025Q2,南投縣
南投市,南投縣南投市彰南路三段８８０巷８弄８號,10800000,2025Q2,南投縣
南投市,南投縣南投市彰南路三段８８０巷８弄１７號,9800000,2025Q2,南投縣
南投市,南投縣南投市彰南路三段８８０巷８弄２６號,10800000,2025Q2,南投縣
南投市,南投縣南投市彰南路三段８８０巷８弄３３號,9800000,2025Q2,南投縣
南投市,南投縣南投市彰南路三段８８０巷８弄４２號,10800000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮中正路２８６之１０號三樓之２,8380000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮中正路２８６之１１號四樓之３,8230000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮中正路２８６之１１號五樓之３,8430000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮中正路２８６之１２號,12200000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號二樓之８,5890000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮碧山路１１３６之５號三樓之２,5380000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮碧山路１１３６之５號三樓之３,5380000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮碧山路１１３６之５號五樓之３,5700000,2025Q2,南投縣
南投市,南投縣南投市文化南路４２巷１５號,19700000,2025Q2,南投縣
南投市,南投縣南投市中興路４６６巷２０號九樓,4200000,2025Q2,南投縣
國姓鄉,南投縣國姓鄉東門巷４６號,3250000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮中正路２８６之１０號五樓之２,8030000,2025Q2,南投縣
南投市,南投縣南投市文化南路４２巷１７號,19200000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮中正路２８６之１０號五樓之１,8330000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號二樓之５,5890000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮碧山路１１３６之５號五樓之２,6380000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號十樓之１,9050000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮富德街１１２巷２號,16000000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮碧山路１１３６之５號二樓之１,6980000,2025Q2,南投縣
南投市,南投縣南投市文化南路４２巷１１號,19000000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮加老路５８巷３６號,25200000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮碧山路１１３６之５號三樓之１,7680000,2025Q2,南投縣
南投市,南投縣南投市藍田街１３號二樓,6950000,2025Q2,南投縣
南投市,南投縣南投市藍田街１３號四樓,6950000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮富德街１１２巷９號,16300000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮富德街１１２巷１號,21680000,2025Q2,南投縣
南投市,南投縣南投市彰南路二段５９６巷５６弄１１號三樓之３,8500000,2025Q2,南投縣
南投市,南投縣南投市彰南路二段５９６巷５６弄１１號二樓之２,6100000,2025Q2,南投縣
南投市,南投縣南投市彰南路二段５９６巷５６弄１１號三樓之５,10300000,2025Q2,南投縣
南投市,南投縣南投市藍田街７號,15800000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號四樓之７,6790000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號八樓之８,6950000,2025Q2,南投縣
南投市,南投縣南投市藍田街１３號三樓,6950000,2025Q2,南投縣
南投市,南投縣南投市彰南路二段５９６巷５６弄１１號四樓之８,7450000,2025Q2,南投縣
南投市,南投縣南投市藍田街１３號五樓,6950000,2025Q2,南投縣
南投市,南投縣南投市彰南路二段５９６巷５６弄１１號五樓之２,6450000,2025Q2,南投縣
竹山鎮,南投縣竹山鎮大坪巷６之８９號,11500000,2025Q2,南投縣
竹山鎮,南投縣竹山鎮大坪巷６之９０號,11500000,2025Q2,南投縣
南投市,南投縣南投市藍田街１１號,15600000,2025Q2,南投縣
南投市,南投縣南投市彰南路二段５９６巷５６弄１１號四樓之３,8550000,2025Q2,南投縣
南投市,南投縣南投市彰南路二段５９６巷５６弄１１號二樓之１０,6000000,2025Q2,南投縣
南投市,南投縣南投市彰南路二段５９６巷５６弄１１號四樓之７,7150000,2025Q2,南投縣
南投市,南投縣南投市復興路４１９號,20500000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號十樓之２,8120000,2025Q2,南投縣
國姓鄉,南投縣國姓鄉永興街５９之１巷２９號,10000000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮博愛路２７７號十二樓之１,12000000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號二樓之６,5890000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號三樓之５,5790000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號二樓之７,5890000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號九樓之２,8130000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號四樓之５,5790000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號九樓之５,6050000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號三樓之６,5790000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號二樓之１,7990000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號二樓之３,7810000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號三樓之３,8920000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號五樓之７,5920000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號三樓之１,8010000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號五樓之１,8170000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號九樓之１,8320000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號二樓之２,8240000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號三樓之２,8010000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號五樓之５,7020000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號六樓之６,6820000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號四樓之８,6890000,2025Q2,南投縣
南投市,南投縣南投市文化路７０７巷１弄６９號二樓之２,5520000,2025Q2,南投縣
南投市,南投縣南投市文化路７０７巷１弄６６號四樓之５,7000000,2025Q2,南投縣
南投市,南投縣南投市文化路７０７巷１弄６９號五樓之２,6100000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號六樓之１,7970000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號七樓之１,7870000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號八樓之１,8320000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號五樓之２,7970000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號六樓之２,7970000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號七樓之２,7870000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號六樓之３,8790000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號九樓之３,9070000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號六樓之５,6820000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號七樓之５,6740000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號八樓之５,6800000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號四樓之６,6590000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號五樓之６,7020000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號九樓之６,7150000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號十樓之６,6950000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號九樓之７,6790000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號五樓之８,6750000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號六樓之８,6820000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號七樓之８,6740000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號九樓之８,6790000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號十樓之８,7150000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號五樓之３,9100000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號十樓之３,9070000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號十樓之５,6050000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號八樓之３,9280000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號十樓之７,6950000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號七樓之７,6750000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號六樓之７,6820000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號八樓之７,6950000,2025Q2,南投縣
草屯鎮,南投縣草屯鎮石川路７之１號八樓之２,8130000,2025Q2,南投縣
水里鄉,南投縣水里鄉水信路一段３１８巷３號,3600000,2025Q2,南投縣
芳苑鄉,彰化縣芳苑鄉和平路６８號,16000000,2025Q2,彰化縣
員林市,彰化縣員林市中山路一段７１７號四樓,2000000,2025Q2,彰化縣
二林鎮,彰化縣二林鎮平等街１７號,27000000,2025Q2,彰化縣
鹿港鎮,彰化縣鹿港鎮永福路２０號,7000000,2025Q2,彰化縣
彰化市,彰化縣彰化市一心東街１４６號,1000000,2025Q2,彰化縣
和美鎮,彰化縣和美鎮中興路二段７７號,6300000,2025Q2,彰化縣
芳苑鄉,彰化縣芳苑鄉功湖路王功段６５３巷３弄３７號,2200000,2025Q2,彰化縣
竹塘鄉,彰化縣竹塘鄉光明路新田巷４６號,8000000,2025Q2,彰化縣
溪湖鎮,彰化縣溪湖鎮中興七街６號,8380000,2025Q2,彰化縣
花壇鄉,彰化縣花壇鄉虎山街２７５巷５號,17450000,2025Q2,彰化縣
彰化市,彰化縣彰化市文化里陽明街７０號,5020000,2025Q2,彰化縣
鹿港鎮,彰化縣鹿港鎮復興路５０５號,3859150,2025Q2,彰化縣
福興鄉,彰化縣福興鄉復興路１１６巷１７弄５號,6000000,2025Q2,彰化縣
芳苑鄉,彰化縣芳苑鄉安家新五街２９號,3400000,2025Q2,彰化縣
溪湖鎮,彰化縣溪湖鎮大公十三街６６號六樓之３,7850000,2025Q2,彰化縣
埤頭鄉,彰化縣埤頭鄉彰水路三段５３４巷７６號,3000000,2025Q2,彰化縣
芳苑鄉,彰化縣芳苑鄉上林路路上段５４０－１號,8200000,2025Q2,彰化縣
和美鎮,彰化縣和美鎮仁美路８２號,26000000,2025Q2,彰化縣
二林鎮,彰化縣二林鎮吉昌二街１２３巷１０號三樓,5900000,2025Q2,彰化縣
彰化市,彰化縣彰化市彰和路一段７３巷１８之５號,3500000,2025Q2,彰化縣
彰化市,彰化縣彰化市彰草路９６號,23880000,2025Q2,彰化縣
彰化市,彰化縣彰化市旭光西路３０號五樓之２,20350000,2025Q2,彰化縣
社頭鄉,彰化縣社頭鄉高鐵北二路１９０之５號,13000000,2025Q2,彰化縣
二林鎮,彰化縣二林鎮平等街１７號,27000000,2025Q2,彰化縣
彰化市,彰化縣彰化市民生路１９５巷２９號,3200000,2025Q2,彰化縣
彰化市,彰化縣彰化市南成街６９巷９號,24000000,2025Q2,彰化縣
北斗鎮,彰化縣北斗鎮復興路２３５巷１７號,7700000,2025Q2,彰化縣
秀水鄉,彰化縣秀水鄉彰水路一段６９２巷２９號,8420000,2025Q2,彰化縣
彰化市,彰化縣彰化市華山路２７３巷３２弄２４號八樓,9400000,2025Q2,彰化縣
二林鎮,彰化縣二林鎮至善街１３號,20800000,2025Q2,彰化縣
彰化市,彰化縣彰化市大埔路５２８巷３５號一樓,7936000,2025Q2,彰化縣
彰化市,彰化縣彰化市中正路一段２８６號四樓之三,3050000,2025Q2,彰化縣
員林市,彰化縣員林市山腳路三段２２８巷１４號,6800000,2025Q2,彰化縣
員林市,彰化縣員林市萬年七街１５號,3200000,2025Q2,彰化縣
二水鄉,彰化縣二水鄉溪邊巷３６號,6500000,2025Q2,彰化縣
二林鎮,彰化縣二林鎮斗苑路五段３７７號,15800000,2025Q2,彰化縣
溪湖鎮,彰化縣溪湖鎮西安路２８０號,4380000,2025Q2,彰化縣
埔鹽鄉,彰化縣埔鹽鄉員鹿路二段１３５號,4500000,2025Q2,彰化縣
花壇鄉,彰化縣花壇鄉溪北街１４９巷５２號,4080000,2025Q2,彰化縣
花壇鄉,彰化縣花壇鄉溪北街１４９巷４６弄５號,4080000,2025Q2,彰化縣
鹿港鎮,彰化縣鹿港鎮鹿西路４４１巷８０弄２之１號,3000000,2025Q2,彰化縣
鹿港鎮,彰化縣鹿港鎮自由路３２９巷１１弄１號,17800000,2025Q2,彰化縣
員林市,彰化縣員林市三多七街７８號十二樓之３,8800000,2025Q2,彰化縣
二林鎮,彰化縣二林鎮大成路一段４９７巷８號,4000000,2025Q2,彰化縣
二林鎮,彰化縣二林鎮南安路１５２巷２５號,9800000,2025Q2,彰化縣
和美鎮,彰化縣和美鎮孝光路３號四樓之１,8380000,2025Q2,彰化縣
伸港鄉,彰化縣伸港鄉新港村莊敬路３８號,2600000,2025Q2,彰化縣
彰化市,彰化縣彰化市向陽街９９巷５６弄３２號,6000000,2025Q2,彰化縣
彰化市,彰化縣彰化市延平路３９７巷２６弄４號六樓,10000,2025Q2,彰化縣
線西鄉,彰化縣線西鄉德興路１５１號,3580000,2025Q2,彰化縣
彰化市,彰化縣彰化市永樂街１２之１３號地下一層,1980000,2025Q2,彰化縣
二林鎮,彰化縣二林鎮斗苑路四段２０６巷１２號六樓之一,4880000,2025Q2,彰化縣
二林鎮,彰化縣二林鎮仁愛路５２６號,22000000,2025Q2,彰化縣
員林市,彰化縣員林市四平街２２巷１０號,2000000,2025Q2,彰化縣
員林市,彰化縣員林市四平街２６巷５號,2000000,2025Q2,彰化縣
員林市,彰化縣員林市新生路３５號九樓之三,5300000,2025Q2,彰化縣
花壇鄉,彰化縣花壇鄉宏宅街１７６號,7200000,2025Q2,彰化縣
花壇鄉,彰化縣花壇鄉永春街４２巷２６弄２６號,5880000,2025Q2,彰化縣
伸港鄉,彰化縣伸港鄉建國六街１１７號,14780000,2025Q2,彰化縣
福興鄉,彰化縣福興鄉福建路３７２巷４５號,14300000,2025Q2,彰化縣
芳苑鄉,彰化縣芳苑鄉斗苑路三合段１０２巷５９弄２７號,5200000,2025Q2,彰化縣
永靖鄉,彰化縣永靖鄉圳腳巷１０３之１號,7380000,2025Q2,彰化縣
彰化市,彰化縣彰化市和調里實踐路３６巷１１號,7320000,2025Q2,彰化縣
和美鎮,彰化縣和美鎮東坡路２１巷２１號,3000000,2025Q2,彰化縣
大村鄉,彰化縣大村鄉山腳路１６０之５號,86000000,2025Q2,彰化縣
員林市,彰化縣員林市萬年路二段１１７號,2500000,2025Q2,彰化縣
社頭鄉,彰化縣社頭鄉湳底一巷５３２弄５０之３號,11000000,2025Q2,彰化縣
芳苑鄉,彰化縣芳苑鄉小西路４之１號,2500000,2025Q2,彰化縣
二林鎮,彰化縣二林鎮自治街１５８巷４２號,9800000,2025Q2,彰化縣
彰化市,彰化縣彰化市西勢街１２號,14000000,2025Q2,彰化縣
員林市,彰化縣員林市新義街８９號七樓之１,9180000,2025Q2,彰化縣
彰化市,彰化縣彰化市三福街２３０巷１號十樓之一,8500000,2025Q2,彰化縣
鹿港鎮,彰化縣鹿港鎮永寧街２４０號六樓,6350000,2025Q2,彰化縣
鹿港鎮,彰化縣鹿港鎮民享街２５號,1482500,2025Q2,彰化縣
田尾鄉,彰化縣田尾鄉建平路一段１１８巷５６號,6500000,2025Q2,彰化縣
北斗鎮,彰化縣北斗鎮大新路５１９號,6000000,2025Q2,彰化縣
溪湖鎮,彰化縣溪湖鎮二溪路二段北勢３巷８１弄１５號,8360000,2025Q2,彰化縣
員林市,彰化縣員林市員東路一段９５號,7280000,2025Q2,彰化縣
彰化市,彰化縣彰化市大埔路６８７巷１號,4000000,2025Q2,彰化縣
員林市,彰化縣員林市萬年路一段２９９巷３６號五樓之３,1480000,2025Q2,彰化縣
員林市,彰化縣員林市四維街１１１號,11000000,2025Q2,彰化縣
社頭鄉,彰化縣社頭鄉中山路一段７３４號,7800000,2025Q2,彰化縣
鹿港鎮,彰化縣鹿港鎮永靖路１７號,11500000,2025Q2,彰化縣
員林市,彰化縣員林市新生路３８８號十六樓之３,13200000,2025Q2,彰化縣
埤頭鄉,彰化縣埤頭鄉斗苑東路７０２巷１３號,2600000,2025Q2,彰化縣
彰化市,彰化縣彰化市民族路１８５巷５６號四樓,2400000,2025Q2,彰化縣
彰化市,彰化縣彰化市彰南路二段５１２巷５１弄２５號,10700000,2025Q2,彰化縣
彰化市,彰化縣彰化市三民路１１５號九樓,10000000,2025Q2,彰化縣
伸港鄉,彰化縣伸港鄉海尾路６之１６號,5000000,2025Q2,彰化縣
和美鎮,彰化縣和美鎮美寮路二段６８３巷２２號,4300000,2025Q2,彰化縣
田中鎮,彰化縣田中鎮員集路三段１２５巷１２５號,6800000,2025Q2,彰化縣
北斗鎮,彰化縣北斗鎮中圳路４９３巷１５號,12800000,2025Q2,彰化縣
芳苑鄉,彰化縣芳苑鄉二溪路草二段４３５巷１９之３號,5300000,2025Q2,彰化縣
田中鎮,彰化縣田中鎮三光路６號,5550000,2025Q2,彰化縣
埤頭鄉,彰化縣埤頭鄉崙腳路１５之１號,8680000,2025Q2,彰化縣
二林鎮,彰化縣二林鎮正知一街５１號,10900000,2025Q2,彰化縣
二林鎮,彰化縣二林鎮南安路４９７號三樓之７,7500000,2025Q2,彰化縣
彰化市,彰化縣彰化市孝德街５０號,19000000,2025Q2,彰化縣
彰化市,彰化縣彰化市福山街３０５巷２２號,4200000,2025Q2,彰化縣
福興鄉,彰化縣福興鄉外埔巷３之１２６號,8700000,2025Q2,彰化縣
員林市,彰化縣員林市新義街８９號二樓之３,9550000,2025Q2,彰化縣
芳苑鄉,彰化縣芳苑鄉二溪路草二段４３５巷１３號,5350000,2025Q2,彰化縣
芳苑鄉,彰化縣芳苑鄉二溪路草二段３６５號,4200000,2025Q2,彰化縣
彰化市,彰化縣彰化市自強南路２２巷９弄７號,6000000,2025Q2,彰化縣
彰化市,彰化縣彰化市彰南路二段５１２巷５１弄１０４號,8000000,2025Q2,彰化縣
彰化市,彰化縣彰化市平安街３巷１號,5000000,2025Q2,彰化縣
伸港鄉,彰化縣伸港鄉海尾路８５之６號,6596000,2025Q2,彰化縣
田尾鄉,彰化縣田尾鄉溪畔巷１６０弄５號,6200000,2025Q2,彰化縣
北斗鎮,彰化縣北斗鎮中山路一段１４巷６號,2800000,2025Q2,彰化縣
北斗鎮,彰化縣北斗鎮斗中路７７９號十樓之一,4100000,2025Q2,彰化縣
和美鎮,彰化縣和美鎮健康新村六街２６號,9500000,2025Q2,彰化縣
彰化市,彰化縣彰化市彰和路一段７３巷１７之７號,5820000,2025Q2,彰化縣
彰化市,彰化縣彰化市長順街１９６巷２號,4000000,2025Q2,彰化縣
