鄉鎮市區,土地位置建物門牌,總價元,季度,縣市
南港區,臺北市南港區合順街８巷５弄３２號,10500000,2026Q1,臺北市
文山區,臺北市文山區景中街３０巷１２號二樓,1100000,2026Q1,臺北市
北投區,臺北市北投區中央南路二段１２之３號三樓,12750000,2026Q1,臺北市
北投區,臺北市北投區大業路５９６號二樓,15200000,2026Q1,臺北市
萬華區,臺北市萬華區中華路二段３８、３８之１、３８之２、３８之３號,3250000,2026Q1,臺北市
萬華區,臺北市萬華區西藏路４２８巷９號十三樓之２,9000000,2026Q1,臺北市
松山區,臺北市松山區健康路１８３之１號六樓,4800000,2026Q1,臺北市
中山區,臺北市中山區松江路４２號十一樓之８,10400000,2026Q1,臺北市
南港區,臺北市南港區經貿二路１５７巷３６弄１０１號十樓之１,22550000,2026Q1,臺北市
南港區,臺北市南港區松河街３５８號四樓,58000000,2026Q1,臺北市
北投區,臺北市北投區中央北路三段１２４號二樓,7150000,2026Q1,臺北市
大安區,臺北市大安區敦化南路一段１３８號十五樓之１,183050000,2026Q1,臺北市
松山區,臺北市松山區光復北路１５５巷１５號二樓,29500000,2026Q1,臺北市
中山區,臺北市中山區長春路１３７巷５號,62000000,2026Q1,臺北市
內湖區,臺北市內湖區東湖路７巷７之１號五樓,27500000,2026Q1,臺北市
北投區,臺北市北投區立農街一段２７９巷２弄７號,12000000,2026Q1,臺北市
大安區,臺北市大安區信義路三段９９巷９號五樓,5000000,2026Q1,臺北市
萬華區,臺北市萬華區西園路二段２９２之２號,3660000,2026Q1,臺北市
萬華區,臺北市萬華區昆明街２３５號四樓,18000000,2026Q1,臺北市
中山區,臺北市中山區新生北路二段４０號四樓之１,15880000,2026Q1,臺北市
松山區,臺北市松山區南京東路三段３３５巷２３號四樓之３,10100000,2026Q1,臺北市
大安區,臺北市大安區永康街４巷１８號六樓之５,17700000,2026Q1,臺北市
大同區,臺北市大同區民權西路１６０巷１８弄６號十四樓之５,22400000,2026Q1,臺北市
中山區,臺北市中山區敬業三路１６２巷６０號十樓,38880000,2026Q1,臺北市
南港區,臺北市南港區東新街１２６號四樓,45280000,2026Q1,臺北市
大同區,臺北市大同區華陰街９２號,3300000,2026Q1,臺北市
大同區,臺北市大同區延平北路二段１７９號,21000000,2026Q1,臺北市
中山區,臺北市中山區松江路２９３之８１１號,32800000,2026Q1,臺北市
松山區,臺北市松山區八德路四段７６５號十二樓之４,3000000,2026Q1,臺北市
南港區,臺北市南港區重陽路２８２號,33816060,2026Q1,臺北市
文山區,臺北市文山區和興路９４號,10000000,2026Q1,臺北市
中正區,臺北市中正區臨沂街７５巷１５號地下之１２,6500000,2026Q1,臺北市
松山區,臺北市松山區復興北路３１３巷３４號三樓,41800000,2026Q1,臺北市
中山區,臺北市中山區新生北路二段７３號二樓之１１,3900000,2026Q1,臺北市
大安區,臺北市大安區通化街２０號,9919600,2026Q1,臺北市
大同區,臺北市大同區承德路一段６９巷１０號五樓,5500000,2026Q1,臺北市
萬華區,臺北市萬華區貴陽街二段３９號十七樓之２,3340000,2026Q1,臺北市
南港區,臺北市南港區福德街３８７號三樓,25000000,2026Q1,臺北市
文山區,臺北市文山區木柵路三段１６９巷６號三樓,31000000,2026Q1,臺北市
中山區,臺北市中山區中山北路二段７７巷３７號十二樓之１,4200000,2026Q1,臺北市
松山區,臺北市松山區八德路四段１９７號二樓,2600000,2026Q1,臺北市
萬華區,臺北市萬華區隆昌街３６號二樓之６,2800000,2026Q1,臺北市
萬華區,臺北市萬華區武昌街二段７２號八樓之１０,7080000,2026Q1,臺北市
信義區,臺北市信義區忠孝東路五段４２３巷４弄５號三樓,9000000,2026Q1,臺北市
士林區,臺北市士林區雨農路９０號十一樓,5560000,2026Q1,臺北市
萬華區,臺北市萬華區萬大路１８７巷３弄７號五樓,2440000,2026Q1,臺北市
中山區,臺北市中山區林森北路１４７號八樓,5500000,2026Q1,臺北市
士林區,臺北市士林區天玉街３６之１號,41500000,2026Q1,臺北市
文山區,臺北市文山區試院路４巷４號三樓,2850000,2026Q1,臺北市
中正區,臺北市中正區延平南路１７１巷７號,2500000,2026Q1,臺北市
中山區,臺北市中山區林森北路５０號四樓之７,14372400,2026Q1,臺北市
大同區,臺北市大同區承德路二段１４５號三樓,16300000,2026Q1,臺北市
大同區,臺北市大同區歸綏街７８之９號,5500000,2026Q1,臺北市
大安區,臺北市大安區忠孝東路四段７７號,24000000,2026Q1,臺北市
內湖區,臺北市內湖區東湖路１１３巷５弄９號五樓,8900000,2026Q1,臺北市
大安區,臺北市大安區復興南路二段３０７號五樓,90280000,2026Q1,臺北市
萬華區,臺北市萬華區西園路一段２１２巷９號四樓,5300000,2026Q1,臺北市
內湖區,臺北市內湖區內湖路二段１０３巷４８號三樓,28000000,2026Q1,臺北市
松山區,臺北市松山區北寧路６６號四樓,29000000,2026Q1,臺北市
大安區,臺北市大安區新生南路一段１６１巷８號之１五樓,62500000,2026Q1,臺北市
大安區,臺北市大安區新生南路一段１６１巷８號之１四樓,62500000,2026Q1,臺北市
中山區,臺北市中山區德惠街７９巷２號,6500000,2026Q1,臺北市
內湖區,臺北市內湖區新明路３９７巷４弄６號,24000000,2026Q1,臺北市
南港區,臺北市南港區南港路三段１０６巷５弄８號二樓,7343300,2026Q1,臺北市
北投區,臺北市北投區新市街７３號四樓,7300000,2026Q1,臺北市
萬華區,臺北市萬華區艋舺大道２７５巷２６號七樓,21850000,2026Q1,臺北市
萬華區,臺北市萬華區萬大路４２４巷３９號二樓,16250000,2026Q1,臺北市
信義區,臺北市信義區崇德街３８巷５號三樓,17450000,2026Q1,臺北市
北投區,臺北市北投區中和街２３７號六樓之２,5850000,2026Q1,臺北市
中山區,臺北市中山區林森北路３５９號七樓,39450000,2026Q1,臺北市
士林區,臺北市士林區社中街２８７號二樓,5750000,2026Q1,臺北市
士林區,臺北市士林區忠誠路二段２１巷４５弄６號,38600000,2026Q1,臺北市
中正區,臺北市中正區汀州路一段９２巷１２弄１１號二樓,7030000,2026Q1,臺北市
中山區,臺北市中山區德惠街４５號五樓之９,7500000,2026Q1,臺北市
中山區,臺北市中山區農安街３４號九樓,14300000,2026Q1,臺北市
信義區,臺北市信義區林口街１８２號五樓之１,2440000,2026Q1,臺北市
士林區,臺北市士林區大南路３３９號,38800000,2026Q1,臺北市
文山區,臺北市文山區興德路２１巷９號二樓,17300000,2026Q1,臺北市
中正區,臺北市中正區金山北路１號六樓之３,12500000,2026Q1,臺北市
南港區,臺北市南港區昆陽街１７１巷３弄９號四樓,1924500,2026Q1,臺北市
南港區,臺北市南港區南港路三段１４９巷４９弄１６號,105996000,2026Q1,臺北市
內湖區,臺北市內湖區文湖街２１巷９１弄７號六樓,26000000,2026Q1,臺北市
萬華區,臺北市萬華區中華路二段５０４巷５號,4500000,2026Q1,臺北市
大同區,臺北市大同區民權西路２４５巷３９號,19850000,2026Q1,臺北市
大同區,臺北市大同區延平北路二段１２４號五樓,33200000,2026Q1,臺北市
內湖區,臺北市內湖區內湖路一段５９３號五樓,5000000,2026Q1,臺北市
內湖區,臺北市內湖區民權東路六段１８０巷４２弄３號十五樓,21500000,2026Q1,臺北市
北投區,臺北市北投區溫泉路１３２之１號二樓,9000000,2026Q1,臺北市
士林區,臺北市士林區文林路１０２號二樓之１０,5480000,2026Q1,臺北市
士林區,臺北市士林區中山北路七段８２巷１０弄２０號四樓,17500000,2026Q1,臺北市
大安區,臺北市大安區安和路二段６９巷１８號五樓之１、五樓之２,33000000,2026Q1,臺北市
松山區,臺北市松山區敦化北路１４５巷３３號三樓,28500000,2026Q1,臺北市
士林區,臺北市士林區承德路四段５７之１號十二樓,4500000,2026Q1,臺北市
萬華區,臺北市萬華區隆昌街４０號四樓,6000000,2026Q1,臺北市
萬華區,臺北市萬華區隆昌街４２號四樓,6050000,2026Q1,臺北市
中山區,臺北市中山區錦州街５０號七樓之１７,6600000,2026Q1,臺北市
內湖區,臺北市內湖區內湖路二段３５７號七樓,30000000,2026Q1,臺北市
中山區,臺北市中山區松江路２７３號十一樓之９,13500000,2026Q1,臺北市
信義區,臺北市信義區忠孝東路五段３６３號六樓之７,17000000,2026Q1,臺北市
信義區,臺北市信義區虎林街２０２巷５５號二樓,7280751,2026Q1,臺北市
信義區,臺北市信義區中坡南路１３４號,7700000,2026Q1,臺北市
北投區,臺北市北投區承德路七段６６號七樓,43000000,2026Q1,臺北市
大安區,臺北市大安區和平東路二段１８巷５號四樓之１,69500000,2026Q1,臺北市
萬華區,臺北市萬華區西園路一段２３４巷１３號,4033332,2026Q1,臺北市
北投區,臺北市北投區民族街４２巷１號三樓,11200000,2026Q1,臺北市
中山區,臺北市中山區八德路二段１７４巷１１弄９號三樓,13847825,2026Q1,臺北市
內湖區,臺北市內湖區內湖路一段９１巷１６６號,16520000,2026Q1,臺北市
中山區,臺北市中山區松江路１７９號六樓,128500000,2026Q1,臺北市
中山區,臺北市中山區長安東路二段１７８號四樓之７,26800000,2026Q1,臺北市
松山區,臺北市松山區八德路四段２０４巷５弄８號四樓,15000000,2026Q1,臺北市
南港區,臺北市南港區舊莊街一段２９０巷２弄１３號三樓,2000000,2026Q1,臺北市
北投區,臺北市北投區吉利街３６９巷３１弄５號,3400000,2026Q1,臺北市
北投區,臺北市北投區懷德街４８巷８號二樓,14660000,2026Q1,臺北市
大安區,臺北市大安區忠孝東路三段２５１巷４弄１０號六樓,12854350,2026Q1,臺北市
大安區,臺北市大安區復興南路一段７９巷２號十樓之２,10700000,2026Q1,臺北市
大安區,臺北市大安區信義路四段２５０號三樓之１,5900000,2026Q1,臺北市
萬華區,臺北市萬華區萬大路３２２巷２號,3500000,2026Q1,臺北市
信義區,臺北市信義區和平東路三段３９１巷８弄２４號四樓,2000000,2026Q1,臺北市
北投區,臺北市北投區致遠一路一段４號四樓,8340000,2026Q1,臺北市
大安區,臺北市大安區忠孝東路四段８７號八樓之１０,35000000,2026Q1,臺北市
大安區,臺北市大安區師大路１１０號地下室,15100000,2026Q1,臺北市
中正區,臺北市中正區水源路３１巷３號,10000000,2026Q1,臺北市
內湖區,臺北市內湖區新明路６２１巷３號,2900000,2026Q1,臺北市
中山區,臺北市中山區長春路６７號十樓之２,5500000,2026Q1,臺北市
松山區,臺北市松山區光復北路１１巷９７號十二樓之２,36000000,2026Q1,臺北市
大安區,臺北市大安區信義路三段１０５號二樓之８,20280000,2026Q1,臺北市
大同區,臺北市大同區民權西路２４５巷３１號,5800000,2026Q1,臺北市
中正區,臺北市中正區杭州南路一段８之２號五樓之１,4880000,2026Q1,臺北市
松山區,臺北市松山區延吉街４８巷２１號三樓,2700000,2026Q1,臺北市
松山區,臺北市松山區民生東路三段１１３巷２７號六樓之３,33000000,2026Q1,臺北市
大安區,臺北市大安區金山南路二段１５９巷１９號,17200000,2026Q1,臺北市
中正區,臺北市中正區惠安街１５之１號三樓,4300000,2026Q1,臺北市
大同區,臺北市大同區民生西路２３６號十樓之２,8300000,2026Q1,臺北市
大同區,臺北市大同區歸綏街１８７號八樓,12200000,2026Q1,臺北市
內湖區,臺北市內湖區麗山街３４８巷８號二樓,24750000,2026Q1,臺北市
中山區,臺北市中山區新生北路二段６６號三樓之９,6000000,2026Q1,臺北市
中山區,臺北市中山區新生北路二段１０８號十三樓之２４,3250000,2026Q1,臺北市
南港區,臺北市南港區興南街９７號三樓,42500000,2026Q1,臺北市
北投區,臺北市北投區西安街一段２９３巷７號三樓,13530000,2026Q1,臺北市
北投區,臺北市北投區崇仁路一段１０號,24000000,2026Q1,臺北市
大安區,臺北市大安區仁愛路四段４２３號地下,3500000,2026Q1,臺北市
文山區,臺北市文山區興隆路二段２０３巷５４號,22680000,2026Q1,臺北市
萬華區,臺北市萬華區青年路３０巷８號十一樓之１,15000000,2026Q1,臺北市
萬華區,臺北市萬華區中華路一段９０號二樓,105000000,2026Q1,臺北市
士林區,臺北市士林區芝玉路一段２２２號十三樓之２,14000000,2026Q1,臺北市
大同區,臺北市大同區延平北路二段２３５號十一樓之４,6300000,2026Q1,臺北市
中正區,臺北市中正區延平南路６９之１號六樓,11500000,2026Q1,臺北市
內湖區,臺北市內湖區民權東路六段１９０巷４６號三樓,54000000,2026Q1,臺北市
中山區,臺北市中山區新生北路二段５８巷６號五樓之６,5690000,2026Q1,臺北市
中山區,臺北市中山區市民大道三段１６９號四樓之７,21080000,2026Q1,臺北市
中山區,臺北市中山區民族東路１８６號三樓,2900000,2026Q1,臺北市
中山區,臺北市中山區南京東路一段１２０號六樓之５,86715000,2026Q1,臺北市
信義區,臺北市信義區吳興街６００巷３７弄９號三樓,18800000,2026Q1,臺北市
信義區,臺北市信義區松德路４６號十二樓,20000000,2026Q1,臺北市
松山區,臺北市松山區八德路三段１５８巷２０弄１５號六樓,1254500,2026Q1,臺北市
中正區,臺北市中正區南昌路一段７９號,12600000,2026Q1,臺北市
大同區,臺北市大同區敦煌路８０巷１號五樓之３,7330000,2026Q1,臺北市
萬華區,臺北市萬華區西寧南路３６號二樓之９３,2300000,2026Q1,臺北市
萬華區,臺北市萬華區西園路一段３８號,18150000,2026Q1,臺北市
中山區,臺北市中山區林森北路８５巷８８號五樓,12500000,2026Q1,臺北市
中山區,臺北市中山區新生北路二段１０８號十三樓之２３,3300000,2026Q1,臺北市
中山區,臺北市中山區新生北路二段５８巷６號五樓之５,3800000,2026Q1,臺北市
內湖區,臺北市內湖區東湖路１１３巷９６號四樓之２,9800000,2026Q1,臺北市
大安區,臺北市大安區信義路二段５６號五樓之１,22900000,2026Q1,臺北市
大同區,臺北市大同區南京西路２１６號九樓之２,2440000,2026Q1,臺北市
大同區,臺北市大同區南京西路２１６號九樓之２,2440000,2026Q1,臺北市
文山區,臺北市文山區萬壽路６１巷１３號十一樓,20800000,2026Q1,臺北市
萬華區,臺北市萬華區漢中街１７６號十三樓之３,9000000,2026Q1,臺北市
萬華區,臺北市萬華區環河南路二段２３６之１號二樓,2440000,2026Q1,臺北市
內湖區,臺北市內湖區民權東路六段９０巷１號二樓,21500000,2026Q1,臺北市
內湖區,臺北市內湖區瑞光路１６８號七樓之２,63500000,2026Q1,臺北市
中山區,臺北市中山區中山北路三段２５號二樓之３０,1450000,2026Q1,臺北市
內湖區,臺北市內湖區行善路１８１巷３９號六樓,7500000,2026Q1,臺北市
內湖區,臺北市內湖區成功路二段１１５巷７號三樓,7500000,2026Q1,臺北市
北投區,臺北市北投區中央北路二段９５巷１弄３８號五樓,4500000,2026Q1,臺北市
士林區,臺北市士林區德行西路３６號九樓之２,14430000,2026Q1,臺北市
大同區,臺北市大同區鄭州路２９巷７號三樓,3510000,2026Q1,臺北市
中山區,臺北市中山區合江街８３巷１號,12000000,2026Q1,臺北市
中山區,臺北市中山區合江街８３巷１號二樓,12000000,2026Q1,臺北市
中山區,臺北市中山區長春路２６號八樓之１１,10200000,2026Q1,臺北市
士林區,臺北市士林區後港街３１號,16900000,2026Q1,臺北市
士林區,臺北市士林區福港街２４４巷１８弄２號一樓,9000000,2026Q1,臺北市
中山區,臺北市中山區林森北路１４７號十一樓之５,6000000,2026Q1,臺北市
內湖區,臺北市內湖區民權東路六段１５０之３號五樓之５,7640000,2026Q1,臺北市
松山區,臺北市松山區南京東路五段５９巷２８弄６號三樓,27200000,2026Q1,臺北市
士林區,臺北市士林區社子街２２巷６５弄５號,4700000,2026Q1,臺北市
北投區,臺北市北投區復興一路６２巷２號三樓,9800000,2026Q1,臺北市
大安區,臺北市大安區大安路二段５３巷２號三樓,28000000,2026Q1,臺北市
中正區,臺北市中正區武昌街一段７７號六樓之６,14885890,2026Q1,臺北市
中正區,臺北市中正區武昌街一段７７號六樓之７,20229543,2026Q1,臺北市
中正區,臺北市中正區武昌街一段７７號六樓之１２,38168948,2026Q1,臺北市
中正區,臺北市中正區武昌街一段７７號六樓之１４,20229543,2026Q1,臺北市
中正區,臺北市中正區武昌街一段７７號六樓之１５,19847853,2026Q1,臺北市
中正區,臺北市中正區武昌街一段７７號七樓之４,23283059,2026Q1,臺北市
中正區,臺北市中正區武昌街一段７７號七樓之５,22901369,2026Q1,臺北市
中正區,臺北市中正區武昌街一段７７號七樓之１６,19084474,2026Q1,臺北市
中正區,臺北市中正區武昌街一段７７號八樓之１４,23664748,2026Q1,臺北市
中正區,臺北市中正區武昌街一段７７號八樓之１１,16412648,2026Q1,臺北市
中正區,臺北市中正區信義路二段５號,12800000,2026Q1,臺北市
信義區,臺北市信義區逸仙路５０巷８號,32000000,2026Q1,臺北市
士林區,臺北市士林區忠誠路二段４０巷１６號,3400000,2026Q1,臺北市
北投區,臺北市北投區新興路１４２號三樓,5000000,2026Q1,臺北市
北投區,臺北市北投區中和街４７４巷１８號三樓,11100000,2026Q1,臺北市
北投區,臺北市北投區光明路２００號七樓之２４,5120000,2026Q1,臺北市
大安區,臺北市大安區敦化南路一段３３２號五樓,114370000,2026Q1,臺北市
大安區,臺北市大安區仁愛路三段１１８巷１２弄１８之６號五樓,16734800,2026Q1,臺北市
大安區,臺北市大安區仁愛路三段１１８巷１２弄１８之５號五樓,6670942,2026Q1,臺北市
中正區,臺北市中正區廈門街１１３巷１號三樓之２,20300000,2026Q1,臺北市
文山區,臺北市文山區興隆路四段１１１號,38000000,2026Q1,臺北市
萬華區,臺北市萬華區武昌街二段１３２號十樓之７,2440000,2026Q1,臺北市
內湖區,臺北市內湖區民權東路六段１８０巷４２弄１１號十一樓之６,32000000,2026Q1,臺北市
內湖區,臺北市內湖區文湖街２１巷９１弄１１號四樓,23000000,2026Q1,臺北市
內湖區,臺北市內湖區民權東路六段１９１巷３８弄２３號四樓,33650000,2026Q1,臺北市
松山區,臺北市松山區敦化南路一段７７號七樓,280000000,2026Q1,臺北市
北投區,臺北市北投區天母西路１１７巷５９號二樓之２,6660000,2026Q1,臺北市
士林區,臺北市士林區中山北路七段２１３之１號三樓,26500000,2026Q1,臺北市
文山區,臺北市文山區木柵路一段３５０號,5400000,2026Q1,臺北市
內湖區,臺北市內湖區大湖山莊街２１９巷５號三樓,4880000,2026Q1,臺北市
士林區,臺北市士林區大南路５４號,46000000,2026Q1,臺北市
大安區,臺北市大安區敦化南路一段１８７巷１２號四樓,2000000,2026Q1,臺北市
萬華區,臺北市萬華區東園街６７巷１９號八樓,42880000,2026Q1,臺北市
萬華區,臺北市萬華區西藏路４２８巷９號十四樓,60000000,2026Q1,臺北市
中山區,臺北市中山區八德路二段６６號十樓之６,15000000,2026Q1,臺北市
中山區,臺北市中山區中山北路二段７７巷２０號二樓,25000000,2026Q1,臺北市
中山區,臺北市中山區民生東路二段１４３號十樓,45529000,2026Q1,臺北市
南港區,臺北市南港區昆陽街１５２巷１２弄３號四樓,14200000,2026Q1,臺北市
松山區,臺北市松山區八德路二段３７４號三樓之５,14900000,2026Q1,臺北市
松山區,臺北市松山區新東街４８號二樓,11600000,2026Q1,臺北市
大安區,臺北市大安區樂利路３９號五樓,38680000,2026Q1,臺北市
大同區,臺北市大同區大龍街７９巷１號三樓,4300000,2026Q1,臺北市
內湖區,臺北市內湖區星雲街１６８巷９號,24580000,2026Q1,臺北市
內湖區,臺北市內湖區成功路四段１９２號十四樓之８,41400000,2026Q1,臺北市
中山區,臺北市中山區農安街８號八樓之８,14350000,2026Q1,臺北市
士林區,臺北市士林區延平北路八段９６巷２２號,6800000,2026Q1,臺北市
北投區,臺北市北投區新民路５３之１號四樓之５,9580000,2026Q1,臺北市
大安區,臺北市大安區建國南路二段７９巷１２號十七樓,33600000,2026Q1,臺北市
大安區,臺北市大安區復興南路一段３４２號七樓,48950000,2026Q1,臺北市
大安區,臺北市大安區基隆路二段１２８號十二樓之９,19800000,2026Q1,臺北市
松山區,臺北市松山區寶清街１０３巷４１號三樓,13500000,2026Q1,臺北市
信義區,臺北市信義區吳興街３２０巷６號二樓,9200000,2026Q1,臺北市
文山區,臺北市文山區福興路８４號,2720000,2026Q1,臺北市
文山區,臺北市文山區秀明路一段２０１號三樓之１,29080000,2026Q1,臺北市
大同區,臺北市大同區寧夏路１１號五樓之１１,10000000,2026Q1,臺北市
內湖區,臺北市內湖區陽光街１６１巷１２之３１號四樓,11720000,2026Q1,臺北市
信義區,臺北市信義區忠孝東路四段５５３巷１６弄８之１號四樓,27350000,2026Q1,臺北市
松山區,臺北市松山區南京東路五段１２３巷８弄３５號,19000000,2026Q1,臺北市
信義區,臺北市信義區松德路８３號九樓,32420000,2026Q1,臺北市
信義區,臺北市信義區基隆路一段１３３號十樓之９,22780000,2026Q1,臺北市
北投區,臺北市北投區致遠三路５２巷１５號一樓、二樓,5000000,2026Q1,臺北市
士林區,臺北市士林區重慶北路四段２６８號,24300000,2026Q1,臺北市
士林區,臺北市士林區天母東路１０５巷９弄１０號六樓,42500000,2026Q1,臺北市
士林區,臺北市士林區中社路一段６１巷２２號二樓,12550000,2026Q1,臺北市
北投區,臺北市北投區大度路三段３０１巷２８弄３２號二樓,8000000,2026Q1,臺北市
大安區,臺北市大安區信義路四段２６５巷２１弄８之３號六樓,36000000,2026Q1,臺北市
大同區,臺北市大同區延平北路一段２９號十七樓,104000000,2026Q1,臺北市
北投區,臺北市北投區新市街７３號四樓,7500000,2026Q1,臺北市
大安區,臺北市大安區大安路一段１９巷３７號三樓,32500000,2026Q1,臺北市
文山區,臺北市文山區政大二街１７１巷５號,25000000,2026Q1,臺北市
萬華區,臺北市萬華區隆昌街３６號二樓之６,5000000,2026Q1,臺北市
萬華區,臺北市萬華區成都路１３３巷４弄１７之１號四樓,12560000,2026Q1,臺北市
大同區,臺北市大同區民權西路１５３號六樓之３,28280000,2026Q1,臺北市
大同區,臺北市大同區昌吉街２６號,10000000,2026Q1,臺北市
萬華區,臺北市萬華區寶興街２２２巷３５號三樓,808500,2026Q1,臺北市
內湖區,臺北市內湖區金龍路２３０號三樓,5000000,2026Q1,臺北市
松山區,臺北市松山區民族東路６３４號四樓,15400000,2026Q1,臺北市
松山區,臺北市松山區光復北路６０巷２３號二樓,2440000,2026Q1,臺北市
信義區,臺北市信義區信義路五段１２１號三樓之２,15700000,2026Q1,臺北市
大安區,臺北市大安區新生南路一段１１９巷１３之１號五樓,32600000,2026Q1,臺北市
大安區,臺北市大安區仁愛路三段２６號八樓之２,12000000,2026Q1,臺北市
大安區,臺北市大安區瑞安街２０８巷５３弄７號三樓,23160000,2026Q1,臺北市
大安區,臺北市大安區和平東路二段９６巷２０弄１９號二樓,20800000,2026Q1,臺北市
中正區,臺北市中正區南昌路一段２４巷６號二樓,3041500,2026Q1,臺北市
內湖區,臺北市內湖區成功路二段４８６巷１２號六樓,14000000,2026Q1,臺北市
大安區,臺北市大安區信義路四段９９巷３２號八樓,54000000,2026Q1,臺北市
文山區,臺北市文山區景興路１８８號二十一樓之１３,8680000,2026Q1,臺北市
中正區,臺北市中正區泉州街１５７號四樓之１,10900000,2026Q1,臺北市
文山區,臺北市文山區羅斯福路五段１９０之３號三樓,23000000,2026Q1,臺北市
中正區,臺北市中正區衡陽路１０８號八樓,15760000,2026Q1,臺北市
大同區,臺北市大同區民權西路１５３號三樓之３,32880000,2026Q1,臺北市
萬華區,臺北市萬華區環河南路一段７１號四樓之２２,3380000,2026Q1,臺北市
萬華區,臺北市萬華區艋舺大道４３８號三樓,2440000,2026Q1,臺北市
中山區,臺北市中山區南京東路一段１３巷６弄８、１０號門牌房屋地下層,3450000,2026Q1,臺北市
中山區,臺北市中山區伊通街３８號、３８號二樓、３８號三樓、３８號四樓,210000000,2026Q1,臺北市
信義區,臺北市信義區崇德街２６號三樓,12800000,2026Q1,臺北市
松山區,臺北市松山區民生東路五段１７０號六樓之３,33450000,2026Q1,臺北市
信義區,臺北市信義區永吉路４４３巷１１弄９之１號,10000000,2026Q1,臺北市
士林區,臺北市士林區通河東街一段２３號,16700000,2026Q1,臺北市
士林區,臺北市士林區天母北路５９號三樓,26600000,2026Q1,臺北市
中正區,臺北市中正區金門街９之１４號三樓,10500000,2026Q1,臺北市
中正區,臺北市中正區和平西路一段１０１號八樓,68880000,2026Q1,臺北市
大同區,臺北市大同區民族西路７６巷２弄１９號二樓,20880000,2026Q1,臺北市
大同區,臺北市大同區塔城街３９號,31000000,2026Q1,臺北市
內湖區,臺北市內湖區新富街１５８號六樓,77770000,2026Q1,臺北市
中山區,臺北市中山區松江路２５巷５號五樓之５,10680000,2026Q1,臺北市
南港區,臺北市南港區舊莊街一段３巷２弄１４號,6900000,2026Q1,臺北市
松山區,臺北市松山區南京東路五段２３９號十四樓之６,15600000,2026Q1,臺北市
信義區,臺北市信義區基隆路二段１３之１號八樓,36000000,2026Q1,臺北市
北投區,臺北市北投區致遠一路二段５７巷５號,32000000,2026Q1,臺北市
大安區,臺北市大安區信義路四段６０之２９號,10000000,2026Q1,臺北市
大安區,臺北市大安區新生南路一段１４５號二樓之２,31000000,2026Q1,臺北市
大安區,臺北市大安區泰順街４４巷２２之５號,54300000,2026Q1,臺北市
大安區,臺北市大安區忠孝東路四段２４８巷２３號五樓,49500000,2026Q1,臺北市
中山區,臺北市中山區北安路５９５巷２弄９號五樓,37200000,2026Q1,臺北市
南港區,臺北市南港區昆陽街１７１巷４弄９號三樓之１３,8020000,2026Q1,臺北市
北投區,臺北市北投區行義路１９２巷１５弄８號地下二層之１３,9200000,2026Q1,臺北市
北投區,臺北市北投區大興街３２號二樓,31300000,2026Q1,臺北市
士林區,臺北市士林區士商路４０巷１０號,9802500,2026Q1,臺北市
文山區,臺北市文山區興隆路三段１８５巷５弄１６號,16500000,2026Q1,臺北市
大同區,臺北市大同區天水路４５號三樓之２,12650000,2026Q1,臺北市
大同區,臺北市大同區延平北路二段１２７號五樓之３,6000000,2026Q1,臺北市
中山區,臺北市中山區民生東路一段８８號七樓之４,8386000,2026Q1,臺北市
內湖區,臺北市內湖區康寧路三段１８７號六樓,20000000,2026Q1,臺北市
內湖區,臺北市內湖區內湖路一段２８５巷６５弄６之２號三樓,23500000,2026Q1,臺北市
內湖區,臺北市內湖區民權東路六段１７９號七樓之１,23800000,2026Q1,臺北市
中山區,臺北市中山區中山北路一段１２１巷３３號六樓之２,20600000,2026Q1,臺北市
中山區,臺北市中山區撫順街６之１號六樓之２,6000000,2026Q1,臺北市
內湖區,臺北市內湖區文德路２１０巷８號十樓之３,12800000,2026Q1,臺北市
信義區,臺北市信義區松仁路２２８巷７弄６號四樓,37500000,2026Q1,臺北市
松山區,臺北市松山區南京東路五段４７號二樓,34500000,2026Q1,臺北市
士林區,臺北市士林區中山北路五段６８５號六樓之１,44800000,2026Q1,臺北市
北投區,臺北市北投區稻香路１６１巷１６弄８之３號二樓,21700000,2026Q1,臺北市
士林區,臺北市士林區中山北路六段４２７巷６弄１２號五樓,24000000,2026Q1,臺北市
北投區,臺北市北投區行義路１８６巷４７號三樓之１,13000000,2026Q1,臺北市
文山區,臺北市文山區福興路９５巷６３號三樓,4000000,2026Q1,臺北市
中山區,臺北市中山區合江街２０巷３７號二樓,20080000,2026Q1,臺北市
士林區,臺北市士林區忠義街１２９號二樓,10000000,2026Q1,臺北市
文山區,臺北市文山區木柵路三段１６８號十三樓之２,48000000,2026Q1,臺北市
文山區,臺北市文山區興隆路二段６１巷１７號八樓,38750000,2026Q1,臺北市
萬華區,臺北市萬華區西昌街１６５號七樓,16500000,2026Q1,臺北市
中山區,臺北市中山區松江路２７３號十樓之９,11550000,2026Q1,臺北市
內湖區,臺北市內湖區康寧路三段５６巷２０８號,37300000,2026Q1,臺北市
中山區,臺北市中山區中山北路三段２９號十樓之４,23000000,2026Q1,臺北市
中山區,臺北市中山區長安東路一段５３巷１之５號二樓之７,11020000,2026Q1,臺北市
中山區,臺北市中山區長安東路一段５２巷１０號四樓之１,34500000,2026Q1,臺北市
內湖區,臺北市內湖區金湖路３６３巷２５弄２５號四樓,38880000,2026Q1,臺北市
