鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
南投市,房地(土地+建物),南投縣南投市成功東路,96.54,住,,,1140513,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,139.11,4,2,4,有,無,13950000,100280,,0.0,0,,RPPNMLTKNHKGFAM09CB,首富成功,C棟1號,
草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮文教巷,34.79,,特定農業區,甲種建築用地,1140517,土地2建物1車位1,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.15,2,2,2,有,無,8580000,91970,坡道平面,36.45,1250000,,RPPNMLTKNHKGFBM56CB,幸福臻愛,B棟12號,
南投市,房地(土地+建物)+車位,南投縣南投市文化路707巷,89.82,住,,,1140511,土地5建物1車位1,全,3,透天厝,住家用,鋼筋混凝土造,,153.91,4,2,3,有,無,12500000,81216,一樓平面,0.0,0,,RPQNMLQLNHKGFAM98CB,文化一綻,B棟50號,
竹山鎮,房地(土地+建物)+車位,南投縣竹山鎮建國路,48.26,住,,,1140521,土地1建物1車位1,四層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,144.99,3,2,2,有,無,8362000,66667,坡道平面,37.56,1200000,,RPPNMLRLNHKGFDM76DB,雙星228(II期),A棟10號,
草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮文教巷,34.79,,特定農業區,甲種建築用地,1140527,土地2建物1車位1,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.15,2,2,2,有,無,8320000,88708,坡道平面,36.45,1250000,,RPPNMLSLNHKGFBM56CB,幸福臻愛,B棟4號,
草屯鎮,房地(土地+建物),南投縣草屯鎮新豐段277-13,78.21,,特定農業區,甲種建築用地,1140511,土地3建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,105.1,3,3,3,有,無,13350000,127022,,0.0,0,,RPQNMLSLNHKGFBM66CB,蒔一墅,B棟3號,
草屯鎮,房地(土地+建物),南投縣草屯鎮新豐段280-10,72.44,,特定農業區,甲種建築用地,1140511,土地3建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,99.4,3,3,3,有,無,11680000,117505,,0.0,0,,RPRNMLSLNHKGFBM76CB,蒔一墅,C棟1號,
埔里鎮,房地(土地+建物),南投縣埔里鎮桃源二街,117.63,,山坡地保育區,丙種建築用地,1140523,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,169.32,4,2,5,有,無,17000000,100402,,0.0,0,,RPPNMLSLNHKGFCM66CB,寬庭,A棟6號,
草屯鎮,房地(土地+建物),南投縣草屯鎮新豐段280-8,60.38,,特定農業區,甲種建築用地,1140511,土地4建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,99.4,3,3,3,有,無,11350000,114185,,0.0,0,,RPPNMLTLNHKGFBM66CB,蒔一墅,C棟3號,
草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮文教巷,32.99,,特定農業區,甲種建築用地,1140603,土地2建物1車位1,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,109.29,2,2,2,有,無,7750000,89237,坡道平面,36.45,1250000,,RPPNMLNJOHKGFBM58CB,幸福臻愛,C棟6號,
埔里鎮,房地(土地+建物)+車位,南投縣埔里鎮南昌街,16.51,商,,,1140530,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,129.1,3,2,2,有,無,10380000,86130,坡道平面,26.0,1500000,,RPPNMLKKOHKGFCM48CB,三銳富城,A棟3號,
竹山鎮,房地(土地+建物),南投縣竹山鎮大禮路,24.66,住,,,1140513,土地1建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,60.24,2,1,1,有,無,4050000,67231,,0.0,0,,RPPNMLLKOHKGFDM68CB,竹山靜好,A棟2A3號,
竹山鎮,房地(土地+建物)+車位,南投縣竹山鎮大禮路,43.19,住,,,1140602,土地1建物1車位1,九層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,142.29,3,2,2,有,無,9350000,74064,坡道平面,29.55,1000000,,RPQNMLLKOHKGFDM78CB,竹山恆美,B棟9B3號,
埔里鎮,房地(土地+建物),南投縣埔里鎮大同街,25.61,,特定農業區,甲種建築用地,1140525,土地1建物1車位0,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,87.37,2,2,2,有,無,7730000,88474,,0.0,0,,RPPNMLNKOHKGFCM78CB,幸福大邑,D棟9號,
南投市,房地(土地+建物),南投縣南投市東山路,74.17,,鄉村區,乙種建築用地,1140606,土地3建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,152.98,4,2,3,有,無,13880000,90731,,0.0,0,,RPPNMLQKOHKGFAM88CB,鴻邑拓璞天藏I,B棟18號,
草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮中和路,17.61,,鄉村區,乙種建築用地,1140601,土地2建物1車位1,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,112.52,2,2,2,有,無,8000000,82804,坡道機械,24.36,700000,,RPPNMLQKOHKGFBM98CB,廣宣-水琉璃,A2棟10號,
南投市,房地(土地+建物)+車位,南投縣南投市育樂一街19巷,36.04,住,,,1140610,土地3建物1車位1,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,112.95,3,2,2,有,無,9280000,90421,一樓平面,23.59,1200000,,RPQNMLQKOHKGFAM09DB,潤成蒔光,4C棟0號,
草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮文教巷,34.0,,特定農業區,甲種建築用地,1140615,土地2建物1車位1,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,112.96,2,2,2,有,無,7950000,89531,坡道平面,36.45,1100000,,RPPNMLRKOHKGFBM09CB,幸福臻愛,A棟7號,
草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮玉屏路,63.68,,鄉村區,乙種建築用地,1140616,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,190.38,4,3,4,有,無,15300000,80366,,0.0,0,,RPQNMLRKOHKGFBM56CB,白鷺悠悠,A棟A3號,
竹山鎮,房地(土地+建物),南投縣竹山鎮永豐街,94.19,住,,,1140528,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,170.66,4,2,5,有,無,12800000,75003,,0.0,0,,RPRNMLRKOHKGFDM96DB,竹山永豐,B棟2號,
草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮文教巷,34.0,,特定農業區,甲種建築用地,1140620,土地2建物1車位1,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,112.96,2,2,2,有,無,8270000,91753,坡道平面,36.45,1250000,,RPPNMLNLOHKGFBM78CB,幸福臻愛,A棟9號,
草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮玉屏路,65.91,,鄉村區,乙種建築用地,1140620,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,190.38,4,3,4,有,無,15800000,82992,,0.0,0,,RPPNMLPLOHKGFBM98CB,白鷺悠悠,A棟A6號,
草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮忠孝街,18.25,住,,,1140603,土地1建物1車位1,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,105.14,2,2,1,有,無,9180000,94507,坡道平面,26.31,1730000,,RPPNMLRLOHKGFBM56CB,昌祐敦和,D棟5號,
鹿谷鄉,房地(土地+建物),南投縣鹿谷鄉愛鄉路,21.07,,鄉村區,乙種建築用地,1140604,土地2建物1車位0,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,74.89,1,0,1,有,無,8000000,106823,,0.0,0,,RPPNMLTLOHKGFDM96CB,杉也先生,A6棟7F號,
南投市,房地(土地+建物),南投縣南投市千秋路217巷,68.68,,鄉村區,乙種建築用地,1140605,土地2建物1車位0,全,4,透天厝,住家用,見其他登記事項,,144.4,3,2,3,有,無,10880000,75346,,0.0,0,,RPVNMLMJPHKGFAM09CB,悅森活3期,C棟6號,
南投市,房地(土地+建物),南投縣南投市千秋路217巷,67.21,,鄉村區,乙種建築用地,1140616,土地2建物1車位0,全,4,透天厝,住家用,見其他登記事項,,144.4,3,2,3,有,無,10880000,75346,,0.0,0,,RPWNMLMJPHKGFAM56CB,悅森活3期,C棟3號,
鹿谷鄉,房地(土地+建物)+車位,南投縣鹿谷鄉中寮路與八德路,20.74,住,,,1140628,土地1建物1車位1,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,97.93,1,2,1,有,無,7750000,96347,坡道平面,33.06,1500000,,RPPNMLNJPHKGFDM88CB,自在溪頭二期,C棟7F-C3號,
鹿谷鄉,房地(土地+建物)+車位,南投縣鹿谷鄉中寮路與八德路,20.86,住,,,1140628,土地1建物1車位1,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,98.29,1,2,1,有,無,7950000,98881,坡道平面,33.06,1500000,,RPQNMLNJPHKGFDM98CB,自在溪頭二期,C棟7F-C5號,
埔里鎮,房地(土地+建物)+車位,南投縣埔里鎮和平東路,16.48,住,,,1140614,土地1建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,106.95,2,2,1,有,無,9000000,95201,坡道平面,29.22,1600000,,RPPNMLOJPHKGFCM88CB,翔禾之森,E棟12號,
竹山鎮,房地(土地+建物)+車位,南投縣竹山鎮南投縣竹山鎮中正段825.826.825-1.826-1.828-1,23.18,商,,,1140606,土地5建物1車位1,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,76.7,2,2,1,有,無,5980000,83176,升降機械,13.22,700000,,RPPNMLOJPHKGFDM98CB,菁英匯,D棟2號,
草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮富春路,21.47,住,,,1140705,土地1建物1車位1,一層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,124.6,2,2,2,有,無,12180000,113442,坡道平面,33.54,1850000,,RPPNMLQJPHKGFBM98CB,富森林,B9棟1F號,
草屯鎮,房地(土地+建物)+車位,南投縣草屯鎮富春路,26.11,住,,,1140706,土地1建物1車位1,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,144.2,3,2,2,有,無,13880000,110067,坡道平面,33.54,1700000,,RPPNMLRJPHKGFBM09CB,富森林,B8棟6F號,
埔里鎮,房地(土地+建物)+車位,南投縣埔里鎮青田街,21.91,住,,,1140705,土地1建物1車位1,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.97,2,2,2,有,無,11000000,93146,坡道平面,25.98,1500000,,RPPNMLSJPHKGFCM66CB,青田居,A5棟7F號,
埔里鎮,房地(土地+建物),南投縣埔里鎮和平東路,15.19,住,,,1140628,土地1建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,72.05,2,2,1,有,無,5800000,80500,,0.0,0,,RPQNMLSJPHKGFCM76CB,翔禾之森,G棟4號,
埔里鎮,房地(土地+建物),南投縣埔里鎮和平東路,16.48,住,,,1140628,土地1建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,77.73,2,2,1,有,無,6500000,83623,,0.0,0,,RPSNMLSJPHKGFCM96CB,翔禾之森,H棟4號,
竹山鎮,房地(土地+建物),南投縣竹山鎮大禮路,36.05,住,,,1140702,土地1建物1車位0,八層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,94.13,2,2,2,有,無,6450000,68522,,0.0,0,,RPPNMLTJPHKGFDM86CB,竹山恆美,B棟8B2號,
