鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
鹿港鎮,土地,玉順段151-3地號,59.16,住,,,1140803,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2147328,36297,,0.0,0,,RPPNMLMKQHKGFCN98DA,0.0,0.0,0.0,無,
二林鎮,土地,新生段395-10地號,32.71,住,,,1140802,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,800000,24457,,0.0,0,1.社區通行道,RPPNMLTJQHKGFGN37DA,0.0,0.0,0.0,無,0001
二林鎮,房地(土地+建物),彰化縣二林鎮尚仁街５１號五樓,39.73,住,,,1140804,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1140120,111.89,3,2,2,有,有,7000000,62561,,0.0,0,含約定專用車位車位位於一樓平面車位編號B6,RPTNMLMKQHKGFGN17DA,70.1,0.0,13.77,有,
和美鎮,土地,湖潭段629-1地號,158.53,,鄉村區,乙種建築用地,1140802,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3356500,21173,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLRJQHKGFBN66DA,0.0,0.0,0.0,無,
和美鎮,土地,湖潭段629-3地號,140.6,,鄉村區,乙種建築用地,1140802,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2977100,21174,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLRJQHKGFBN76DA,0.0,0.0,0.0,無,
員林市,房地(土地+建物)+車位,彰化縣員林市南平四街１７號四樓,21.25,住,,,1140801,土地1建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800722,133.3,3,1,2,有,有,6000000,45011,升降機械,0.0,0,車位編號：50下,RPSOMLMKQHKGFDN86DA,87.28,0.0,12.27,有,
彰化市,房地(土地+建物),彰化縣彰化市中山路二段９２０巷２３號,92.0,住,,,1140803,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0590406,104.73,3,1,2,有,無,1800000,17187,,0.0,0,,RPWOMLMKQHKGFAN96DA,104.73,0.0,0.0,無,
秀水鄉,土地,埔崙段622地號,77.16,都市：其他:農業區,,,1140805,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1975213,25599,,0.0,0,,RPTNMLPKQHKGFAN86DA,0.0,0.0,0.0,無,0002
伸港鄉,房地(土地+建物),彰化縣伸港鄉中華路４６４巷６弄２號,66.0,住,,,1140804,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0780414,149.96,6,2,4,有,無,6000000,40011,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLMKQHKGFBN09DA,149.96,0.0,0.0,無,
永靖鄉,土地,永發段649地號,9.92,住,,,1140802,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,156000,15726,,0.0,0,,RPUNMLLJQHKGFDN76DA,0.0,0.0,0.0,無,0003
埤頭鄉,建物,彰化縣埤頭鄉斗苑西路９２之１號,0.0,,,,1140806,土地0建物1車位0,全,一層,透天厝,農業用,鐵筋混凝土磚造,0291200,470.41,0,0,0,無,無,344508,732,,0.0,0,建物坐落地號：崙南段269地號；政府機關標讓售；,RPRNMLSJQHKGFFN37DA,397.07,73.34,0.0,無,
埤頭鄉,土地,沙崙段1139-1地號,166.0,,特定農業區,農牧用地,1140807,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2510750,15125,,0.0,0,,RPRNMLMKQHKGFFN86DA,0.0,0.0,0.0,無,
田尾鄉,土地,田豐段399-3地號,117.0,,鄉村區,乙種建築用地,1140809,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2300513,19663,,0.0,0,未登記建物；,RPRNMLNKQHKGFFN96DA,0.0,0.0,0.0,無,
田尾鄉,土地,田豐段399-2地號,188.0,,鄉村區,乙種建築用地,1140809,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3412200,18150,,0.0,0,,RPSNMLNKQHKGFFN07DA,0.0,0.0,0.0,無,
田尾鄉,土地,田豐段399-1地號,130.0,,鄉村區,乙種建築用地,1140809,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2556125,19663,,0.0,0,未登記建物；,RPVNMLNKQHKGFFN37DA,0.0,0.0,0.0,無,
