鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
吉安鄉,租賃房屋,花蓮縣吉安鄉吉興三街１１５巷７號,0.0,,,,1140511,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,0781128,102.74,4,2,3,有,無,有,20000,195,,0.0,0,因房客需搬遷時間，房東同意房客114/5/25入住。,RPPNMLMKNHKGFAU66CC,整棟(戶)出租,無,1140525~1150524,無,冷氣、熱水器、洗衣機、電視機、冰箱,
花蓮市,租賃房屋,花蓮縣花蓮市民族路１號九樓之十一,0.0,,,,1140512,土地0建物1車位0,九層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850202,31.299999999999997,1,0,1,有,有,有,8000,256,,0.0,0,租金總額含管理費；,RPRNMLOKNHKGFAU07CC,獨立套房,有,1140525~1150524,有,冷氣、熱水器、洗衣機、電視機、冰箱,
花蓮市,租賃房屋,花蓮縣花蓮市和平路５５２號,0.0,,,,1140514,土地0建物1車位0,一層,5,店面(店鋪),住商用,鋼筋混凝土造,0861121,52.68,0,0,0,無,無,無,14000,266,,0.0,0,,RPQNMLPKNHKGFAU07CC,,無,1140601~1160531,無,,
花蓮市,租賃房屋,花蓮縣花蓮市國聯一路１１１號,0.0,,,,1140513,土地0建物1車位0,全,1,透天厝,商業用,鋼架有牆造,0790905,175.1,0,0,3,有,無,無,70000,400,,0.0,0,,RPRNMLPKNHKGFAU17CC,,無,1140801~1240801,無,,
花蓮市,租賃房屋,花蓮縣花蓮市中美路５３之１號,0.0,,,,1140513,土地0建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0740124,88.99,0,1,1,有,無,無,18000,202,,0.0,0,,RPTNMLPKNHKGFAU37CC,,無,1140615~1170513,無,,
花蓮市,租賃房屋,花蓮縣花蓮市和平路５５２號,0.0,,,,1140514,土地0建物1車位0,全,5,透天厝,住商用,鋼筋混凝土造,0861121,52.68,1,1,1,有,無,無,10000,190,,0.0,0,,RPVNMLPKNHKGFAU57CC,分層出租,無,1140601~1160531,無,,
壽豐鄉,租賃房屋,花蓮縣壽豐鄉水璉路９５號,124.0,,鄉村區,乙種建築用地,1140516,土地1建物1車位0,全,1,透天厝,住家用,木石磚造（磚石造）,06204,101.32,1,1,1,有,無,無,5000,49,,0.0,0,,RPPNMLQKNHKGFAU17DC,整棟(戶)出租,無,1140531~1160601,無,冷氣,
花蓮市,租賃房屋,花蓮縣花蓮市德安五街２０號,0.0,,,,1140516,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0700220,170.35,5,1,3,有,無,有,15000,88,,0.0,0,,RPPNMLTKNHKGFAU37CC,整棟(戶)出租,無,1140601~1150531,無,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
花蓮市,租賃房屋,花蓮縣花蓮市中央路四段３２０號,0.0,,,,1140514,土地0建物0車位0,全,3,透天厝,住商用,鋼鐵﹝鋼骨﹞造有牆,0950102,26.45,10,0,10,有,無,有,5000,189,,0.0,0,含增建或未登記建物；續租案件；,RPQNMLTKNHKGFAU47CC,分租套房,無,1140811~1150710,有,冷氣、電視機,一般轉租
花蓮市,租賃房屋,花蓮縣花蓮市東興路３５９巷１號５樓-１,0.0,,,,1140515,土地0建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820914,100.47,4,2,2,有,無,無,19500,194,,0.0,0,租賃租金每月2萬包含每月管理費500元/月由出租人負擔,RPSNMLTKNHKGFAU67CC,整棟(戶)出租,無,1140520~1150519,有,,
花蓮市,租賃房屋,花蓮縣花蓮市富裕七街１６號４樓之５,0.0,,,,1140515,土地0建物1車位0,四層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0871130,90.2,2,1,1,有,有,有,13000,144,,0.0,0,,RPQNMLKLNHKGFAU66CC,整棟(戶)出租,有,1140601~1150531,有,冷氣、熱水器,
花蓮市,租賃房屋,花蓮縣花蓮市富裕十六街３７號６F-５,0.0,,,,1140515,土地0建物0車位0,六層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831026,99.71,3,2,2,有,有,有,18000,181,,0.0,0,出租人負擔管理費1000元/月,RPRNMLKLNHKGFAU76CC,分租套房,有,1140605~1150604,有,冷氣、熱水器、洗衣機、電視機、冰箱,
花蓮市,租賃房屋,花蓮縣花蓮市中央路四段３２０號,0.0,,,,1140516,土地0建物0車位0,全,3,透天厝,住商用,鋼鐵﹝鋼骨﹞造有牆,0950102,19.84,10,0,10,有,無,有,4500,227,,0.0,0,,RPRNMLMLNHKGFAU96CC,分租套房,無,1140518~1141117,有,冷氣、電視機,一般轉租
花蓮市,租賃房屋,花蓮縣花蓮市中山路１４１號,218.0,商,,,1140519,土地2建物1車位0,見其他登記事項,4,店面(店鋪),商業用,鋼筋混凝土造,,434.13,0,0,0,無,無,無,35000,81,,0.0,0,,RPSNMLMLNHKGFAU07CC,,無,1140601~1190531,無,,
花蓮市,租賃房屋,花蓮縣花蓮市富吉路７３號,0.0,,,,1140520,土地0建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,0770722,249.6,4,2,3,有,無,無,28000,112,,0.0,0,,RPWNMLMLNHKGFAU47CC,整棟(戶)出租,無,1140620~1170619,無,,
吉安鄉,租賃房屋,花蓮縣吉安鄉吉興路一段６７號,0.0,,,,1140520,土地0建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0701223,61.47,5,2,3,有,無,無,15000,244,,0.0,0,,RPPNMLNLNHKGFAU86CC,,無,1140601~1170531,無,,
吉安鄉,租賃房屋,花蓮縣吉安鄉中央路二段３２１號,0.0,,,,1140522,土地0建物1車位0,見其他登記事項,1,店面(店鋪),臨時攤販集中場,鋼骨或鋼骨混合造,1120822,181.42,0,0,0,無,無,無,58000,320,,0.0,0,,RPQNMLNLNHKGFAU96CC,,無,1140601~1160531,無,,
吉安鄉,租賃房屋+車位,花蓮縣吉安鄉永興三街８號三樓之一,0.0,,,,1140519,土地0建物1車位1,三層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1121128,100.72,2,2,2,有,有,有,14000,139,一樓平面,0.0,0,,RPRNMLNLNHKGFAU07CC,整棟(戶)出租,有,1140601~1150531,有,冷氣、熱水器、冰箱、瓦斯或天然氣,社會住宅代管
花蓮市,租賃房屋,花蓮縣花蓮市中華路４８８之１２號,0.0,,,,1140520,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,0761210,153.51,5,3,3,有,無,有,19000,124,,0.0,0,,RPSNMLNLNHKGFAU17CC,整棟(戶)出租,無,1140601~1150531,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
新城鄉,租賃房屋,花蓮縣新城鄉嘉里一街６５之２號,0.0,,,,1140523,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0811020,143.57,3,1,2,有,無,無,16000,111,,0.0,0,,RPTNMLNLNHKGFAU27CC,整棟(戶)出租,無,1140601~1150531,無,冷氣,社會住宅代管
花蓮市,租賃房屋,花蓮縣花蓮市忠孝街６０之１號５樓,0.0,,,,1140525,土地0建物0車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0761117,30.31,10,2,10,有,無,有,9000,297,,0.0,0,,RPPNMLQLNHKGFAU17CC,分租套房,無,1140525~1150524,有,冷氣、熱水器、電視機、冰箱,一般轉租
花蓮市,租賃房屋,花蓮縣花蓮市國民七街５３號９樓之５,3.0,商,,,1140520,土地1建物1車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831115,31.19,1,0,1,有,有,無,5000,160,,0.0,0,,RPQNMLQLNHKGFAU27CC,獨立套房,有,1140601~1150531,有,冷氣、熱水器,
花蓮市,租賃房屋,花蓮縣花蓮市國民三街９號,0.0,,,,1140523,土地0建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0701116,103.98,0,0,0,無,無,無,19900,191,,0.0,0,,RPRNMLQLNHKGFAU37CC,,無,1140601~1170531,無,冷氣,
新城鄉,租賃房屋,花蓮縣新城鄉康樂一街１０９巷１８號,0.0,,,,1140525,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0750118,69.54,3,2,2,有,無,無,23000,331,,0.0,0,,RPQNMLRLNHKGFAU37CC,整棟(戶)出租,無,1140601~1150531,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
花蓮市,租賃房屋,花蓮縣花蓮市富裕十六街３７號四樓之三,0.0,,,,1140526,土地0建物1車位0,四層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831026,63.43,2,1,1,有,有,有,14000,221,,0.0,0,,RPRNMLRLNHKGFAU47CC,整棟(戶)出租,有,1140601~1150531,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
吉安鄉,租賃房屋,花蓮縣吉安鄉南山五街１０８號,0.0,,,,1140519,土地0建物1車位0,全,2,透天厝,住商用,鋼筋混凝土加強磚造,0660208,112.86,3,2,2,有,無,有,15000,133,,0.0,0,,RPSNMLRLNHKGFAU57CC,整棟(戶)出租,無,1140515~1150514,無,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
花蓮市,租賃房屋,花蓮縣花蓮市國盛一街６６巷２之２號,0.0,,,,1140521,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730919,92.53999999999999,3,2,1,有,無,無,7000,76,,0.0,0,,RPTNMLRLNHKGFAU67CC,整棟(戶)出租,無,1140524~1150523,無,瓦斯或天然氣,社會住宅包租轉租
花蓮市,租賃房屋,花蓮縣花蓮市中央路四段３２０號,0.0,,,,1140523,土地0建物0車位0,全,3,透天厝,住商用,鋼鐵﹝鋼骨﹞造有牆,0950102,26.45,10,0,10,有,無,有,6000,227,,0.0,0,,RPUNMLRLNHKGFAU77CC,分租套房,無,1140521~1140820,有,冷氣、電視機,一般轉租
花蓮市,租賃房屋,花蓮縣花蓮市裕民路１３５號,0.0,,,,1140526,土地0建物0車位0,全,3,透天厝,住家用,鋼鐵﹝鋼骨﹞造有牆,0950102,19.84,8,0,8,有,無,有,4800,242,,0.0,0,,RPVNMLRLNHKGFAU87CC,分租套房,無,1140620~1141019,有,冷氣、電視機,一般轉租
