鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
屏東市,土地,新興段310地號,415.0,,特定農業區,農牧用地,1140901,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1800000,4337,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLPJRHKGFAT67DA,0.0,0.0,0.0,無,
潮州鎮,土地,富春段676地號,65.34,,鄉村區,乙種建築用地,1140801,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1850000,28313,,0.0,0,未登記建物；,RPTNMLLKQHKGFCT27DA,0.0,0.0,0.0,無,
新園鄉,土地,興龍段214地號,1127.72,農,,,1140801,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3800000,3370,,0.0,0,,RPPNMLLKQHKGFDT96DA,0.0,0.0,0.0,無,0001
潮州鎮,土地,四塊厝段472地號,464.64,,鄉村區,乙種建築用地,1140801,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,8920000,19198,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLLKQHKGFCT96EA,0.0,0.0,0.0,無,0002
內埔鄉,房地(土地+建物),屏東縣內埔鄉文化路２０７號,59.8,商,,,1140801,土地2建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,0541230,112.0,2,2,1,有,無,4880000,43571,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLMKQHKGFCT07EA,112.0,0.0,0.0,無,
屏東市,房地(土地+建物),屏東縣屏東巿福建路２９號二樓之二,7.28,商,,,1140803,土地3建物1車位0,二層,六層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,0710416,39.89,1,1,1,有,有,2250000,56405,,0.0,0,,RPXNMLOKQHKGFAT77DA,29.2,0.0,0.0,有,
內埔鄉,房地(土地+建物),屏東縣內埔鄉南山路８８號二樓之６１,5.22,,鄉村區,乙種建築用地,1140804,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土構造,0930712,18.41,1,1,1,有,有,680000,36936,,0.0,0,含裝潢費；含傢俱設備費；陽台外推；,RPTNMLOJQHKGFCT47DA,10.12,0.0,1.55,有,0003
潮州鎮,土地,四塊厝段469地號,185.79,,鄉村區,乙種建築用地,1140806,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2800000,15071,,0.0,0,,RPPNMLOKQHKGFCT27EA,0.0,0.0,0.0,無,
屏東市,房地(土地+建物),屏東縣屏東巿北平路９號三樓之七,7.38,商,,,1140806,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0840224,45.95,1,1,1,有,有,1700000,36997,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLPKQHKGFAT17DA,26.0,0.0,4.8,有,0004
屏東市,房地(土地+建物)+車位,屏東縣屏東巿北平路９號七樓之四,7.38,商,,,1140806,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,0840224,45.95,1,1,1,有,有,2800000,60936,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLPKQHKGFAT27DA,26.0,0.0,4.8,有,0005
恆春鎮,房地(土地+建物),屏東縣恆春鎮恒公路１６號九樓之六,3.56,住,,,1140806,土地2建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841117,34.81,0,0,0,無,有,858000,24648,,0.0,0,,RPRNMLQJQHKGFET67DA,17.27,0.0,5.49,有,
枋寮鄉,房地(土地+建物),屏東縣枋寮鄉沿海路９之８號五樓,7.51,住,,,1140805,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870921,43.3,1,1,1,有,有,2050000,47344,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLQJQHKGFFT87DA,28.0,0.0,4.87,有,0006
枋寮鄉,土地,保生段972地號,60.32,都市：其他:道路用地,,,1140801,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,900000,14920,,0.0,0,未登記建物；,RPPNMLPKQHKGFFT67EA,0.0,0.0,0.0,無,
長治鄉,房地(土地+建物),屏東縣長治鄉下厝街６１之３號,95.33,,鄉村區,乙種建築用地,1140806,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0830905,182.19,4,2,3,有,無,2200000,12075,,0.0,0,頂樓增建、一樓空地增建。其他增建；,RPRNMLOKQHKGFAT17DA,162.0,5.73,14.46,無,
恆春鎮,土地,後壁湖段197-10地號,48.22,,國家公園區,,1140805,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4300000,89175,,0.0,0,土地價款：新台幣287萬元正。建物價款：新台幣143萬元正。未登記建物；,RPQNMLPKQHKGFET57DA,0.0,0.0,0.0,無,
屏東市,房地(土地+建物),屏東縣屏東巿崇朝一路３６號,85.0,住,,,1140801,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1140514,185.1,4,2,2,有,無,25880000,139816,,0.0,0,預售屋、或土地及建物分件登記案件；,RPTOMLLJQHKGFAT07DA,171.19,0.0,13.91,無,
屏東市,房地(土地+建物),屏東縣屏東巿崇武路６７之３號,10.4,住,,,1140807,土地1建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830422,43.06,1,1,1,有,有,2400000,55736,,0.0,0,,RPOOMLSJQHKGFAT27DA,23.38,0.0,4.9,有,0007
萬丹鄉,土地,新鐘段857-2地號,91.33,,鄉村區,乙種建築用地,1140806,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1600000,17519,,0.0,0,未登記建物；,RPWNMLPKQHKGFAT77DA,0.0,0.0,0.0,無,
