鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
新豐鄉,房地(土地+建物),新竹縣新豐鄉建興路二段452巷,25.1,,特定農業區,甲種建築用地,1140515,土地1建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,93.26,3,0,3,有,無,8980000,96290,,0.0,0,,RPPNMLQKNHKGFDJ78CB,宜克拉,B棟6號,
竹北市,房地(土地+建物)+車位,新竹縣竹北市六家一路,43.73,住,,,1140519,土地1建物1車位1,十二層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,211.78,0,0,0,無,無,39750000,215269,坡道平面,39.67,2700000,毛胚屋；,RPQNMLKLNHKGFBJ18CB,浩瀚 豐邑之森,B棟12號,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉嘉興路一段,22.48,,特定農業區,甲種建築用地,1140518,土地3建物1車位1,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,108.33,2,1,1,有,無,9300000,102758,坡道平面,31.45,1400000,,RPPNMLKLNHKGFDJ28CB,耀時代,8P號,
新豐鄉,房地(土地+建物)+車位,新竹縣新豐鄉後湖段埔和小段361、361-4地號,106.39,,特定農業區,甲種建築用地,1140513,土地4建物1車位1,全,3,透天厝,住家用,鋼筋混凝土造,,174.88,4,2,4,有,無,16750000,95780,一樓平面,0.0,0,,RPPNMLNLNHKGFDJ58CB,穗月靜好,A棟13-1號,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉中正三街達生七街,20.27,住,,,1140512,土地1建物1車位1,二層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,108.04,2,2,1,有,無,10120000,105970,坡道平面,27.64,1600000,,RPSNMLNLNHKGFDJ88CB,益欣悠陽,B5棟2F號,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉中正三街達生七街,22.23,住,,,1140512,土地1建物1車位1,二層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,115.77,2,2,1,有,無,13230000,131964,坡道平面,27.64,1600000,另有0.5套衛浴,RPTNMLNLNHKGFDJ98CB,益欣悠陽,C5棟2F號,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉中正三街達生七街,32.11,住,,,1140512,土地1建物1車位1,四層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,155.0,3,2,2,有,無,17620000,125000,坡道平面,27.64,1700000,,RPUNMLNLNHKGFDJ09CB,益欣悠陽,B1棟4F號,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉中正三街達生七街,22.23,住,,,1140519,土地1建物1車位1,九層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,117.02,2,2,1,有,無,11920000,116532,坡道平面,28.89,1650000,另有0.5套衛浴,RPVNMLNLNHKGFDJ56CB,益欣悠陽,C5棟9F號,
關西鎮,房地(土地+建物)+車位,新竹縣關西鎮北平路,33.04,住,,,1140520,土地1建物1車位1,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,153.98,3,2,2,有,無,12730000,87096,坡道平面,26.19,1600000,,RPPNMLOLNHKGFBJ48CB,幸福家家,C棟1號,
寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉環城西路,50.11,,山坡地保育區,丙種建築用地,1140518,土地15建物1車位1,一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,152.12,3,2,2,有,無,26770000,191918,坡道平面,20.97,1600000,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之18.05。,RPQNMLOLNHKGFCJ68CB,宏道新竹帝寶7區1號,E3棟1F號,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉八德路二段160號旁,27.86,住,,,1140514,土地1建物1車位1,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,151.57,3,2,2,有,無,14420000,104075,坡道平面,29.35,1700000,,RPPNMLPLNHKGFDJ78CB,佳群城真,B1-10F號,
湖口鄉,房地(土地+建物),新竹縣湖口鄉綠園段287-51地號,88.31,,特定農業區,甲種建築用地,1140514,土地3建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,122.43,4,2,3,有,無,14650000,119660,,0.0,0,,RPPNMLRLNHKGFDJ98CB,耀時代VILLA,L棟2號,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉嘉興路一段,22.58,,特定農業區,甲種建築用地,1140525,土地3建物1車位1,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,96.97,2,1,1,有,無,8400000,99819,坡道機械,19.83,700000,,RPQNMLRLNHKGFDJ09CB,耀時代,4Q號,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉嘉興路一段,23.63,,特定農業區,甲種建築用地,1140524,土地3建物1車位1,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,100.55,2,1,1,有,無,8880000,101338,坡道機械,19.83,700000,,RPRNMLRLNHKGFDJ56CB,耀時代,4I號,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉德興路242巷68弄15號旁,45.95,,一般農業區,甲種建築用地,1140517,土地3建物1車位2,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,188.03,3,2,2,有,無,16350000,93970,坡道平面,47.56,3150000,,RPPNMLSLNHKGFDJ09CB,湖心繪,B2棟5F號,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉德興路242巷68弄15號旁,32.7,,一般農業區,甲種建築用地,1140511,土地3建物1車位1,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,112.47,2,2,2,有,無,9930000,95050,坡道平面,23.78,1500000,,RPQNMLSLNHKGFDJ56CB,湖心繪,C1棟3F號,
竹北市,房地(土地+建物)+車位,新竹縣竹北市長園一街83號,32.2,,特定農業區,甲種建築用地,1140519,土地1建物1車位1,十一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,151.05,3,2,2,有,無,19600000,142869,坡道平面,26.46,1800000,,RPQNMLTLNHKGFBJ09CB,青溪賦,F棟11號,
橫山鄉,房地(土地+建物)+車位,新竹縣橫山鄉橫富段824-31、824,49.56,住,,,1140525,土地2建物1車位1,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,170.09,3,2,2,有,無,13200000,83062,坡道平面,25.62,1200000,,RPPNMLTLNHKGFCJ09CB,墅沛NO:11,B1棟5F號,
湖口鄉,房地(土地+建物),新竹縣湖口鄉長富路一段151巷,35.67,,特定農業區,甲種建築用地,1140525,土地1建物1車位0,二層,5,其他,住家用,鋼筋混凝土造,,115.91,3,2,2,有,無,9400000,81097,,0.0,0,,RPPNMLMJOHKGFDJ38CB,熊阪富寓,C棟2F號,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉大同路3號,68.17,,工業區,丁種建築用地,1140527,土地2建物1車位2,八層,10,其他,見其他登記事項,鋼筋混凝土造,,411.1,0,0,0,無,無,31679200,81672,坡道平面,57.5,2800000,,RPPNMLMJOHKGFDJ48DB,鑫豐時代經貿廠辦大樓,A棟8號,
新埔鎮,房地(土地+建物)+車位,新竹縣新埔鎮泰陽一街66號旁,29.47,農,,,1140513,土地2建物1車位1,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.16,3,2,2,有,無,13880000,114345,坡道平面,19.64,1700000,,RPPNMLNJOHKGFBJ28CB,京茂四季,D棟6號,
竹北市,房地(土地+建物)+車位,新竹縣竹北市長園一街83號,21.59,,特定農業區,甲種建築用地,1140527,土地1建物1車位1,十一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,108.43,2,2,2,有,無,13680000,144931,坡道平面,26.46,1800000,,RPQNMLNJOHKGFBJ38CB,青溪賦,C棟11號,
竹北市,房地(土地+建物),新竹縣竹北市長園一街83號,30.71,,特定農業區,甲種建築用地,1140528,土地1建物1車位0,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,114.73,3,2,2,有,無,16550000,144252,,0.0,0,,RPRNMLNJOHKGFBJ48CB,青溪賦,E棟10號,
新豐鄉,房地(土地+建物),新竹縣新豐鄉埔和村5鄰117號旁,65.41,,鄉村區,乙種建築用地,1140602,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,150.9,4,1,3,有,無,12880000,85355,,0.0,0,,RPPNMLNJOHKGFDJ48CB,晴空墅語3,B棟0號,
新豐鄉,房地(土地+建物),新竹縣新豐鄉後湖段埔和小段361、361-4地號,92.39,,特定農業區,甲種建築用地,1140523,土地4建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,197.18,4,2,5,有,無,17200000,87230,,0.0,0,,RPPNMLOJOHKGFDJ58CB,穗月靜好,B棟1號,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉中山二街168號對面,30.64,住,,,1140531,土地1建物1車位1,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,153.15,3,2,2,有,無,16990000,121524,坡道平面,29.8,2000000,,RPQNMLOJOHKGFDJ68CB,旭昇,A6棟05F號,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉中山二街168號對面,19.4,住,,,1140531,土地1建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,111.17,2,2,1,有,無,12570000,135431,坡道平面,29.8,1550000,,RPPNMLPJOHKGFDJ68CB,旭昇,A3棟12F號,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉中山二街168號對面,30.64,住,,,1140531,土地1建物1車位2,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,183.5,3,2,2,有,無,20370000,130912,坡道平面,59.6,4150000,,RPQNMLPJOHKGFDJ78CB,旭昇,A5棟08F號,
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮至善段49地號,21.64,住,,,1140517,土地10建物1車位2,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,173.62,3,2,2,有,無,18530000,133669,坡道平面,58.56,3150000,,RPPNMLQJOHKGFCJ68CB,富廣夢溪石,A3棟8F號,
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮至善段49地號,21.64,住,,,1140517,土地10建物1車位2,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,173.62,3,2,2,有,無,18470000,133148,坡道平面,58.56,3150000,,RPQNMLQJOHKGFCJ78CB,富廣夢溪石,A3棟7號,
