鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
中山區,房地(土地+建物),臺北市中山區長春段一小段0462-0000號,4.71,商,,,1140512,土地1建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,62.35,2,1,1,有,無,24280000,389415,,0.0,0,,RPRNMLNKNHKGFCA67CB,恆合鈺璽,A棟6號,
中山區,房地(土地+建物)+車位,臺北市中山區長春段一小段0462-0000號,9.2,商,,,1140512,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,150.96,3,1,2,有,無,50450000,389696,坡道平面,29.07,2950000,,RPSNMLNKNHKGFCA77CB,恆合鈺璽,A棟7號,
文山區,房地(土地+建物)+車位,臺北市文山區木柵路一段,27.55,住,,,1140511,土地2建物1車位1,四層,34,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,192.77,3,2,2,有,無,53300000,294221,坡道平面,22.83,3300000,,RPSNMLOKNHKGFAA67CB,元利四季莊園,D棟04F-D01號,
文山區,房地(土地+建物)+車位,臺北市文山區木柵路一段,13.18,住,,,1140511,土地2建物1車位1,二十三層,34,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,104.19,2,2,2,有,無,31010000,343043,坡道平面,22.83,3100000,,RPUNMLOKNHKGFAA87CB,元利四季莊園,D棟23F-D07號,
大同區,房地(土地+建物),臺北市大同區建功里重慶北路一段,6.01,商,,,1140511,土地18建物1車位0,九層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,83.74,2,2,2,有,無,35720000,426558,,0.0,0,,RPUNMLPKNHKGFBA08CB,宏道一品,C-09F號,
信義區,房地(土地+建物)+車位,臺北市信義區基隆路2段26號,6.7,商,,,1140516,土地15建物1車位1,二十層,24,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,110.77,2,1,2,有,無,55330000,549638,坡道機械,15.38,2900000,,RPPNMLQKNHKGFDA87CB,華誼信義-閱明,A2-20F號,
文山區,房地(土地+建物)+車位,臺北市文山區木柵路一段,29.9,住,,,1140513,土地2建物1車位2,十四層,34,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,232.05,3,2,3,有,無,64950000,318007,坡道平面,47.62,6300000,,RPRNMLTKNHKGFAA08CB,元利四季莊園,D棟14F-D03號,
文山區,房地(土地+建物)+車位,臺北市文山區木柵路一段,38.9,住,,,1140513,土地2建物1車位2,三十二層,33,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,289.43,3,2,3,有,無,90770000,355097,坡道平面,49.58,5600000,,RPSNMLTKNHKGFAA18CB,元利四季莊園,G棟32F-G01號,
大同區,房地(土地+建物)+車位,臺北市大同區延平北路二段38號,6.02,其他,,,1140511,土地33建物1車位1,十九層,26,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,113.27,2,1,2,有,無,31450000,374510,坡道平面,36.77,2800000,,RPQNMLTKNHKGFBA08CB,世座友樂町,A棟A3-19F號,
大同區,房地(土地+建物)+車位,臺北市大同區延平北路二段38號,7.2,其他,,,1140512,土地33建物1車位1,二十五層,26,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,125.11,2,2,2,有,無,40430000,414805,坡道平面,33.79,2550000,,RPTNMLTKNHKGFBA38CB,世座友樂町,A棟A7-25F號,
大同區,房地(土地+建物),臺北市大同區延平北路二段38號,4.8,其他,,,1140512,土地33建物1車位0,二十一層,26,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,60.95,2,1,1,有,無,23680000,388515,,0.0,0,,RPUNMLTKNHKGFBA48CB,世座友樂町,A棟A2-21F號,
中正區,房地(土地+建物)+車位,臺北市中正區博愛路110號等,2.04,商,,,1140511,土地6建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,39.29,1,1,1,有,無,14230000,399796,升降機械,9.95,2500000,,RPVNMLTKNHKGFBA58CB,博愛賦御,A3-9F號,
南港區,房地(土地+建物)+車位,臺北市南港區西新里松河街,10.74,其他,,,1140512,土地1建物1車位1,一層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,138.09,3,2,2,有,無,46700000,395115,坡道平面,26.73,2700000,,RPPNMLTKNHKGFDA18CB,東方大境,B棟B3-1號,
南港區,房地(土地+建物)+車位,臺北市南港區西新里松河街,11.61,其他,,,1140512,土地1建物1車位1,二十二層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,147.33,3,2,2,有,無,47660000,367828,坡道平面,26.73,3300000,,RPQNMLTKNHKGFDA28CB,東方大境,B棟B3-22號,
南港區,房地(土地+建物)+車位,臺北市南港區西新里松河街,9.09,其他,,,1140516,土地1建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,121.05,2,2,2,有,無,40270000,391964,坡道平面,26.73,3300000,,RPSNMLTKNHKGFDA48CB,東方大境,C棟C3-12號,
南港區,房地(土地+建物),臺北市南港區西新里松河街,5.6,其他,,,1140515,土地1建物1車位0,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,58.13,1,1,1,有,無,21320000,366764,,0.0,0,,RPTNMLTKNHKGFDA58CB,東方大境,C棟C8-5號,
北投區,房地(土地+建物)+車位,臺北市北投區洲美里新洲美段96，97地號,21.03,其他,,,1140511,土地2建物1車位1,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,151.69,2,2,2,有,無,38000000,308349,坡道平面,38.02,2950000,,RPQNMLTKNHKGFEA38CB,樺輝沐畇,A棟3號,
大安區,房地(土地+建物)+車位,臺北市大安區信義路四段408號,21.83,商,,,1140511,土地19建物1車位2,十三層,31,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,302.42,4,2,2,有,無,146000000,591319,坡道平面,71.58,9500000,雨遮計坪不計價,RPPNMLTKNHKGFFA38CB,吾雙,A棟A1-13F號,
中正區,房地(土地+建物)+車位,臺北市中正區愛國里愛國西路48巷12之1號,16.15,其他,,,1140516,土地1建物1車位1,三層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,94.98,2,1,1,有,無,34500000,382233,其他,9.43,1800000,,RPPNMLKLNHKGFAA17DB,明袖寓,D-03棟0號,
