鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
金沙鎮,土地,汶沙測段1090地號,7.32,都市：其他:自然村專用區,,,1140901,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,200000,27322,,0.0,0,買方除買賣價金外另負擔土地增值稅,RPVNMLLJRHKGFAW57DA,0.0,0.0,0.0,無,
金沙鎮,房地(土地+建物),金門縣金沙鎮國中路３號,84.04,商,,,1140902,土地2建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土造,0731220,131.42,2,1,2,有,無,8500000,64678,,0.0,0,,RPRNMLPJRHKGFAW57DA,131.42,0.0,0.0,無,001
金城鎮,土地,金城劃段70地號,402.98,農,,,1140805,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2800000,6948,,0.0,0,,RPRNMLPJQHKGFAW57EA,0.0,0.0,0.0,無,
金城鎮,房地(土地+建物),金門縣金城鎮浯江街９巷１號４樓,37.4,商,,,1140803,土地2建物1車位0,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1020723,115.16,3,1,2,有,有,9600000,83362,,0.0,0,,RPSNMLPJQHKGFAW57DA,87.56,0.0,11.43,有,
金湖鎮,房地(土地+建物),金門縣金湖鎮市港一路２１２號二樓之２,42.91,都市：其他:自然村專用區,,,1140801,土地1建物1車位0,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1140527,97.59,3,1,2,有,無,6000000,61482,,0.0,0,,RPRNMLOJQHKGFAW37DA,75.51,0.0,6.91,有,
金湖鎮,土地,尚義段925地號,611.16,,,,1140801,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2700000,4418,,0.0,0,,RPUNMLQJQHKGFAW87DA,0.0,0.0,0.0,無,
烈嶼鄉,土地,公園測段970地號,59.37,都市：其他:自然村專用區,,,1140806,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1153000,19421,,0.0,0,,RPWNMLQJQHKGFAW08DA,0.0,0.0,0.0,無,002
烈嶼鄉,土地,古廟段49地號,17.08,都市：其他:自然村專用區,,,1140806,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,238000,13934,,0.0,0,,RPXNMLQJQHKGFAW18DA,0.0,0.0,0.0,無,003
金寧鄉,土地,古寧頭測段563地號,75.67,都市：其他:生活發展用地,,,1140804,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1000000,13215,,0.0,0,,RPSNMLRJQHKGFAW77DA,0.0,0.0,0.0,無,004
