鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
中正區,租賃房屋,基隆市中正區觀海街１３５號１３樓,0.0,,,,1140512,土地0建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880114,87.83000000000001,2,1,2,有,有,有,13203,150,,0.0,0,管理費797元由出租人負擔。續租案件；,RPRNMLNKNHKGFDC08CC,整棟(戶)出租,有,1140601~1150531,有,冷氣、熱水器、冰箱、瓦斯或天然氣,社會住宅包租轉租
中正區,租賃房屋,基隆市中正區義二路２５２巷５之２號,0.0,,,,1140512,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670518,72.6,1,0,1,有,無,有,7500,103,,0.0,0,續租案件；,RPSNMLNKNHKGFDC18CC,獨立套房,無,1140528~1150514,無,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
安樂區,租賃房屋,基隆市安樂區麥金路６６號１０樓,0.0,,,,1140512,土地0建物1車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811216,149.7,4,1,2,有,有,有,15000,100,,0.0,0,,RPPOMLNKNHKGFDC97CC,整棟(戶)出租,有,1140515~1150514,有,冷氣、熱水器、瓦斯或天然氣,一般代管
七堵區,租賃房屋,基隆市七堵區崇信街１５巷１２之２號,0.0,,,,1140512,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620821,81.76,2,2,1,有,無,有,14000,171,,0.0,0,,RPQOMLNKNHKGFDC08CC,整棟(戶)出租,無,1140525~1150524,無,冷氣、熱水器、瓦斯或天然氣,一般代管
中正區,租賃房屋,基隆市中正區新豐街１６２巷３９號４樓,0.0,,,,1140514,土地0建物1車位0,四層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980209,61.17,1,1,1,有,有,有,12000,196,,0.0,0,管理費1000元由出租人承擔,RPWNMLOKNHKGFDC68CC,獨立套房,有,1140515~1150514,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
七堵區,租賃房屋,基隆市七堵區百一街１６３之１號,0.0,,,,1140512,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690624,111.38,2,2,2,有,無,有,14000,126,,0.0,0,續租案件；,RPOOMLOKNHKGFDC97CC,整棟(戶)出租,無,1140515~1150514,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
七堵區,租賃房屋,基隆市七堵區泰安路１之９號１０樓,0.0,,,,1140512,土地0建物1車位0,十層,12,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1120602,96.22999999999999,2,1,1,有,有,無,16000,166,,0.0,0,續租案件；,RPPOMLOKNHKGFDC08CC,整棟(戶)出租,有,1140525~1150524,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
七堵區,租賃房屋,基隆市七堵區明德二路１５之１１號１１樓之３,0.0,,,,1140512,土地0建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840801,49.42,1,1,1,有,有,有,7000,142,,0.0,0,續租案件；,RPQOMLOKNHKGFDC18CC,獨立套房,有,1140518~1150517,有,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租
安樂區,租賃房屋,基隆市安樂區樂利三街３８巷７９之２號,0.0,,,,1140512,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690611,52.11,2,2,1,有,無,有,8500,163,,0.0,0,,RPPNMLPKNHKGFDC08CC,整棟(戶)出租,無,1140601~1150531,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,一般代管
