鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
南區,租賃房屋,臺中市南區工學北路１２２號６樓之２,0.0,,,,1140512,土地0建物0車位0,六層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0791210,8.15,10,0,10,有,無,有,7000,859,,0.0,0,租賃建物部分範圍，且未計入共有部分面積；,RPQOMLMKNHKGFAB57CC,分租套房,無,1140512~1150511,有,冷氣、熱水器、冰箱、網路,一般包租
南區,租賃房屋,臺中市南區工學北路１２２號６樓之１,0.0,,,,1140512,土地0建物0車位0,六層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0791210,8.95,10,0,10,有,無,有,6500,726,,0.0,0,租賃建物部分範圍，且未計入共有部分面積；,RPROMLMKNHKGFAB67CC,分租套房,無,1140512~1150511,有,冷氣、熱水器、冰箱、網路,一般包租
北區,租賃房屋,臺中市北區三民路三段３０７巷１８號,0.0,,,,1140511,土地0建物0車位0,全,5,透天厝,住宅、樓梯間、停車空間、人行道、電梯間,鋼筋混凝土造,1100824,15.32,18,0,18,有,無,有,8700,568,,0.0,0,,RPPOMLMKNHKGFBB57CC,分租套房,無,1140514~1150513,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般代管
北區,租賃房屋,臺中市北區北平路二段５６之１號７樓之５,0.0,,,,1140512,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820827,43.2,1,0,1,有,有,有,8500,197,,0.0,0,續租案件；,RPPQMLMKNHKGFBB77CC,獨立套房,有,1140515~1150514,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
西屯區,租賃房屋,臺中市西屯區國安一路１０９號,0.0,,,,1140511,土地0建物0車位0,二層,22,住宅大樓(11層含以上有電梯),店舖、住房,鋼筋混凝土造,0971127,28.76,4,4,4,有,有,無,11500,400,,0.0,0,租金總額含管理費；水費；網路費；其他第四台；,RPSOMLMKNHKGFCB97CC,分租套房,有,1140515~1150514,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管
南屯區,租賃房屋,臺中市南屯區中和南一巷５號,0.0,,,,1140511,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0770115,131.26,6,3,3,有,無,無,26000,198,,0.0,0,續租案件；,RPOPMLMKNHKGFCB67CC,整棟(戶)出租,無,1140601~1150531,無,熱水器、瓦斯或天然氣,社會住宅代管
西區,租賃房屋,臺中市西區精誠六街２０號,188.0,住,,,1140513,土地1建物1車位0,全,2,透天厝,住家用,見其他登記事項,0610715,166.41,4,3,2,有,無,無,95000,571,,0.0,0,,RPQOMLNKNHKGFAB67CC,整棟(戶)出租,無,1140513~1240531,無,,
西區,租賃房屋,臺中市西區中華路一段１-７號９樓之２,0.0,,,,1140512,土地0建物1車位0,九層,22,住宅大樓(11層含以上有電梯),集合住宅,鋼骨鋼筋混凝土造,0850119,43.36,1,0,1,有,有,有,7000,161,,0.0,0,續租案件；,RPTOMLNKNHKGFAB97CC,獨立套房,有,1140515~1150514,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
東區,租賃房屋,臺中市東區東光路８８號４樓D０３室,0.0,,,,1140513,土地0建物0車位0,四層,4,公寓(5樓含以下無電梯),人行道，店舖，停車空間，住房，樓梯間,鋼筋混凝土造,0940803,24.33,12,0,12,有,無,有,8500,349,,0.0,0,多人共同承租2；租金總額含網路費；租賃建物部分範圍，且未計入共有部分面積；續租案件；,RPVOMLNKNHKGFAB18CC,分租套房,無,1140610~1150609,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管
北屯區,租賃房屋,臺中市北屯區崇德二路一段２４２號６樓之３,0.0,,,,1140512,土地0建物1車位0,六層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821230,126.07,3,2,2,有,有,有,15000,119,,0.0,0,,RPPNMLNKNHKGFBB57CC,整棟(戶)出租,有,1140520~1150519,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
北區,租賃房屋,臺中市北區育才街８之３號２樓,14.69,住,,,1140512,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710616,63.95,0,0,0,無,無,無,26000,407,,0.0,0,,RPTNMLNKNHKGFBB97CC,,無,1140513~1190612,無,,
北區,租賃房屋,臺中市北區育才街８之３號３樓,14.69,住,,,1140512,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710616,63.95,0,0,0,無,無,無,19000,297,,0.0,0,,RPUNMLNKNHKGFBB08CC,,無,1140513~1190612,無,,
北區,租賃房屋,臺中市北區進化路３３０號１２樓之４,0.0,,,,1140513,土地0建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811228,102.03,3,2,2,有,有,有,15000,147,,0.0,0,續租案件；,RPVOMLNKNHKGFBB28CC,整棟(戶)出租,有,1140530~1150529,有,冷氣、熱水器、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
西屯區,租賃房屋,臺中市西屯區西安街２７７巷２５弄３１之２號,0.0,,,,1140512,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701226,108.26,3,2,1,有,無,有,16500,152,,0.0,0,續租案件；,RPWPMLNKNHKGFCB58CC,整棟(戶)出租,無,1140530~1150529,無,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
豐原區,租賃房屋,臺中市豐原區三民路１２號十四樓之９,0.0,,,,1140511,土地0建物1車位0,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930311,57.86,1,0,1,有,有,有,11000,190,,0.0,0,,RPPNMLNKNHKGFDB77CC,獨立套房,有,1140511~1150510,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
沙鹿區,租賃房屋,臺中市沙鹿區自立路１６１之３號,0.0,,,,1140512,土地0建物1車位0,全,3,透天厝,住宅、停車空間、樓梯間,鋼筋混凝土造,1001216,151.22,4,2,3,有,無,有,20000,132,,0.0,0,,RPPNMLNKNHKGFFB97CC,整棟(戶)出租,無,1140601~1150531,無,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
中區,租賃房屋,臺中市中區民族路２３號７樓之６,0.0,,,,1140512,土地0建物1車位0,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0731015,36.019999999999996,1,0,1,有,有,有,11400,316,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。管理費600元由出租人負擔。續租案件；,RPPNMLOKNHKGFAB57CC,獨立套房,有,1140524~1150523,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
中區,租賃房屋,臺中市中區三民路２段５９號十樓之三,0.0,,,,1140513,土地0建物1車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0740521,35.35,1,0,1,有,有,有,6500,184,,0.0,0,續租案件；,RPROMLOKNHKGFAB87CC,獨立套房,有,1140530~1150529,有,冷氣、熱水器、電視機、冰箱,社會住宅代管
北屯區,土地,太祥段71地號,303.37,住,,,1140513,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,無,17000,56,,0.0,0,租賃期間有約定不同租金1140613-1160612 每個月17000 元1160613-1200612 每個月18000 元1200613-1220612 每個月19000 元；,RPSNMLOKNHKGFBB97CC,,,1140613~1220612,,,
北區,租賃房屋,臺中市北區三民路三段３０７巷２０號,0.0,,,,1140514,土地0建物0車位0,全,5,透天厝,住宅、樓梯間、停車空間、人行道、電梯間,鋼筋混凝土造,1100824,15.33,21,2,22,有,無,有,11000,718,,0.0,0,租金總額含網路費；續租案件；,RPUNMLOKNHKGFBB18CC,分租套房,無,1140601~1150531,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管
北區,租賃房屋,臺中市北區太平路１００號３樓之５,0.0,,,,1140513,土地0建物1車位0,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820831,56.13,2,2,1,有,有,有,10000,178,,0.0,0,此為台中市政府社會住宅包租代管計畫。續租案件；,RPSOMLOKNHKGFBB08CC,整棟(戶)出租,有,1140520~1150519,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
北屯區,租賃房屋,臺中市北屯區敦富路２０７號３樓之８,0.0,,,,1140513,土地0建物1車位0,三層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1110112,78.37,2,1,1,有,有,無,18000,230,,0.0,0,此為台中市政府社會住宅包租代管計畫。續租案件；,RPTOMLOKNHKGFBB18CC,整棟(戶)出租,有,1140525~1150524,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
北區,租賃房屋,臺中市北區健行路７２１巷１之２號２樓,0.0,,,,1140514,土地0建物0車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700113,20.9,4,0,4,有,無,有,8300,397,,0.0,0,租金總額含水費；續租案件；,RPXOMLOKNHKGFBB58CC,分租套房,無,1140605~1150531,無,冷氣、熱水器、電視機、冰箱,一般代管
北屯區,租賃房屋,臺中市北屯區文昌東九街３９號３樓,0.0,,,,1140511,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0811009,91.07,3,2,2,有,有,有,15000,165,,0.0,0,社會住宅包租代管案件租金市價打9折。續租案件；,RPVPMLOKNHKGFBB48CC,整棟(戶)出租,無,1140525~1150524,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
北區,租賃房屋,臺中市北區英才路２９０號１２樓之４,0.0,,,,1140513,土地0建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0741224,168.39000000000001,4,2,2,有,有,有,30000,178,,0.0,0,,RPXPMLOKNHKGFBB68CC,整棟(戶)出租,有,1140521~1150520,有,冷氣、熱水器、電視機、瓦斯或天然氣、有線電視,
