鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
新竹市,租賃房屋,新竹市新竹市城北街８號４樓之２,0.0,,,,1140512,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0790705,36.46,1,0,1,有,無,有,9500,261,,0.0,0,,RPVNMLNKNHKGFAO76CC,獨立套房,無,1140515~1150514,無,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
新竹市,租賃房屋,新竹市新竹市中華路四段７０５之２７號四樓,0.0,,,,1140512,土地0建物1車位0,四層,6,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0960630,28.28,1,0,1,有,有,有,7400,262,,0.0,0,,RPWNMLNKNHKGFAO86CC,獨立套房,有,1140512~1150511,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
新竹市,租賃房屋,新竹市新竹市竹蓮街１６３-２號及１６３-２號二至四樓,0.0,,,,1140512,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,0700120,13.22,23,0,23,有,無,有,5400,408,,0.0,0,租金總額含水費；網路費；其他有線電視費；,RPQNMLOKNHKGFAO98CC,分租套房,無,1140515~1150514,無,冷氣、熱水器、電視機、冰箱、有線電視、網路,一般轉租
新竹市,租賃房屋,新竹市新竹市竹光路８號８樓之１０,0.0,,,,1140513,土地0建物1車位0,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860205,30.759999999999998,1,0,1,有,有,有,9500,309,,0.0,0,租金總額含管理費；續租案件；,RPQNMLTKNHKGFAO86CC,獨立套房,有,1140527~1150526,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視,社會住宅代管
新竹市,租賃房屋,新竹市新竹市東大路四段２７７巷９弄５號４樓,0.0,,,,1140513,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720421,74.38,3,2,1,有,無,有,12000,161,,0.0,0,續租案件；,RPRNMLTKNHKGFAO96CC,整棟(戶)出租,無,1140605~1150604,無,冷氣、熱水器、冰箱、瓦斯或天然氣,社會住宅包租轉租
新竹市,租賃房屋,新竹市新竹市經國路二段１１１號１１樓之１０,0.0,,,,1140514,土地0建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),辦公室,鋼筋混凝土造,0860715,28.349999999999998,1,0,1,有,有,有,8000,282,,0.0,0,續租案件；,RPTNMLTKNHKGFAO17CC,獨立套房,有,1140611~1150610,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
新竹市,租賃房屋,新竹市新竹市東大路一段３９巷３３號５樓之１７,0.0,,,,1140514,土地0建物1車位0,五層,9,華廈(10層含以下有電梯),辦公室,鋼筋混凝土造,0970701,37.61,1,1,1,有,有,有,12500,332,,0.0,0,租金總額含管理費；續租案件；,RPVNMLTKNHKGFAO37CC,獨立套房,有,1140601~1150531,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
新竹市,租賃房屋,新竹市新竹市東大路三段５１０巷６號６樓之１,0.0,,,,1140512,土地0建物1車位0,六層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830530,115.23,3,2,2,有,有,有,20000,174,,0.0,0,續租案件；,RPWNMLTKNHKGFAO47CC,整棟(戶)出租,有,1140517~1150516,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
新竹市,租賃房屋,新竹市新竹市科學園路１０７巷１６號７樓之１,0.0,,,,1140517,土地0建物1車位0,七層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0891016,118.35999999999999,3,2,2,有,有,有,29000,245,,0.0,0,租金已扣除管理費3000元不承租車位已扣除車位面積,RPPOMLTKNHKGFAO86CC,整棟(戶)出租,有,1140601~1150531,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
