鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
七堵區,土地,台五線段336地號,87.39,住,,,1140802,土地9建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3436000,39318,,0.0,0,,RPQNMLLKQHKGFDC08EA,0.0,0.0,0.0,無,
信義區,土地,基瑞段568地號,16.05,工,,,1140806,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,500000,31153,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLPKQHKGFDC28DA,0.0,0.0,0.0,無,
安樂區,房地(土地+建物),基隆市安樂區樂一路１８號４樓,24.4,商,,,1140802,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780718,106.86,3,2,1,有,無,3950000,36964,,0.0,0,,RPVNMLQJQHKGFDC88DA,101.65,0.0,5.21,無,001
安樂區,房地(土地+建物),基隆市安樂區中和路８５巷１３號９樓,17.49,住,,,1140806,土地7建物1車位0,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860508,65.16,3,2,2,有,有,4860000,74586,,0.0,0,,RPQNMLRKQHKGFDC58DA,48.56,0.59,4.91,有,
中正區,房地(土地+建物),基隆市中正區新豐街１６６號１７樓,5.93,住,,,1140806,土地1建物1車位0,十七層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851129,32.7,1,1,1,有,有,1600000,48930,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLSJQHKGFDC09DA,21.22,0.0,3.67,有,002
中正區,房地(土地+建物)+車位,基隆市中正區新豐街３３２號１１樓,22.07,住,,,1140801,土地2建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850309,153.55,3,2,2,有,有,8380000,54575,坡道平面,36.84,0,,RPVNMLTKQHKGFDC66DA,88.79,0.0,9.99,有,003
中正區,土地,港濱段1382地號,4.62,商,,,1140813,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,48000,10390,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPROMLSKQHKGFDC88DA,0.0,0.0,0.0,無,004
中正區,土地,港濱段1382地號,4.62,商,,,1140813,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,48000,10390,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,SPROMLSKQHKGFDC98DA,0.0,0.0,0.0,無,004
中正區,土地,港濱段1382地號,4.69,商,,,1140808,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,48000,10235,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUOMLSKQHKGFDC56DA,0.0,0.0,0.0,無,006
中正區,土地,港濱段1382地號,4.69,商,,,1140808,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,48000,10235,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,SPUOMLSKQHKGFDC66DA,0.0,0.0,0.0,無,006
安樂區,房地(土地+建物)+車位,基隆市安樂區基金一路１１２巷１１０弄１９之８號４樓,33.22,住,,,1140808,土地3建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0851213,154.54000000000002,3,2,2,有,有,7400000,47884,坡道平面,0.0,0,,RPROMLTKQHKGFDC98DA,94.59,0.0,12.59,有,
中正區,土地,港濱段1382地號,9.38,商,,,1140813,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,95000,10128,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSOMLSKQHKGFDC98DA,0.0,0.0,0.0,無,006
中正區,土地,港濱段1382地號,4.69,商,,,1140813,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,48000,10235,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,SPSOMLSKQHKGFDC09DA,0.0,0.0,0.0,無,006
中正區,土地,港濱段1382地號,4.69,商,,,1140813,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,48000,10235,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,TPSOMLSKQHKGFDC56DA,0.0,0.0,0.0,無,006
中正區,土地,港濱段1382地號,3.12,商,,,1140813,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,31333,10043,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,UPSOMLSKQHKGFDC66DA,0.0,0.0,0.0,無,006
中正區,土地,港濱段1382地號,3.12,商,,,1140813,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,31333,10043,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,VPSOMLSKQHKGFDC76DA,0.0,0.0,0.0,無,006
