鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
南投市,租賃房屋,南投縣南投市中興路１８２巷３２號九樓之３,0.0,,,,1140512,土地0建物1車位0,九層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0901128,51.61,1,0,1,有,有,有,7500,145,,0.0,0,,RPRNMLOKNHKGFAM88CC,獨立套房,有,1140515~1150514,有,冷氣、熱水器、冰箱、瓦斯或天然氣,社會住宅代管
埔里鎮,租賃房屋,南投縣埔里鎮永康一巷２１號,0.0,,,,1140516,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0650106,74.67,4,2,2,有,無,無,3200,43,,0.0,0,,RPPNMLQKNHKGFCM09CC,整棟(戶)出租,無,1140603~1150602,無,熱水器,社會住宅代管
南投市,租賃房屋,南投縣南投市育樂路３７之８號二樓,0.0,,,,1140516,土地0建物1車位0,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820322,106.97,3,2,2,有,有,有,17000,159,,0.0,0,每月管理費2000元由承租人負擔，未計入租金。,RPPNMLKLNHKGFAM38CC,整棟(戶)出租,有,1140520~1150519,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
草屯鎮,租賃房屋,南投縣草屯鎮玉成路４９巷１２弄２２號,0.0,,,,1140517,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0850815,144.5,4,2,3,有,無,有,15000,104,,0.0,0,,RPPNMLKLNHKGFBM48CC,整棟(戶)出租,無,1140601~1150531,無,冷氣、熱水器、電視機、冰箱、瓦斯或天然氣,社會住宅代管
草屯鎮,租賃房屋,南投縣草屯鎮富中路６９號三樓,0.0,,,,1140516,土地0建物0車位0,三層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1040825,37.620000000000005,4,0,4,有,有,有,6000,159,,0.0,0,續租案件；,RPQNMLKLNHKGFBM58CC,分租套房,有,1140510~1140909,有,冷氣、熱水器、電視機、冰箱、網路,一般轉租
草屯鎮,租賃房屋,南投縣草屯鎮富中路６７號７樓,0.0,,,,1140517,土地0建物0車位0,七層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1040825,37.4,4,0,4,有,有,有,5600,150,,0.0,0,續租案件；,RPRNMLKLNHKGFBM68CC,分租套房,有,1140610~1150909,有,冷氣、熱水器、電視機、冰箱、網路,一般轉租
草屯鎮,租賃房屋,南投縣草屯鎮富中路６５號６樓,0.0,,,,1140511,土地0建物0車位0,六層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1040825,37.4,4,0,4,有,有,有,5800,155,,0.0,0,,RPSNMLKLNHKGFBM78CC,分租套房,有,1140511~1150510,有,冷氣、熱水器、電視機、冰箱、網路,一般轉租
草屯鎮,租賃房屋,南投縣草屯鎮富中路６３號５樓,0.0,,,,1140518,土地0建物0車位0,五層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1040825,37.41,4,0,4,有,有,有,6100,163,,0.0,0,續租案件；,RPTNMLKLNHKGFBM88CC,分租套房,有,1140610~1150909,有,冷氣、熱水器、電視機、冰箱、網路,一般轉租
草屯鎮,租賃房屋,南投縣草屯鎮富中路５５號,0.0,,,,1140512,土地0建物0車位0,一層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1040825,37.76,4,0,4,有,有,有,6000,159,,0.0,0,續租案件；,RPVNMLKLNHKGFBM09CC,分租套房,有,1140510~1150609,有,冷氣、熱水器、電視機、冰箱、網路,一般轉租
