鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
公館鄉,土地,尖山段999-27地號,7.2,,山坡地保育區,農牧用地,1140901,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,20000,2778,,0.0,0,,RPPNMLLJRHKGFBK48DA,0.0,0.0,0.0,無,
通霄鎮,土地,平元段881-1地號,37.49,,,,1140804,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,340000,9069,,0.0,0,包含公共設施保留地用地；,RPSNMLQJQHKGFCK66DA,0.0,0.0,0.0,無,
苑裡鎮,土地,苑南段740地號,25.79,都市：其他:道路用地,,,1140801,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,350000,13571,,0.0,0,包含公共設施保留地用地；,RPPNMLRJQHKGFCK09DA,0.0,0.0,0.0,無,0001
竹南鎮,土地,東崎頂段996地號,91.77,,一般農業區,農牧用地,1140801,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,300000,3269,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLLJQHKGFDK88DA,0.0,0.0,0.0,無,0002
通霄鎮,土地,新埔段235-15地號,11.12,,一般農業區,甲種建築用地,1140806,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,168500,15153,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLQJQHKGFCK09DA,0.0,0.0,0.0,無,0003
頭份市,土地,尖下段1193地號,176.56,,特定農業區,農牧用地,1140801,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,635602,3600,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLLJQHKGFFK09DA,0.0,0.0,0.0,無,
苑裡鎮,房地(土地+建物),苗栗縣苑裡鎮房裡里１４鄰北房１２之２號,129.33,住,,,1140807,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1061204,306.2,6,3,7,有,無,20000000,65317,,0.0,0,其他增建；包含公共設施保留地用地；,RPPNMLSJQHKGFCK56DA,280.58,0.0,25.62,有,0004
造橋鄉,房地(土地+建物),苗栗縣造橋鄉談文村５鄰育英街１８號三樓之三十二,15.17,,山坡地保育區,丙種建築用地,1140801,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0930513,20.81,1,0,1,有,有,800000,38443,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；陽台外推；,RPUPMLMKQHKGFDK86DA,13.57,0.51,1.71,無,0005
大湖鄉,土地,南湖段1333-24地號,836.0,,山坡地保育區,林業用地,1140804,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,409640,490,,0.0,0,,RPPNMLOKQHKGFAK78EA,0.0,0.0,0.0,無,
