編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPPNMLMKQHKGFCT07EA,60,112.00,住商用,鋼筋混凝土加強磚造,54年12月30日,二層,一層 二層 騎樓,全筆移轉
RPRNMLPKQHKGFAT27DA,30,30.80,辦公室,鋼筋混凝土造,84年2月24日,七層,七層 陽台,全筆移轉
RPRNMLPKQHKGFAT27DA,30,15.15,受電室，避難室，水箱，停車空間,鋼筋混凝土造,84年2月24日,七層,,持分移轉
RPQNMLPKQHKGFAT27EA,31,166.74,住家用,鋼筋混凝土造,83年5月28日,三層,一層 二層 三層 陽台 屋頂突出物,全筆移轉
RPRNMLMKQHKGFCT17DA,30,17.09,住家用,鋼筋混凝土造,84年7月10日,六層,二層 陽台,全筆移轉
RPRNMLMKQHKGFCT17DA,30,11.17,住家用,鋼筋混凝土造,84年7月10日,六層,,持分移轉
RPUNMLMKQHKGFDT57DA,32,150.69,住家用,鋼筋混凝土造,83年1月20日,四層,一層 二層 三層 四層 陽台 平台,全筆移轉
RPROMLPJQHKGFAT27DA,23,252.90,店舖、住宅、停車空間,鋼筋混凝土造,91年12月12日,四層,一層 二層 三層 四層 陽台 屋頂突出物 騎樓,全筆移轉
RPSNMLLKQHKGFET37DA,34,127.91,住家用,加強磚造,80年10月7日,二層,一層 二層 屋頂突出物,全筆移轉
RPQNMLKLQHKGFCT96DA,22,13.92,集合住宅,鋼筋混凝土構造,92年5月1日,五層,三層 雨遮,全筆移轉
RPQNMLKLQHKGFCT96DA,22,4.51,共有部份,鋼筋混凝土造,92年5月1日,五層,,持分移轉
RPQNMLKLQHKGFCT96DA,22,1.76,停車空間,鋼筋混凝土造,92年5月1日,五層,,持分移轉
RPSNMLKLQHKGFAT96DA,30,157.24,住商用,鋼筋混凝土造,84年11月23日,七層,一層 二層 三層 陽台 騎樓 雨遮,全筆移轉
RPSNMLKLQHKGFAT96DA,30,26.72,停車空間，防空避難室，梯間,鋼筋混凝土造,84年11月23日,七層,,持分移轉
RPQNMLSKQHKGFET87DA,,39.00,住家用,石造水泥瓦,,一層,一層,全筆移轉
RPPNMLPKQHKGFAT07DA,31,28.97,住家用,鋼筋混凝土造,83年11月4日,十三層,八層 陽台,全筆移轉
RPPNMLPKQHKGFAT07DA,31,13.02,避難室，公眾通行，公共設施,鋼筋混凝土造,83年11月4日,十三層,,持分移轉
RPQNMLPKQHKGFAT17DA,30,30.80,商業用,鋼筋混凝土造,84年2月24日,七層,三層 陽台,全筆移轉
