鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
台東市,房地(土地+建物),臺東縣台東市安和路５７號,111.45,住,,,1140806,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1140402,206.06,4,2,6,有,無,16500000,80074,,0.0,0,,RPQNMLLKQHKGFAV96DA,190.98,15.08,0.0,無,
太麻里鄉,房地(土地+建物),臺東縣太麻里鄉龍泉路５３巷３號七樓之３６,8.08,商,,,1140801,土地2建物1車位0,七層,八層,華廈(10層含以下有電梯),其他,鋼筋混凝土造,0830930,31.54,1,0,1,有,有,1320000,41852,,0.0,0,含傢俱設備費；,RPQNMLSJQHKGFDV87DA,27.74,0.0,3.8,有,001
成功鎮,土地,三仙段172地號,19113.82,都市：其他:一般保護區,,,1140807,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,20000000,1046,,0.0,0,,RPQNMLRJQHKGFBV57DA,0.0,0.0,0.0,無,
池上鄉,土地,錦富段488地號,529.96,,特定農業區,交通用地,1140815,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,679939,1283,,0.0,0,協議價購；,RPPNMLSJPHKGFCV57DA,0.0,0.0,0.0,無,
池上鄉,土地,錦富段1172-1地號,35.08,,特定農業區,交通用地,1140815,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,47358,1350,,0.0,0,協議價購；,SPPNMLSJPHKGFCV67DA,0.0,0.0,0.0,無,
池上鄉,土地,錦富段1173-1地號,665.85,,特定農業區,交通用地,1140815,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,921536,1384,,0.0,0,協議價購；,TPPNMLSJPHKGFCV77DA,0.0,0.0,0.0,無,
成功鎮,建物,臺東縣成功鎮天津街４２號,0.0,,,,1140808,土地0建物1車位0,全,二層,透天厝,住家用,加強磚造,0760804,30.56,3,1,2,有,無,200000,6545,,0.0,0,建物坐落地號：忠智段1213地號；親友、員工、共有人或其他特殊關係間之交易；,RPPNMLPKQHKGFBV37DA,26.87,3.68,0.0,無,
太麻里鄉,土地,金富段836地號,2306.71,,山坡地保育區,農牧用地,1140808,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2500000,1084,,0.0,0,,RPPNMLPKQHKGFDV57DA,0.0,0.0,0.0,無,
卑南鄉,房地(土地+建物),臺東縣卑南鄉溫泉路３１２巷３號五樓之４,8.38,都市：其他:住宅區,,,1140807,土地2建物1車位0,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840327,47.71,1,1,1,有,有,680000,14253,,0.0,0,,RPRNMLSJQHKGFAV67DA,35.25,0.0,3.6,有,
