鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
崙背鄉,土地,洲仔段202地號,2035.19,,特定農業區,農牧用地,1140902,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2035190,1000,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLPJRHKGFCP86DA,0.0,0.0,0.0,無,
東勢鄉,土地,港底段177地號,4636.0,,特定農業區,農牧用地,1140902,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,11126400,2400,,0.0,0,得申請畜牧設施用地,RPRNMLSJRHKGFFP67DA,0.0,0.0,0.0,無,
古坑鄉,土地,下崁腳段202地號,5223.1,,一般農業區,農牧用地,1140901,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2600000,498,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLSJRHKGFAP37EA,0.0,0.0,0.0,無,
斗南鎮,土地,文安段978地號,111.96,農,,,1140801,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3500000,31261,,0.0,0,,RPPNMLOJQHKGFBP56DA,0.0,0.0,0.0,無,
西螺鎮,土地,社東段855-8地號,87.27,農,,,1140804,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,60000,688,,0.0,0,,RPSNMLQJQHKGFCP27EA,0.0,0.0,0.0,無,0001
元長鄉,土地,龍岩厝段99地號,83.62,,鄉村區,乙種建築用地,1140806,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,500000,5979,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；畸零地或有合併使用效益；,RPPNMLLKQHKGFEP66DA,0.0,0.0,0.0,無,
北港鎮,土地,大庄段447地號,39.64,,鄉村區,乙種建築用地,1140802,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,110000,2775,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLLKQHKGFEP76EA,0.0,0.0,0.0,無,
西螺鎮,土地,漢南段1225地號,2550.0,農,,,1140806,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,12000000,4706,,0.0,0,,RPPNMLKKQHKGFCP98DA,0.0,0.0,0.0,無,0002
虎尾鎮,房地(土地+建物),雲林縣虎尾鎮建成路１０８８號,135.25,住,,,1140801,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1101017,292.05,5,2,6,有,無,18800000,64373,,0.0,0,,RPSNMLOJQHKGFDP07DA,266.98,0.0,25.07,有,0003
台西鄉,土地,萬厝段326地號,2371.0,,一般農業區,農牧用地,1140805,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1541150,650,,0.0,0,,RPPNMLPJQHKGFFP07DA,0.0,0.0,0.0,無,
台西鄉,土地,港西段845地號,101.03,,鄉村區,乙種建築用地,1140808,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2300000,22766,,0.0,0,,RPPNMLMKQHKGFFP86DA,0.0,0.0,0.0,無,
斗南鎮,土地,明昌段10地號,30.5,商,,,1140808,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,700000,22951,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLMKQHKGFBP66EA,0.0,0.0,0.0,無,
西螺鎮,房地(土地+建物),雲林縣西螺鎮安南３９之５號,142.33,,鄉村區,乙種建築用地,1140802,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1131223,180.05,4,2,4,有,無,8830000,49042,,0.0,0,其他增建；,RPQNMLLKQHKGFCP66EA,160.59,19.46,0.0,無,0004
二崙鄉,土地,湳仔段243地號,143.28,,鄉村區,乙種建築用地,1140806,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,840000,5863,,0.0,0,,RPPNMLLKQHKGFCP56EA,0.0,0.0,0.0,無,
