鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
壽豐鄉,土地,吳全段191地號,3762.88,農,,,1141201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,7000000,1860,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQPMLMJKIKGFAU56DA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市國民七街５３號十一樓之十五,3.0,商,,,1141201,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831115,30.439999999999998,1,1,1,有,有,1600000,52562,,0.0,0,,RPPNMLPJKIKGFAU56DA,18.27,0.0,2.39,有,
秀林鄉,土地,德布克段727-1地號,225.44,住,,,1141104,土地1建物0車位0,,,其他,,,,0.0,3,2,1,有,無,500000,2218,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPXNMLMKJIKGFAU07DA,0.0,0.0,0.0,無,
玉里鎮,土地,玉里段3155-1地號,54.0,,特定農業區,農牧用地,1141104,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,81650,1512,,0.0,0,,RPPNMLKKJIKGFCU88DA,0.0,0.0,0.0,無,
吉安鄉,土地,白雲段1026地號,210.0,,山坡地保育區,林業用地,1141107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,130000,619,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLNKJIKGFAU09EA,0.0,0.0,0.0,無,
吉安鄉,土地,慶豐段1052-1地號,13.0,都市：其他:道路用地,,,1141103,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,204750,15750,,0.0,0,114年度公路局東分局競標購買經管省道私有既成道路土地,RPSOMLRLIIKGFAU17DA,0.0,0.0,0.0,無,
吉安鄉,土地,宜昌段187地號,12.0,都市：其他:道路用地,,,1141103,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,260280,21690,,0.0,0,114年度公路局東分局競標購買經管省道私有既成道路土地,RPTOMLRLIIKGFAU27DA,0.0,0.0,0.0,無,001
吉安鄉,土地,海濱段378地號,948.03,,一般農業區,農牧用地,1141110,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2654484,2800,,0.0,0,本案買賣標的為叔伯留下土地今堂兄妹親屬特殊關係間之交易親友、員工、共有人或其他特殊關係間之交易；農作物；,RPPNMLPKJIKGFAU56DA,0.0,0.0,0.0,無,
瑞穗鄉,房地(土地+建物),花蓮縣瑞穗鄉自強新村３８號,85.0,,鄉村區,乙種建築用地,1141106,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0710904,81.52,3,2,2,有,無,2575000,31587,,0.0,0,,RPPNMLRKJIKGFCU96DA,81.52,0.0,0.0,無,
萬榮鄉,土地,萬利段1703地號,9656.09,,山坡地保育區,林業用地,1141111,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,627000,65,,0.0,0,買賣標的為原住民保留地,RPPNMLLKJIKGFBU88DA,0.0,0.0,0.0,無,
鳳林鎮,房地(土地+建物),花蓮縣鳳林鎮自強路１３０號,173.34,,特定農業區,甲種建築用地,1141105,土地4建物2車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0701215,226.52,0,0,0,無,無,5000000,22073,,0.0,0,交易價格包含其他買賣登記案件標的,RPPNMLRKJIKGFBU86DA,226.52,0.0,0.0,無,002
玉里鎮,土地,高寮南段323地號,3139.16,,森林區,農牧用地,1141112,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5697600,1815,,0.0,0,,RPPNMLTKJIKGFCU17DA,0.0,0.0,0.0,無,003
花蓮市,土地,國股段216地號,39.81,,,,1141107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,398100,10000,,0.0,0,協議價購；,RPQNMLKLJIKGFAU98EA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市民族路１號七樓之十二,3.39,商,,,1141115,土地1建物1車位0,七層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850202,36.41,1,0,1,有,有,2500000,68662,,0.0,0,陽台外推；,RPRNMLLLJIKGFAU09DA,19.69,0.0,7.53,有,004
秀林鄉,土地,玻士岸段678地號,15729.05,商,,,1141107,土地5建物0車位0,,,其他,,,,0.0,0,0,0,無,無,70000000,4450,,0.0,0,,RPPNMLSKJIKGFAU96EA,0.0,0.0,0.0,無,005
吉安鄉,房地(土地+建物),花蓮縣吉安鄉民治路２８２號三樓之二,26.39,住,,,1141113,土地1建物1車位0,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1120406,86.03,2,1,1,有,有,6500000,75555,,0.0,0,其他增建；,RPWNMLNKJIKGFAU07DA,46.66,0.0,5.84,有,006
花蓮市,房地(土地+建物),花蓮縣花蓮市德安六街１０５巷１號六樓之二,19.59,住,,,1141102,土地1建物1車位0,六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870403,115.75,3,2,2,有,有,5700000,49244,,0.0,0,其他增建；,RPOOMLRKJIKGFAU76DA,81.09,0.0,8.08,有,007
新城鄉,土地,大漢段36地號,708.27,,一般農業區,丁種建築用地,1141110,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5640000,7963,,0.0,0,,RPWNMLMKJIKGFAU96DA,0.0,0.0,0.0,無,
壽豐鄉,房地(土地+建物),花蓮縣壽豐鄉吳全１２９號一樓之七,43.28,農,,,1141105,土地1建物1車位0,一層，夾層,六層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0881125,170.99,2,1,2,有,有,2400000,14036,,0.0,0,,RPPNMLOKJIKGFAU09DA,90.83,9.28,0.0,有,008
花蓮市,土地,德安段628-46地號,246.0,,,,1141108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4539315,18453,,0.0,0,包含公共設施保留地用地；,RPPNMLPLJIKGFAU66DA,0.0,0.0,0.0,無,
秀林鄉,土地,下台地段413地號,2081.31,,一般農業區,農牧用地,1141109,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3000000,1441,,0.0,0,,RPUNMLPLJIKGFAU17DA,0.0,0.0,0.0,無,
花蓮市,房地(土地+建物),花蓮縣花蓮市東興二街３５號五樓之一,40.46,住,,,1141106,土地1建物1車位0,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0911121,167.36,3,2,2,有,有,7000000,41826,,0.0,0,其他增建；,RPWNMLPLJIKGFAU37DA,89.51,0.0,10.97,有,009
玉里鎮,土地,禹中段98地號,232.81,,特定農業區,農牧用地,1141105,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1500000,6443,,0.0,0,未登記建物；,RPQNMLSKJIKGFCU17DA,0.0,0.0,0.0,無,
秀林鄉,建物,花蓮縣秀林鄉水源４７之１６號,0.0,,,,1141112,土地0建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土（ＲＣ）、磚造,1141030,157.82,0,0,1,有,無,500000,3168,,0.0,0,建物坐落地號：上水源段421-1地號；親友、員工、共有人或其他特殊關係間之交易；,RPRNMLRLJIKGFAU07DA,157.82,0.0,0.0,無,
豐濱鄉,土地,豐仁段872地號,1650.43,,風景區,暫未編定,1141108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2846308,1725,,0.0,0,,RPQNMLTKJIKGFBU17DA,0.0,0.0,0.0,無,
新城鄉,土地,嘉新段170地號,34.0,住,,,1141120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1500000,44118,,0.0,0,嘉新段170地號及嘉南路1號-未辦保存房屋親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPVNMLRLJIKGFAU47DA,0.0,0.0,0.0,無,
玉里鎮,房地(土地+建物),花蓮縣玉里鎮城東六街２１號,96.0,住,,,1141124,土地2建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,,114.38,4,1,1,有,無,4700000,41091,,0.0,0,,RPPNMLRLJIKGFCU17EA,114.38,0.0,0.0,無,010
