鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
台東市,租賃房屋,臺東縣臺東市連航路８８巷３５號,0.0,,,,1140812,土地0建物1車位0,全,3,透天厝,店舖、住宅、樓梯間,ＲＣ造,0950925,158.66,2,1,1,有,無,有,13000,82,,0.0,0,,RPPNMLOKQHKGFAV27CC,分層出租,無,1140814~1150811,無,冷氣、洗衣機、冰箱,一般轉租
台東市,租賃房屋,臺東縣臺東市浙江路３０號,93.0,住,,,1140818,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土加強磚造,0701130,193.39,6,2,3,有,無,無,26500,137,,0.0,0,,RPPNMLTKQHKGFAV77CC,,無,1140916~1170915,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,
台東市,租賃房屋,臺東縣臺東市中華路一段１３６號六樓之５,0.0,,,,1140811,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0840517,32.09,1,0,1,有,有,有,7000,218,,0.0,0,,RPSNMLKLQHKGFAV27CC,獨立套房,無,1140910~1150909,有,冷氣、熱水器、洗衣機,社會住宅代管
台東市,租賃房屋,臺東縣臺東市開封街３０１號七樓之６號,0.0,,,,1140818,土地0建物1車位0,七層,12,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0820522,53.42,1,0,1,有,有,有,7700,144,,0.0,0,,RPUNMLKLQHKGFAV47CC,獨立套房,有,1140901~1150831,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
成功鎮,租賃房屋,臺東縣成功鎮大同路８３號,0.0,,,,1140815,土地0建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,0810601,195.19,4,2,3,有,無,有,12000,61,,0.0,0,,RPPNMLKLQHKGFBV07CC,整棟(戶)出租,無,1140901~1150831,無,冷氣,社會住宅代管
太麻里鄉,租賃房屋,臺東縣太麻里鄉外環路５６號,0.0,,,,1140816,土地0建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,0820607,178.68,3,2,3,有,無,有,15000,84,,0.0,0,,RPPNMLKLQHKGFDV27CC,整棟(戶)出租,無,1140816~1150815,無,冷氣、熱水器、冰箱,社會住宅代管
台東市,租賃房屋,臺東縣臺東市開封街３０１號六樓之９號,0.0,,,,1140820,土地0建物1車位0,六層,12,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0820522,37.760000000000005,1,0,1,有,有,有,6500,172,,0.0,0,,RPQNMLLLQHKGFAV17CC,獨立套房,有,1140901~1150831,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
台東市,租賃房屋,臺東縣臺東市更生路１２５８號四樓之８,0.0,,,,1140820,土地0建物1車位0,四層,15,住宅大樓(11層含以上有電梯),Ｈ２集合住宅,鋼筋混凝土造,1130904,119.15,1,1,1,有,有,有,17600,148,,0.0,0,,RPPNMLPLQHKGFAV47CC,整棟(戶)出租,有,1140821~1150820,有,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租
台東市,租賃房屋+車位,臺東縣臺東市傳廣路３８８巷１０６號二樓之２,0.0,,,,1140814,土地0建物1車位1,二層,8,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0850326,110.23,3,1,1,有,有,有,12300,112,坡道平面,0.0,0,,RPQNMLPLQHKGFAV57CC,整棟(戶)出租,有,1140901~1150831,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
