鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
萬華區,房地(土地+建物)+車位,臺北市萬華區桂林路１５３號十樓,15.12,商,,,1141201,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0940729,166.31,2,2,2,有,有,32100000,205286,坡道機械,17.25,1500000,,RPQNMLPJKIKGFBA47EA,82.24,0.0,5.34,有,0001
士林區,土地,富安段二小段240地號,101.45,商,,,1141201,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,8746250,86212,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPVNMLPJKIKGFEA18DA,0.0,0.0,0.0,無,0002
北投區,房地(土地+建物)+車位,臺北市北投區幽雅路１０號,894.0,都市：其他:特定休閒旅館住宅專用區。,,,1141204,土地1建物9車位5,全,四層,透天厝,住家用,鋼筋混凝土造,0710920,1357.55,16,11,15,有,有,170000000,125226,坡道機械,0.0,0,,RPVNMLTJKIKGFEA58DA,951.08,0.0,141.44,有,
大安區,土地,復興段三小段8地號,18.0,住,,,1141203,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,27500000,1527778,,0.0,0,因土地上有設定抵押權及地上權影響價格比市場行情低,RPPNMLTJKIKGFFA18EA,0.0,0.0,0.0,無,
信義區,房地(土地+建物)+車位,臺北市信義區松德路１６９巷２６號四樓,23.31,住,,,1141103,土地1建物1車位1,四層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1140605,207.01,3,2,2,有,有,68000000,371394,坡道平面,33.34,3500000,,RPRNMLPJJIKGFDA57DA,94.96,13.26,9.36,有,
士林區,土地,富安段二小段372地號,199.44,都市：其他:遊樂區(細部計畫尚未完成，尚未能准許依變更後計畫用途使用)。,,,1141103,土地11建物0車位0,,,其他,,,,0.0,0,0,0,無,無,11200000,56157,,0.0,0,包含公共設施保留地用地；,RPOOMLNJJIKGFEA27DA,0.0,0.0,0.0,無,0003
文山區,車位,臺北市文山區興隆路二段２５２號房屋地下三層,0.26,,,,1141104,土地1建物1車位1,地下三層,十五層,其他,見使用執照,鋼筋混凝土造,0840105,36.34,0,0,0,無,有,2800000,,坡道平面,36.34,2800000,僅車位交易；,RPPNMLQJJIKGFAA27EA,0.0,0.0,0.0,有,0004
中山區,車位,臺北市中山區林森北路５９２號,3.87,商,,,1141104,土地1建物1車位1,一層,十層,其他,住家用,鋼筋混凝土造,0560324,32.62,0,0,0,無,有,3000000,,一樓平面,32.62,3000000,僅車位交易；,RPRPMLQJJIKGFCA77DA,0.0,0.0,0.0,有,
大安區,車位,臺北市大安區和平東路三段４６４巷２、６、８、１０號地下三層,1.76,住,,,1141104,土地1建物1車位1,地下三層,十四層,其他,停車空間,鋼骨鋼筋混凝土造,0910704,42.510000000000005,0,0,0,無,有,2400000,,坡道平面,42.51,2400000,僅車位交易；,RPQNMLRJJIKGFFA87DA,0.0,0.0,0.0,有,0005
