鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
新店區,房地(土地+建物),新北市新店區寶橋路77號,10.99,住,,,1140811,土地45建物1車位0,三十層,42,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,96.14,2,2,1,有,無,21930000,228105,,0.0,0,,RPQNMLMKQHKGFCF28CB,合環LANDMARK,A棟A8-30F號,
新店區,房地(土地+建物),新北市新店區寶橋路77號,11.0,住,,,1140812,土地45建物1車位0,十五層,42,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,96.18,2,2,1,有,無,19780000,205656,,0.0,0,,RPRNMLMKQHKGFCF38CB,合環LANDMARK,B棟B7-15F號,
汐止區,房地(土地+建物)+車位,新北市汐止區保長路,76.01,其他,,,1140811,土地1建物1車位3,七層,9,工廠,見其他登記事項,鋼筋混凝土造,,400.07,0,0,0,無,無,32820000,,坡道平面,72.84,4800000,買方因故更換購買公司名稱，故退戶後重新簽約。原買賣申報書序號：B1FD11311060002解除申報書序號 : H1FD11408140001,RPPNMLPKQHKGFDF58CB,東煒大局,A棟8號,
樹林區,房地(土地+建物),新北市樹林區柑園街一段77號邊工地,29.52,,一般農業區,甲種建築用地,1140814,土地2建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,88.71,2,2,1,有,無,10846400,122268,,0.0,0,,RPPNMLPKQHKGFIF09CB,荷蘊煦,A1棟5號,
林口區,房地(土地+建物),新北市林口區文化三路二段,4.9,商,,,1140812,土地12建物1車位0,六層,29,辦公商業大樓,住商用,鋼筋混凝土造,,59.69,0,0,0,無,無,10100000,169208,,0.0,0,,RPPNMLRKQHKGFBF58CB,新潤世界都心,B8棟06F號,
林口區,房地(土地+建物),新北市林口區文化三路二段,4.9,商,,,1140812,土地12建物1車位0,八層,29,辦公商業大樓,住商用,鋼筋混凝土造,,59.69,0,0,0,無,無,10160000,170213,,0.0,0,,RPQNMLRKQHKGFBF68CB,新潤世界都心,B8棟08F號,
林口區,房地(土地+建物)+車位,新北市林口區文化三路二段,10.24,商,,,1140816,土地12建物1車位1,八層,29,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,146.56,3,2,2,有,無,24580000,181878,坡道平面,24.06,2300000,,RPRNMLRKQHKGFBF78CB,新潤世界都心,A9棟08F號,
土城區,房地(土地+建物)+車位,新北市土城區明德路一段,14.75,住,,,1140818,土地5建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,125.2,3,2,2,有,無,22700000,205212,坡道平面,27.74,2700000,交易總價含下列非屬預售屋價格之費用:家電費,RPQNMLSKQHKGFAF68CB,紅布朗花園,B棟B3-15F號,
土城區,房地(土地+建物)+車位,新北市土城區明德路一段,14.75,住,,,1140812,土地5建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,125.2,3,2,2,有,無,22700000,205212,坡道平面,27.74,2700000,交易總價含下列非屬預售屋價格之費用:家電費,RPSNMLSKQHKGFAF88CB,紅布朗花園,C棟C2-13F號,
