鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
柳營區,土地,篤農段749-7地號,44.41,,鄉村區,乙種建築用地,1141202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,306429,6900,,0.0,0,,RPQNMLOJKIKGFDD87EA,0.0,0.0,0.0,無,
東山區,土地,前大埔段942地號,2928.0,,山坡地保育區,農牧用地,1141201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1464000,500,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLLJKIKGFED08DA,0.0,0.0,0.0,無,
東山區,土地,前大埔段947-4地號,2344.0,,山坡地保育區,農牧用地,1141201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,300000,128,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,SPVNMLLJKIKGFED18DA,0.0,0.0,0.0,無,
白河區,土地,竹子門段224-1地號,44.4,,鄉村區,乙種建築用地,1141202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,273600,6162,,0.0,0,買賣以現況交付。買賣包含地上物全部在內。親友、員工、共有人或其他特殊關係間之交易；,RPQNMLMJKIKGFED67DA,0.0,0.0,0.0,無,
六甲區,土地,龜子港段863地號,3000.0,,特定農業區,農牧用地,1141203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4000000,1333,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLOJKIKGFFD08DA,0.0,0.0,0.0,無,
佳里區,房地(土地+建物),臺南市佳里區安西里３鄰光復路２９６號七樓之１,2.81,商,,,1141201,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),其他,鋼筋混凝土造,0701231,50.150000000000006,1,1,1,有,有,600000,11964,,0.0,0,,RPSNMLPJKIKGFGD38DA,38.77,0.0,0.0,有,
白河區,土地,河東段34地號,1059.0,,特定農業區,農牧用地,1141203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1450000,1369,,0.0,0,,RPPNMLTJKIKGFED28DA,0.0,0.0,0.0,無,
大內區,土地,石仔瀨段475地號,32.72,住,,,1141202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,250000,7641,,0.0,0,,RPPNMLOJKIKGFFD87DA,0.0,0.0,0.0,無,
六甲區,土地,信義段532地號,28.17,,,,1141208,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,682400,24224,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLTJKIKGFFD38DA,0.0,0.0,0.0,無,
善化區,房地(土地+建物),臺南市善化區北子店５０１之１號,90.48,,特定農業區,甲種建築用地,1141205,土地3建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0870409,189.3,5,1,3,有,無,2367000,12504,,0.0,0,頂樓加蓋；,RPTNMLTJKIKGFHD98DA,178.38,0.0,10.92,無,
永康區,土地,永保段17地號,11.45,住,,,1141203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,519450,45367,,0.0,0,,RPSOMLNJKIKGFKD68DA,0.0,0.0,0.0,無,
柳營區,土地,東昇段59地號,348.42,住,,,1141101,土地8建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5291000,15186,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLOJJIKGFDD67EA,0.0,0.0,0.0,無,
白河區,土地,詔安段1678地號,213.75,,一般農業區,甲種建築用地,1141103,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,300000,1404,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPPNMLNJJIKGFED57DA,0.0,0.0,0.0,無,
佳里區,土地,仁愛段170-1地號,19.92,住,,,1141104,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1800000,90361,,0.0,0,,RPQNMLQJJIKGFGD18DA,0.0,0.0,0.0,無,
關廟區,土地,文衡段449-1地號,22.8,商,,,1141105,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,500000,21930,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPRMLKLIIKGFID28EA,0.0,0.0,0.0,無,0001
