鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
北屯區,房地(土地+建物)+車位,臺中市北屯區太原路3段與和順路路口,18.22,商,,,1140812,土地2建物1車位1,六層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.04,2,2,1,有,無,15700000,172099,坡道平面,40.34,2500000,,RPRNMLMKQHKGFBB87CB,原潮APT,A棟9號,
烏日區,房地(土地+建物)+車位,臺中市烏日區環河路五段和三榮九路口,18.45,住,,,1140811,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,110.31,2,2,1,有,無,13250000,136945,坡道平面,28.16,2000000,,RPPNMLMKQHKGFIB38CB,櫻花大綻,02-A3棟0號,
豐原區,房地(土地+建物),臺中市豐原區豐裕路,19.24,住,,,1140813,土地1建物1車位0,九層,10,辦公商業大樓,商業用,鋼筋混凝土造,,58.23,0,0,0,無,無,9180000,157651,,0.0,0,,RPPNMLNKQHKGFDB97CB,ARC豐富特區,9F-C號,
南屯區,房地(土地+建物)+車位,臺中市南屯區五權西路二段與南屯路二段,15.11,住,,,1140813,土地4建物1車位1,二層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.18,2,2,1,有,無,19900000,193721,坡道平面,37.36,2500000,,RPPNMLOKQHKGFCB97CB,豐邑泊金灣,B3棟02號,
豐原區,房地(土地+建物)+車位,臺中市豐原區豐裕路,19.11,住,,,1140813,土地1建物1車位1,四層,10,辦公商業大樓,商業用,鋼筋混凝土造,,76.71,0,0,0,無,無,9480000,148340,坡道機械,18.87,900000,,RPUNMLOKQHKGFDB58CB,ARC豐富特區,4F-C號,
北屯區,房地(土地+建物)+車位,臺中市北屯區松竹路一段,10.44,商,,,1140811,土地1建物1車位1,五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,123.03,2,2,2,有,無,17750000,170959,坡道平面,32.95,2350000,,RPQNMLPKQHKGFBB08CB,富宇琚山境,B棟6號,
烏日區,房地(土地+建物)+車位,臺中市烏日區溪南路二段151巷,26.77,,鄉村區,乙種建築用地,1140811,土地1建物1車位1,七層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,123.6,2,2,2,有,無,10400000,91658,坡道平面,26.5,1500000,,RPPNMLPKQHKGFIB68CB,鼎川縱橫天?,C棟C7號,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街與大觀路口,10.88,商,,,1140813,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,124.35,2,2,1,有,無,23540000,237507,坡道平面,34.5,2200000,,RPPNMLRKQHKGFCB28CB,國泰森林薈,A5棟5號,
沙鹿區,房地(土地+建物)+車位,臺中市沙鹿區新站一路,17.24,住,,,1140817,土地1建物1車位1,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.41,2,2,1,有,無,13140000,138603,坡道平面,38.84,2250000,,RPPNMLRKQHKGFFB58CB,富宇光嶼,A6棟10F號,
北屯區,房地(土地+建物)+車位,臺中市北屯區山西路二段,25.88,住,,,1140813,土地3建物1車位1,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,125.24,2,2,2,有,無,25070000,237478,坡道平面,30.41,2550000,,RPRNMLSKQHKGFBB48CB,敘DOS,C棟10號,
北屯區,房地(土地+建物)+車位,臺中市北屯區山西路二段,25.88,住,,,1140814,土地3建物1車位1,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,125.24,2,2,2,有,無,24890000,235579,坡道平面,30.41,2550000,,RPSNMLSKQHKGFBB58CB,敘DOS,C棟9號,
北屯區,房地(土地+建物)+車位,臺中市北屯區山西路二段,25.88,住,,,1140814,土地3建物1車位1,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,125.24,2,2,2,有,無,25240000,239270,坡道平面,30.41,2550000,,RPTNMLSKQHKGFBB68CB,敘DOS,C棟11號,
后里區,房地(土地+建物),臺中市后里區九甲路,82.38,農,,,1140816,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,246.28,6,1,7,有,無,23700000,96232,,0.0,0,,RPTNMLSKQHKGFDB88CB,禾豐Ⅲ,A棟3號,
大里區,房地(土地+建物),臺中市大里區立興街,11.75,住,,,1140814,土地1建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,34.2,1,0,1,有,無,5700000,166667,,0.0,0,,RPPNMLSKQHKGFIB09DB,知趣泊安,F棟4號,
