鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
屏東市,租賃房屋,屏東縣屏東市民和二路４８-１１號４樓,0.0,,,,1140811,土地0建物1車位0,四層,8,華廈(10層含以下有電梯),辦公室,鋼筋混凝土造,0960530,16.13,1,0,1,有,有,有,4000,248,,0.0,0,含增建或未登記建物；續租案件；,RPQNMLMKQHKGFAT96CC,獨立套房,有,1140918~1150917,有,冷氣、熱水器、電視機、冰箱、網路,一般代管
屏東市,租賃房屋,屏東縣屏東市建和街９１號,0.0,,,,1140811,土地0建物1車位0,見其他登記事項,1,工廠,工場﹝廠﹞,鋼骨造,1130503,195.92,0,0,0,無,無,無,4200,,,0.0,0,租金總額含稅；,RPSNMLMKQHKGFAT17CC,,無,1140815~1150814,無,,
內埔鄉,租賃房屋,屏東縣內埔鄉學人路５４９號２樓之３,0.0,,,,1140812,土地0建物1車位0,全,5,透天厝,騎樓、停車空間、樓梯間、門廳及車道、集合住宅,鋼筋混凝土構造,0840119,34.0,1,1,1,有,無,有,6800,200,,0.0,0,多人共同承租1；,RPQNMLMKQHKGFCT17CC,獨立套房,無,1140901~1150831,無,冷氣、熱水器、電視機、冰箱,社會住宅包租轉租
內埔鄉,租賃房屋,屏東縣內埔鄉福泰路３-１２號５樓,0.0,,,,1140811,土地0建物0車位0,五層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1031217,34.21,5,0,5,有,有,有,6000,175,,0.0,0,租金總額含管理費；網路費；,RPSOMLNKQHKGFCT57CC,分租套房,有,1140901~1150831,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管
里港鄉,租賃房屋,屏東縣里港鄉中和路６之２號,0.0,,,,1140812,土地0建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,1091013,241.45,3,2,4,有,無,無,26000,108,,0.0,0,,RPPNMLPKQHKGFBT27CC,整棟(戶)出租,無,1140815~1150814,無,冷氣、熱水器、洗衣機、電視機、冰箱,
內埔鄉,租賃房屋,屏東縣內埔鄉四維路４１之５號３樓之６,0.0,,,,1140816,土地0建物1車位0,三層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1120928,97.33,3,2,2,有,有,有,15500,159,,0.0,0,,RPPNMLQKQHKGFCT47CC,整棟(戶)出租,有,1140825~1150824,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
長治鄉,租賃房屋,屏東縣長治鄉長春街一段５２號２樓之１５,0.0,,,,1140818,土地0建物1車位0,二層,6,華廈(10層含以下有電梯),辦公室,鋼筋混凝土造,0930630,21.68,1,1,1,有,有,有,6000,277,,0.0,0,租金總額含管理費；其他租金含管理費；,RPUNMLSKQHKGFAT97CC,獨立套房,有,1140821~1150820,有,冷氣、熱水器、電視機、冰箱,社會住宅代管
內埔鄉,租賃房屋,屏東縣內埔鄉壽比路２６９號３樓之５,0.0,,,,1140811,土地0建物1車位0,三層,5,華廈(10層含以下有電梯),見使用執照,鋼筋混凝土造,0920501,21.63,1,0,1,有,有,有,3000,139,,0.0,0,含增建或未登記建物；續租案件；,RPPNMLSKQHKGFCT67CC,獨立套房,有,1140905~1150304,有,冷氣、熱水器、電視機、冰箱、網路,一般代管
麟洛鄉,租賃房屋,屏東縣麟洛鄉成功路４２號,0.0,,,,1140815,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,0801014,83.52,4,2,3,有,無,無,13000,156,,0.0,0,續租案件；,RPPNMLTKQHKGFAT57CC,整棟(戶)出租,無,1140817~1150816,無,冷氣,社會住宅包租轉租
屏東市,租賃房屋,屏東縣屏東市德豐街６７號六樓,0.0,,,,1140815,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810808,112.47,3,2,2,有,有,無,14000,124,,0.0,0,此為屏東縣政府社會住宅包租代管計畫。續租案件；,RPQNMLTKQHKGFAT67CC,整棟(戶)出租,無,1140922~1150921,有,熱水器、瓦斯或天然氣,社會住宅代管
屏東市,租賃房屋,屏東縣屏東市歸仁路９４巷９號,0.0,,,,1140812,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,,87.02,3,2,2,有,無,有,10000,115,,0.0,0,此為屏東縣政府社會住宅包租代管計畫。續租案件；,RPSNMLTKQHKGFAT87CC,整棟(戶)出租,無,1140901~1150831,無,熱水器、瓦斯或天然氣,社會住宅包租轉租
屏東市,租賃房屋,屏東縣屏東市迪化街１８０號７樓之３,0.0,,,,1140811,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0811020,110.97,3,2,2,有,有,有,12500,113,,0.0,0,續租案件；,RPTNMLTKQHKGFAT97CC,整棟(戶)出租,無,1140824~1150823,有,冷氣、熱水器、冰箱、瓦斯或天然氣,社會住宅包租轉租
新埤鄉,租賃房屋,屏東縣新埤鄉新中路８５號,0.0,,,,1140811,土地0建物1車位0,一層,3,公寓(5樓含以下無電梯),住宅,加強磚造,0570115,52.2,3,2,1,有,無,無,8000,153,,0.0,0,續租案件；,RPQNMLTKQHKGFCT87CC,整棟(戶)出租,無,1140812~1150811,無,,社會住宅代管
屏東市,租賃房屋,屏東縣屏東市民和二路４８-９號３樓,0.0,,,,1140817,土地0建物1車位0,三層,8,華廈(10層含以下有電梯),辦公室,鋼筋混凝土造,0960530,16.13,1,0,1,有,有,有,3800,236,,0.0,0,含增建或未登記建物；續租案件；,RPPNMLKLQHKGFAT76CC,獨立套房,有,1140817~1150216,有,冷氣、熱水器、電視機、冰箱、網路,一般代管
屏東市,租賃房屋,屏東縣屏東市民和二路４８-１２號６樓,0.0,,,,1140812,土地0建物1車位0,六層,8,華廈(10層含以下有電梯),辦公室,鋼筋混凝土造,0960530,16.13,1,0,1,有,有,有,3800,236,,0.0,0,含增建或未登記建物；續租案件；,RPQNMLKLQHKGFAT86CC,獨立套房,有,1140901~1150831,有,冷氣、熱水器、電視機、冰箱、網路,一般代管
