鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
西屯區,土地,鑫港尾段160地號,14.97,住,,,1141201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3680000,245825,,0.0,0,,RPWNMLNJKIKGFCB97DA,0.0,0.0,0.0,無,00001
西屯區,土地,鑫港尾段172地號,22.2,住,,,1141201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5860000,263964,,0.0,0,,SPWNMLNJKIKGFCB08DA,0.0,0.0,0.0,無,00002
烏日區,土地,成功嶺段526-1地號,3.95,住,,,1141204,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,134300,34000,,0.0,0,地清或未辦繼承標售；,RPQNMLSJKIKGFIB58EA,0.0,0.0,0.0,無,
南屯區,土地,春安段527地號,17.34,都市：其他:排水道,,,1141103,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1180000,68051,,0.0,0,包含公共設施保留地用地；,RPPOMLRJJIKGFCB67DA,0.0,0.0,0.0,無,00003
梧棲區,房地(土地+建物),臺中市梧棲區臺灣大道九段４２號,69.0,住,,,1141105,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0650615,211.95,5,2,4,有,無,6500000,30668,,0.0,0,,RPXNMLLKJIKGFFB18DA,211.95,0.0,0.0,無,
南區,房地(土地+建物)+車位,臺中市南區和昌街１５６號５樓之２,13.21,住,,,1141101,土地2建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850328,79.1,3,3,3,有,有,13400000,169406,升降平面,0.0,0,其他增建；,RPRNMLOJJIKGFAB27DA,47.57,0.64,2.21,有,
南屯區,車位,臺中市南屯區楓樹西街１８９之２號等公共設施,0.0,,,,1141103,土地0建物1車位1,,,其他,,,,26.92,0,0,0,無,有,2200000,,坡道平面,26.92,2200000,建物坐落地號：楓樹段1239地號；僅車位交易；,RPSOMLOJJIKGFCB67DA,0.0,0.0,0.0,有,00004
豐原區,土地,向陽段1009-4地號,2.81,商,,,1141103,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,375900,133772,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLRJJIKGFDB77DA,0.0,0.0,0.0,無,
大甲區,土地,幼獅段597-4地號,112.0,,工業區,丁種建築用地,1141104,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,8600000,76786,,0.0,0,,RPRNMLOJJIKGFEB67DA,0.0,0.0,0.0,無,
