鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
內湖區,租賃房屋,臺北市內湖區金湖路３６９號,44.32,住,,,1140811,土地1建物1車位0,一層,9,店面(店鋪),商業用,鋼筋混凝土造,0871230,96.34,0,0,0,無,有,無,43000,446,,0.0,0,稅金、管理費另計,RPUOMLLKQHKGFCA28CC,,有,1140922~1170921,有,冷氣、熱水器、瓦斯或天然氣,
文山區,租賃房屋,臺北市文山區木新路三段３３９巷１弄４號三樓,0.0,,,,1140811,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0611108,80.73,3,2,1,有,無,有,23000,285,,0.0,0,,RPTOMLMKQHKGFAA08CC,整棟(戶)出租,無,1140831~1150830,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
大同區,租賃房屋,臺北市大同區敦煌路１３號３樓,0.0,,,,1140812,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640704,100.72,4,1,2,有,無,有,32000,318,,0.0,0,,RPPPMLMKQHKGFBA87CC,整棟(戶)出租,無,1140815~1150814,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
信義區,租賃房屋,臺北市信義區光復南路４５３號３樓,0.0,,,,1140811,土地0建物1車位0,三層,12,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0720901,106.76,2,1,1,有,有,有,26000,244,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。續租案件；,RPSNMLMKQHKGFDA18CC,整棟(戶)出租,無,1140903~1160902,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
北投區,租賃房屋,臺北市北投區中央北路三段４３號４樓,0.0,,,,1140811,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690516,88.61,3,2,2,有,無,無,29000,327,,0.0,0,,RPSNMLMKQHKGFEA28CC,分層出租,無,1140822~1160821,無,冷氣、熱水器、瓦斯或天然氣,
北投區,租賃房屋,臺北市北投區光明路２１８之４號２樓,0.0,,,,1140812,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住商用,加強磚造,0580324,104.15,0,0,0,無,無,無,45000,432,,0.0,0,前二年租金為新台幣肆萬伍仟元整第三年到第五年租金為新台幣伍萬元整,RPWNMLMKQHKGFEA68CC,,無,1140916~1190915,無,,
士林區,租賃房屋,臺北市士林區文昌路１４０巷１３號四樓,0.0,,,,1140811,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0651223,95.13,1,1,1,有,無,有,22000,231,,0.0,0,,RPOOMLMKQHKGFEA97CC,獨立套房,無,1140830~1150829,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
文山區,租賃房屋,臺北市文山區景後街９５號８樓之８,0.0,,,,1140812,土地0建物1車位0,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831108,41.34,1,0,1,有,有,有,12000,290,,0.0,0,,RPRNMLNKQHKGFAA87CC,獨立套房,有,1140825~1150824,有,熱水器,社會住宅包租轉租
文山區,租賃房屋,臺北市文山區指南路３段７７巷１２號第７樓,0.0,,,,1140811,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),多戶住宅,鋼筋混凝土造,1120808,37.18,1,0,1,有,有,無,15000,403,,0.0,0,國家住宅及都市更新中心社會住宅包租代管計畫之物件，評定市價租金為16667元，因選擇「代管」方案須打9折，且簽約租金無條件捨去至百分位，實際租賃契約金額15000元。,RPUNMLNKQHKGFAA18CC,獨立套房,有,1140814~1150813,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
內湖區,租賃房屋,臺北市內湖區江南街１１７巷８弄４號４樓,0.0,,,,1140813,土地0建物0車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720523,28.83,4,1,2,有,無,無,10800,375,,0.0,0,續租案件；,RPUNMLNKQHKGFCA38CC,分租雅房,無,1140901~1160831,無,冷氣,一般轉租
內湖區,租賃房屋,臺北市內湖區內湖路一段７３７巷７９號３樓,0.0,,,,1140813,土地0建物0車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0661209,19.95,5,1,2,有,無,無,11800,591,,0.0,0,續租案件；,RPWNMLNKQHKGFCA58CC,分租雅房,無,1140901~1160228,無,冷氣,一般轉租
