鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
成功鎮,土地,小馬東段465地號,237.35,,風景區,農牧用地,1141201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,504000,2123,,0.0,0,,RPPNMLSJKIKGFBV07DA,0.0,0.0,0.0,無,
池上鄉,土地,慶豐段1258-2地號,399.33,,山坡地保育區,農牧用地,1141101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,59899,150,,0.0,0,,RPPNMLRJJIKGFCV96DA,0.0,0.0,0.0,無,
太麻里鄉,土地,荖花段151地號,2554.5,,山坡地保育區,農牧用地,1141110,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,400000,157,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLNKJIKGFDV76DA,0.0,0.0,0.0,無,
台東市,土地,富岡段978-3地號,8.05,,鄉村區,乙種建築用地,1141111,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,292800,36373,,0.0,0,畸零地或有合併使用效益；,RPRNMLLKJIKGFAV09DA,0.0,0.0,0.0,無,
台東市,房地(土地+建物),臺東縣台東市傳廣路４號,121.0,住,,,1141105,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土．鋼筋水泥造,0670911,433.18,6,2,5,有,無,14000000,32319,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPPNMLNKJIKGFAV09DA,418.19,14.99,0.0,無,
鹿野鄉,房地(土地+建物),臺東縣鹿野鄉永安路２５７巷２號,156.22,,鄉村區,乙種建築用地,1141107,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0860116,179.24,5,1,2,有,無,8500000,47422,,0.0,0,其他增建；,RPPNMLNKJIKGFCV66DA,160.1,0.0,19.14,無,
大武鄉,土地,大鳥段1050地號,9490.0,,山坡地保育區,農牧用地,1141104,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,500000,53,,0.0,0,,RPQNMLLKJIKGFDV66DA,0.0,0.0,0.0,無,
延平鄉,土地,鸞山段259地號,8590.0,,山坡地保育區,林業用地,1141112,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,400000,47,,0.0,0,,RPPNMLKLJIKGFCV56EA,0.0,0.0,0.0,無,
台東市,房地(土地+建物),臺東縣台東市新社一街五巷４號,48.0,,,,1141107,土地1建物1車位0,全,三層,透天厝,住商用,鐵筋水泥磚造,0630115,137.28,3,2,3,有,無,6200000,45163,,0.0,0,,RPQNMLKLJIKGFAV98DA,137.28,0.0,0.0,無,
