鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市化道路與中美十一街口,67.41,住,,,1140820,土地4建物1車位1,四層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,137.92,2,2,2,有,無,13130000,101324,坡道平面,23.14,1500000,,RPPNMLLLQHKGFAU86CB,藏峰,1棟4D號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉吉昌一街205號隔壁,27.06,住,,,1140818,土地1建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,82.91,2,2,2,有,無,7470000,90098,,0.0,0,,RPPNMLLLQHKGFAU96DB,磬揚合靜,A11棟4樓號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市南京街,27.75,住,,,1140816,土地1建物1車位1,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,86.62,2,2,2,有,無,9220000,107300,一樓平面,13.74,1400000,,RPPNMLMLQHKGFAU96CB,三軒茶屋,4A棟4A號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉吉昌一街205號隔壁,29.85,住,,,1140823,土地1建物1車位1,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,105.38,3,2,2,有,無,8680000,83898,一樓平面,13.84,1000000,,RPPNMLPLQHKGFAU37DB,磬揚合靜,A7棟2樓號,
玉里鎮,房地(土地+建物),花蓮縣玉里鎮城南四街,109.47,住,,,1140825,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,203.93,4,2,5,有,無,13200000,64728,,0.0,0,,RPPNMLLJRHKGFCU96CB,玉璞段,1A棟A4號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉文化十一街,29.9,住,,,1140901,土地2建物1車位1,六層,8,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,118.11,2,2,2,有,無,8183000,74112,升降機械,19.84,900000,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLOJRHKGFAU07CB,吉美登峰2,1棟A1號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市南京街,27.7,住,,,1140826,土地1建物1車位1,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,93.74,2,2,2,有,無,9010000,101912,一樓平面,21.03,1600000,,RPQNMLOJRHKGFAU17CB,三軒茶屋,D棟4F號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國聯五路與國民九街交叉路口,16.02,商,,,1140822,土地1建物1車位1,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,162.57,4,2,2,有,無,14310000,90751,坡道平面,24.72,1800000,,RPPNMLSJRHKGFAU47CB,超綻,A棟1-08F號,
花蓮市,房地(土地+建物),花蓮縣花蓮市國聯五路與國民九街交叉路口,11.27,商,,,1140816,土地1建物1車位0,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,98.52,2,2,2,有,無,9100000,92367,,0.0,0,,RPQNMLSJRHKGFAU57CB,超綻,C棟2-07F號,
