鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
龜山區,租賃房屋+車位,桃園市龜山區復興一路２１２巷２３號六樓,0.0,,,,1141111,土地0建物1車位1,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1040701,152.51,3,2,2,有,有,無,27000,177,坡道平面,17.6,0,,RPTNMLLKJIKGFHH68CC,整棟(戶)出租,無,1141120~1161119,有,冷氣、熱水器、瓦斯或天然氣,
桃園區,租賃房屋,桃園市桃園區新生路１２１號二樓,0.0,,,,1141112,土地0建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080528,103.21000000000001,2,1,1,有,有,無,15000,145,,0.0,0,社會住宅 管理費1500元 水電費 瓦斯費 由承租人負擔未租賃車位，建物登記含有車位面積；續租案件；,RPXPMLMKJIKGFAH68CC,整棟(戶)出租,有,1141115~1151114,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
中壢區,租賃房屋,桃園市中壢區龍東路６５１號,0.0,,,,1141111,土地0建物1車位0,全,5,透天厝,店舖、住宅、停車空間、樓梯間,鋼筋混凝土造,0960414,244.8,3,3,3,有,無,有,30000,123,,0.0,0,社會住宅 水電費由承租人負擔續租案件；,RPPPMLMKJIKGFBH97CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器、冰箱、瓦斯或天然氣,社會住宅代管
中壢區,租賃房屋+車位,桃園市中壢區仁德街９６號三樓之９,0.0,,,,1141112,土地0建物1車位1,三層,13,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1140317,134.04,2,2,1,有,有,有,19500,170,坡道平面,37.05,3000,每個月管理費3500元由承租人負擔,RPPQMLMKJIKGFBH08CC,整棟(戶)出租,有,1141115~1151114,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
楊梅區,租賃房屋+車位,桃園市楊梅區中興路１１４號五樓,0.0,,,,1141112,土地0建物1車位1,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910703,160.04000000000002,3,2,2,有,有,無,12000,75,坡道平面,0.0,1000,管理費1200元，水電費 瓦斯費 由承租人負擔續租案件；,RPQNMLMKJIKGFDH08CC,整棟(戶)出租,有,1141115~1151114,有,熱水器、瓦斯或天然氣,社會住宅代管
楊梅區,租賃房屋,桃園市楊梅區高平路３６５巷４７號,0.0,,,,1141112,土地0建物1車位0,全,4,透天厝,集合住宅,鋼筋混凝土造,1120503,220.18,4,2,4,有,無,有,28000,127,,0.0,0,社會住宅 水電費 由承租人負擔,RPTNMLMKJIKGFDH38CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
大園區,租賃房屋,桃園市大園區環區南路１９９之１號五樓,0.0,,,,1141111,土地0建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1110412,92.47,2,1,2,有,有,有,17000,184,,0.0,0,,RPQPMLMKJIKGFEH38CC,整棟(戶)出租,有,1141208~1151207,有,冷氣、熱水器,社會住宅包租轉租
八德區,租賃房屋+車位,桃園市八德區豐德路２０６號四樓,0.0,,,,1141111,土地0建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030819,115.68,2,2,1,有,有,有,16300,140,坡道平面,20.37,3000,每個月管理費1700元由承租人負擔,RPRNMLMKJIKGFFH38CC,整棟(戶)出租,有,1141120~1151119,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
龜山區,租賃房屋,桃園市龜山區民生北路一段１３號５０１室,0.0,,,,1141112,土地0建物0車位0,全,5,透天厝,店舖、停車空間、辦公室、住宅,鋼筋混凝土造,0960503,31.76,6,1,9,有,無,有,13000,409,,0.0,0,租金總額含管理費；網路費；,RPTOMLMKJIKGFHH88CC,分租套房,無,1141114~1151113,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,
