鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
斗六市,土地,秦寮段119地號,513.0,,特定農業區,農牧用地,1141113,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,無,19800,39,,0.0,0,含增建或未登記建物；,RPPNMLOKJIKGFAP68CC,,,1141116~1150515,,,
斗六市,租賃房屋,雲林縣斗六市中興路５６之３巷４０號五樓,0.0,,,,1141111,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0830128,89.49,3,2,2,有,無,有,9000,101,,0.0,0,續租案件；,RPSNMLOKJIKGFAP98CC,整棟(戶)出租,無,1141114~1151113,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
斗六市,租賃房屋,雲林縣斗六市中正路２００巷３之２號,0.0,,,,1141111,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740203,114.64999999999999,3,2,2,有,有,有,15000,131,,0.0,0,,RPWNMLOKJIKGFAP76CC,整棟(戶)出租,無,1141115~1151114,無,冷氣、熱水器、電視機、瓦斯或天然氣,社會住宅包租轉租
斗六市,租賃房屋,雲林縣斗六市西平路２０９號３樓之５,0.0,,,,1141112,土地0建物1車位0,三層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860515,122.27,3,1,2,有,有,有,10000,82,,0.0,0,,RPPNMLPKJIKGFAP78CC,整棟(戶)出租,有,1141116~1151115,有,熱水器、瓦斯或天然氣,
西螺鎮,租賃房屋,雲林縣西螺鎮中正路４６號,0.0,,,,1141116,土地0建物0車位0,全,3,透天厝,住商用,加強磚造,0651120,39.86,3,0,3,有,無,有,8925,224,,0.0,0,,RPPNMLQKJIKGFCP09CC,分租套房,無,1141116~1151130,無,冷氣、熱水器、冰箱,
西螺鎮,租賃房屋,雲林縣西螺鎮中正路４６號,0.0,,,,1141115,土地0建物0車位0,全,3,透天厝,住商用,加強磚造,0651120,39.86,3,0,3,有,無,有,8925,224,,0.0,0,,RPQNMLQKJIKGFCP56CC,分租套房,無,1141115~1151031,無,冷氣、熱水器、冰箱,
虎尾鎮,租賃房屋,雲林縣虎尾鎮林森路一段３６０巷３５之２號２樓,0.0,,,,1141114,土地0建物1車位0,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840406,77.02000000000001,1,0,1,有,有,有,8155,106,,0.0,0,續租案件；,RPPNMLRKJIKGFDP66CC,獨立套房,有,1141122~1151121,有,冷氣、熱水器、電視機、瓦斯或天然氣,社會住宅代管
崙背鄉,租賃房屋,雲林縣崙背鄉五常路３４之１１號,78.0,,鄉村區,乙種建築用地,1141115,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0831206,164.42,3,2,3,有,無,無,8000,49,,0.0,0,,RPPNMLTKJIKGFCP76CC,整棟(戶)出租,無,1141201~1171130,無,,一般包租
斗六市,租賃房屋,雲林縣斗六市科?一路８８１號,0.0,,,,1141120,土地0建物0車位0,全,3,透天厝,住宅、停車空間,鋼筋混凝土造,1120325,23.25,5,1,5,有,無,有,10500,452,,0.0,0,,RPRNMLKLJIKGFAP58CC,分租套房,無,1141120~1151130,無,冷氣、電視機、冰箱,
虎尾鎮,租賃房屋,雲林縣虎尾鎮松園三路１１２號４樓之７,0.0,,,,1141119,土地0建物1車位0,四層,10,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1090519,36.56,1,1,1,有,有,有,17000,465,,0.0,0,,RPPNMLKLJIKGFDP68CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、洗衣機、電視機、冰箱,一般包租
虎尾鎮,租賃房屋,雲林縣虎尾鎮五間厝６０號四樓之２３,0.0,,,,1141115,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1080409,13.510000000000002,1,0,1,有,有,有,4200,311,,0.0,0,含增建或未登記建物；,RPQNMLKLJIKGFDP78CC,獨立套房,有,1141201~1151130,有,冷氣、熱水器、電視機、冰箱、網路,一般代管
斗六市,租賃房屋,雲林縣斗六市後庄３４４號,0.0,,,,1141120,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0730130,96.1,3,2,2,有,無,有,8500,88,,0.0,0,,RPPNMLLLJIKGFAP48CC,整棟(戶)出租,無,1141120~1151119,無,熱水器、瓦斯或天然氣,社會住宅包租轉租
斗六市,租賃房屋+車位,雲林縣斗六市文化路９３８巷７２號７樓之２,0.0,,,,1141118,土地0建物1車位1,七層,10,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1120726,151.5,3,2,2,有,有,有,27875,184,坡道平面,31.58,0,,RPQNMLLLJIKGFAP58CC,整棟(戶)出租,有,1141120~1151119,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
斗南鎮,租賃房屋,雲林縣斗南鎮五福二街２５之２號九樓之２,0.0,,,,1141113,土地0建物1車位0,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851020,34.43,1,0,1,有,有,有,7000,203,,0.0,0,,RPQNMLMLJIKGFBP78CC,獨立套房,有,1141120~1151119,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
斗六市,租賃房屋,雲林縣斗六市西平路２０９號七樓之１５,0.0,,,,1141112,土地0建物1車位0,七層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860515,160.38,3,1,2,有,有,有,15000,94,,0.0,0,租金總額含管理費；,RPQNMLOLJIKGFAP88CC,整棟(戶)出租,有,1141127~1151126,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,
斗六市,租賃房屋,雲林縣斗六市西平路２０９號四樓之３,0.0,,,,1141121,土地0建物1車位0,四層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860515,107.33,3,1,2,有,有,有,13000,121,,0.0,0,租金總額含管理費；,RPPNMLPLJIKGFAP88CC,整棟(戶)出租,有,1141125~1151124,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
虎尾鎮,租賃房屋,雲林縣虎尾鎮五間厝６０號六樓之３７,0.0,,,,1141119,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1080409,13.32,1,0,1,有,有,有,4200,315,,0.0,0,含增建或未登記建物；續租案件；,RPPNMLPLJIKGFDP56CC,獨立套房,有,1150217~1160216,有,冷氣、熱水器、電視機、冰箱、網路,一般代管
虎尾鎮,租賃房屋,雲林縣虎尾鎮五間厝６０號七樓之１５,0.0,,,,1141120,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1080409,13.510000000000002,1,0,1,有,有,有,4200,311,,0.0,0,含增建或未登記建物；續租案件；,RPQNMLPLJIKGFDP66CC,獨立套房,有,1150201~1150731,有,冷氣、熱水器、電視機、冰箱、網路,一般代管
虎尾鎮,租賃房屋,雲林縣虎尾鎮五間厝６０號六樓之１２,0.0,,,,1141122,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1080409,13.32,1,0,1,有,有,有,4200,315,,0.0,0,含增建或未登記建物；續租案件；,RPPNMLQLJIKGFDP66CC,獨立套房,有,1150110~1150709,有,冷氣、熱水器、電視機、冰箱、網路,一般代管
元長鄉,租賃房屋,雲林縣元長鄉下寮村東興路３５１號,0.0,,,,1141123,土地0建物0車位0,二層,3,農舍,農舍,鋼筋混凝土造,0810810,12.0,5,0,5,有,無,有,4500,,,0.0,0,續租案件；,RPPNMLQLJIKGFEP76CC,分租套房,無,1150101~1161231,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
元長鄉,租賃房屋,雲林縣元長鄉下寮村下寮２３之２號,0.0,,,,1141126,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,0830715,15.0,7,0,7,有,無,有,5000,333,,0.0,0,續租案件；,RPPNMLRLJIKGFEP86CC,分租套房,無,1150107~1170106,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般轉租
斗六市,租賃房屋,雲林縣斗六市嘉東南路５０巷１０號,0.0,,,,1141118,土地0建物0車位0,全,3,透天厝,住家用,鋼筋混凝土造,0960208,14.25,7,0,7,有,無,有,3000,211,,0.0,0,,RPPNMLSLJIKGFAP56CC,分租套房,無,1141118~1151117,無,冷氣、熱水器、冰箱、網路,
斗六市,租賃房屋,雲林縣斗六市民生路８２號,0.0,,,,1141122,土地0建物0車位0,五層,7,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,0740725,14.94,42,0,42,有,無,有,5000,335,,0.0,0,,RPQNMLSLJIKGFAP66CC,分租套房,無,1150101~1151231,有,冷氣、熱水器、電視機、冰箱、有線電視、網路,
斗六市,租賃房屋,雲林縣斗六市一流街６６號,0.0,,,,1141122,土地0建物0車位0,全,4,透天厝,店舖、住宅、停車空間,鋼筋混凝土造,0980114,18.79,6,0,6,有,無,有,6000,319,,0.0,0,,RPRNMLSLJIKGFAP76CC,分租套房,無,1141201~1150630,無,冷氣、熱水器、電視機、冰箱、有線電視、網路,
斗南鎮,土地,興國段1337地號,661.16,住,,,1141127,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,無,24000,36,,0.0,0,,RPPNMLSLJIKGFBP66CC,,,1141215~1160615,,,
元長鄉,租賃房屋,雲林縣元長鄉下寮村東興路３７５號,0.0,,,,1141126,土地0建物0車位0,全,3,透天厝,住家用,木石磚造（磚石造）；加強磚造,0630115,15.0,7,0,7,有,無,有,5000,333,,0.0,0,續租案件；,RPPNMLLJKIKGFEP78CC,分租套房,無,1150116~1170115,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般轉租
斗六市,租賃房屋,雲林縣斗六市石榴路２２２巷２９號,0.0,,,,1141128,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0690801,99.02,5,2,3,有,無,有,15000,151,,0.0,0,續租案件；,RPPNMLMJKIKGFAP48CC,整棟(戶)出租,無,1141201~1151130,無,熱水器,一般代管
北港鎮,租賃房屋,雲林縣北港鎮文仁路２４０號,0.0,,,,1141120,土地0建物1車位0,全,3,透天厝,騎樓、店鋪、住宅、樓梯間,鋼筋混凝土造,1100518,52.83,0,0,0,無,無,有,25000,473,,0.0,0,,RPQNMLMJKIKGFEP98CC,,無,1141120~1151119,無,冷氣,
元長鄉,租賃房屋,雲林縣元長鄉下寮村東興路３７５號,0.0,,,,1141201,土地0建物0車位0,全,3,透天厝,住家用,木石磚造（磚石造）；加強磚造,0630115,18.0,7,0,7,有,無,有,5500,306,,0.0,0,多人共同承租2；續租案件；,RPRNMLMJKIKGFEP09CC,分租套房,無,1150101~1161231,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般轉租
元長鄉,租賃房屋,雲林縣元長鄉下寮村東興路３５１號,0.0,,,,1141201,土地0建物0車位0,二層,3,農舍,農舍,鋼筋混凝土造,0810810,15.0,5,0,5,有,無,有,5000,,,0.0,0,續租案件；,RPSNMLMJKIKGFEP56CC,分租套房,無,1150101~1161231,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
古坑鄉,租賃房屋,雲林縣古坑鄉文化路１２２之６號,0.0,,,,1141128,土地0建物1車位0,全,2,透天厝,住商用,加強磚造,0700508,144.92,4,2,2,有,無,有,17000,117,,0.0,0,,RPQNMLNJKIKGFAP68CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
斗南鎮,租賃房屋+車位,雲林縣斗南鎮文昌路３１號５樓之２,0.0,,,,1141124,土地0建物1車位1,五層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1140513,117.09,2,1,1,有,有,有,22000,188,坡道平面,29.79,0,,RPPNMLNJKIKGFBP68CC,整棟(戶)出租,有,1141125~1151124,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
虎尾鎮,租賃房屋,雲林縣虎尾鎮平和里青埔２號,682.99,,鄉村區,乙種建築用地,1141130,土地1建物0車位0,二層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0740128,20.0,24,1,24,有,無,有,5500,275,,0.0,0,含增建或未登記建物；租賃建物部分範圍，且未計入共有部分面積；續租案件；,RPPNMLNJKIKGFDP88CC,分租套房,無,1141201~1151130,無,冷氣、熱水器、電視機、冰箱、網路,一般轉租
斗六市,租賃房屋,雲林縣斗六市府中街２８號,0.0,,,,1141124,土地0建物0車位0,全,4,透天厝,店舖、住宅、停車空間,鋼筋混凝土造,1020510,19.83,4,3,6,有,無,有,9250,466,,0.0,0,,RPPNMLOJKIKGFAP68CC,分租套房,無,1141201~1151130,無,冷氣,
斗六市,租賃房屋,雲林縣斗六市府中街２８號,0.0,,,,1141202,土地0建物0車位0,全,4,透天厝,店舖、住宅、停車空間,鋼筋混凝土造,1020510,16.52,4,3,6,有,無,有,8500,515,,0.0,0,,RPQNMLOJKIKGFAP78CC,分租套房,無,1141210~1160209,無,冷氣,
斗南鎮,租賃房屋,雲林縣斗南鎮五福路４０號五樓之１,0.0,,,,1141126,土地0建物1車位0,五層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1121023,113.27,3,1,2,有,有,有,12430,110,,0.0,0,管理費每月2570元由出租人負擔。續租案件；,RPPNMLOJKIKGFBP78CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
虎尾鎮,租賃房屋,雲林縣虎尾鎮五間厝６０號六樓之２６,0.0,,,,1141128,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1080409,13.32,1,0,1,有,有,有,4200,315,,0.0,0,含增建或未登記建物；續租案件；,RPPNMLOJKIKGFDP98CC,獨立套房,有,1150118~1160117,有,冷氣、熱水器、電視機、冰箱、網路,一般代管
虎尾鎮,租賃房屋,雲林縣虎尾鎮中南１之１８號,0.0,,,,1141203,土地0建物0車位0,全,3,透天厝,住宅、電梯間,鋼筋混凝土造,1140224,21.0,6,1,6,有,無,有,7500,357,,0.0,0,,RPQNMLOJKIKGFDP09CC,分租套房,無,1150101~1151231,無,冷氣、洗衣機,一般代管
斗六市,租賃房屋+車位,雲林縣斗六市文化路９３８巷７６號８樓之１,0.0,,,,1141126,土地0建物1車位1,八層,10,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1120726,150.84,3,2,2,有,有,有,28444,189,坡道平面,31.58,0,,RPQNMLPJKIKGFAP88CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
斗六市,租賃房屋+車位,雲林縣斗六市文化路９３８巷７２號８樓,0.0,,,,1141126,土地0建物1車位1,八層,10,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1120726,150.78,3,2,2,有,有,有,26220,174,坡道平面,31.58,0,,RPRNMLPJKIKGFAP98CC,整棟(戶)出租,有,1150101~1151231,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
