鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
義竹鄉,土地,過路子段過路小段1220地號,929.0,,特定農業區,農牧用地,1150204,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1200000,1292,,0.0,0,農作物；,RPPNMLTJKHLGFBQ76EA,0.0,0.0,0.0,無,0001
大林鎮,房地(土地+建物)+車位,嘉義縣大林鎮吉林里中正路４００巷７６號四樓之２,24.57,住,,,1150202,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1140318,84.06,2,2,1,有,有,7900000,91067,一樓平面,14.88,1600000,,RPSNMLPJKHLGFCQ66DA,49.88,4.23,0.0,有,
布袋鎮,土地,貴舍新段297地號,1429.14,,一般農業區,農牧用地,1150203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,900000,630,,0.0,0,,RPWNMLNJKHLGFBQ76DA,0.0,0.0,0.0,無,0002
六腳鄉,土地,中庄段537地號,26.8,住,,,1150202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,500000,18657,,0.0,0,,RPQNMLMKKHLGFBQ78DA,0.0,0.0,0.0,無,
大林鎮,土地,頂林頭段296地號,617.08,,特定農業區,農牧用地,1150206,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,700000,1134,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLMKKHLGFCQ88EA,0.0,0.0,0.0,無,
溪口鄉,土地,游厝段游西小段139地號,659.89,,特定農業區,甲種建築用地,1150205,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,934758,1417,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLQJKHLGFCQ76DA,0.0,0.0,0.0,無,
水上鄉,土地,新大崙段471地號,89.78,,鄉村區,乙種建築用地,1150202,土地2建物0車位0,,,其他,,,,0.0,2,1,0,有,無,1629600,18151,,0.0,0,未登記建物；,RPPNMLMKKHLGFDQ88DA,0.0,0.0,0.0,無,
鹿草鄉,土地,鹿北段1015地號,2.48,住,,,1150204,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,20000,8065,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLMKKHLGFDQ09EA,0.0,0.0,0.0,無,0003
竹崎鄉,土地,崎腳段582-1地號,1479.01,,山坡地保育區,林業用地,1150206,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,130000,88,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；農作物；,RPQNMLNKKHLGFEQ66EA,0.0,0.0,0.0,無,0004
布袋鎮,房地(土地+建物),嘉義縣布袋鎮過溝東勢頭１１５之１９號,63.03,,鄉村區,乙種建築用地,1150205,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0740208,126.84,3,2,3,有,無,550000,4336,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLPJKHLGFBQ09DA,118.86,6.3,1.68,無,
大林鎮,土地,新大埔美段3122地號,2538.79,,一般農業區,農牧用地,1150206,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3046548,1200,,0.0,0,,RPTNMLTJKHLGFCQ17DA,0.0,0.0,0.0,無,
