鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
中山區,租賃房屋,基隆市中山區復興路２５９巷２５號２樓,0.0,,,,1141112,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0830930,83.14,2,2,2,有,無,有,12000,144,,0.0,0,續租案件；,RPUNMLNKJIKGFDC08CC,整棟(戶)出租,無,1141112~1151111,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
中正區,租賃房屋,基隆市中正區武昌街１３４之４號,0.0,,,,1141112,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690506,67.79,3,1,1,有,無,有,12000,177,,0.0,0,續租案件；,RPVNMLNKJIKGFDC18CC,整棟(戶)出租,無,1141115~1151114,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
安樂區,租賃房屋,基隆市安樂區崇德路６３號底層,0.0,,,,1141111,土地0建物1車位0,地下層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720331,67.49,3,1,1,有,無,有,8000,119,,0.0,0,,RPTOMLNKJIKGFDC08CC,整棟(戶)出租,無,1141115~1151114,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
中山區,租賃房屋,基隆市中山區通仁街１３７之１號,0.0,,,,1141112,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710607,83.85,3,1,1,有,無,有,15500,185,,0.0,0,,RPSPMLNKJIKGFDC08CC,整棟(戶)出租,無,1141113~1151112,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
中山區,租賃房屋,基隆市中山區復興路２３１號６樓之６,0.0,,,,1141111,土地0建物1車位0,六層,8,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1111007,104.27000000000001,3,1,2,有,有,有,15000,144,,0.0,0,續租案件；,RPPNMLOKJIKGFDC67CC,整棟(戶)出租,有,1141120~1151119,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
仁愛區,租賃房屋,基隆市仁愛區忠四路３３號２樓,0.0,,,,1141112,土地0建物1車位0,二層,3,公寓(5樓含以下無電梯),住家用,加強磚造,0410715,43.74,1,0,1,有,無,有,11000,251,,0.0,0,續租案件；,RPPNMLRKJIKGFDC97CC,獨立套房,無,1141115~1151114,無,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
中正區,租賃房屋,基隆市中正區觀海街３２號７樓,0.0,,,,1141113,土地0建物1車位0,七層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880114,95.95,3,2,2,有,有,有,14000,146,,0.0,0,續租案件；,RPRNMLRKJIKGFDC18CC,整棟(戶)出租,有,1141115~1151114,有,冷氣、熱水器、冰箱、瓦斯或天然氣,社會住宅代管
仁愛區,租賃房屋,基隆市仁愛區南新街５１巷９號,0.0,,,,1141111,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700128,92.49,2,1,1,有,無,有,14000,151,,0.0,0,續租案件；,RPSNMLRKJIKGFDC28CC,整棟(戶)出租,無,1141115~1151114,無,冷氣、熱水器、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
信義區,租賃房屋,基隆市信義區深溪路５５巷９６號４樓,0.0,,,,1141114,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0880122,134.68,3,2,2,有,有,有,13000,97,,0.0,0,,RPTNMLRKJIKGFDC38CC,整棟(戶)出租,有,1141114~1151113,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
