鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
屏東市,租賃房屋,屏東縣屏東市民和二路４８之１０號７樓,0.0,,,,1141112,土地0建物1車位0,七層,8,華廈(10層含以下有電梯),辦公室,鋼筋混凝土造,0960530,16.2,1,1,1,有,有,有,5500,340,,0.0,0,,RPPNMLMKJIKGFAT88CC,獨立套房,有,1141115~1151114,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
內埔鄉,租賃房屋,屏東縣內埔鄉惠陽街３４號四樓,0.0,,,,1141111,土地0建物1車位0,四層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830915,133.5,3,1,2,有,有,有,11000,82,,0.0,0,,RPPNMLMKJIKGFCT09CC,整棟(戶)出租,有,1141114~1151113,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、網路,社會住宅包租轉租
長治鄉,租賃房屋,屏東縣長治鄉長春街一段５２號４樓之１,0.0,,,,1141111,土地0建物1車位0,四層,6,華廈(10層含以下有電梯),辦公室,鋼筋混凝土造,0930630,22.43,1,0,1,有,有,有,4300,192,,0.0,0,含增建或未登記建物；續租案件；,RPPNMLNKJIKGFAT98CC,獨立套房,有,1141225~1150624,有,冷氣、熱水器、電視機、冰箱、網路,一般代管
屏東市,租賃房屋,屏東縣屏東市光復路３５８巷１２之１號,0.0,,,,1141113,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0700930,95.86,3,2,2,有,無,有,10000,104,,0.0,0,,RPRNMLNKJIKGFAT56CC,整棟(戶)出租,無,1141115~1151114,無,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
屏東市,租賃房屋,屏東縣屏東市廣東路１５８６巷１弄２號,0.0,,,,1141111,土地0建物1車位0,全,4,透天厝,住宅、機械房,鋼筋混凝土造,0891230,179.81,4,1,2,有,有,有,18000,100,,0.0,0,,RPPNMLRKJIKGFAT76CC,整棟(戶)出租,無,1141112~1151111,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
屏東市,租賃房屋,屏東縣屏東市民教路８２號２樓之１,0.0,,,,1141118,土地0建物1車位0,二層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1140117,56.489999999999995,22,1,1,有,無,有,18500,327,,0.0,0,,RPSNMLSKJIKGFAT17CC,整棟(戶)出租,無,1141120~1151119,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
屏東市,租賃房屋,屏東縣屏東市安心四橫巷２４１號１樓,0.0,,,,1141117,土地0建物1車位0,一層,2,店面(店鋪),住家用,加強磚造,0681218,51.03,1,1,1,有,無,無,8000,157,,0.0,0,114/11/17裝修期開始至115/2/19止租金總額含網路費；,RPUNMLSKJIKGFAT37CC,,無,1150220~1170220,無,冷氣、網路,
林邊鄉,租賃房屋,屏東縣林邊鄉中山路４６之１號,0.0,,,,1141111,土地0建物1車位0,全,3,透天厝,店鋪　住宅,鋼筋混凝土造,0710927,154.13,3,2,2,有,無,有,10000,65,,0.0,0,續租案件；,RPPNMLSKJIKGFDT17CC,整棟(戶)出租,無,1141215~1151214,無,,社會住宅包租轉租
屏東市,租賃房屋,屏東縣屏東市清寧街３２號５樓之２,0.0,,,,1141119,土地0建物1車位0,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840525,136.48000000000002,3,2,2,有,有,無,12000,88,,0.0,0,,RPPNMLTKJIKGFAT96CC,整棟(戶)出租,有,1141201~1151130,有,熱水器、洗衣機,社會住宅包租轉租
屏東市,租賃房屋,屏東縣屏東市建和街１３號,0.0,,,,1141118,土地0建物1車位0,見其他登記事項,1,工廠,工場﹝廠﹞,鋼骨造,1130503,180.48,0,0,0,無,無,無,43000,,,0.0,0,,RPRNMLTKJIKGFAT17CC,,無,1141118~1191219,無,,
長治鄉,租賃房屋,屏東縣長治鄉長春街一段５２號６樓之７,0.0,,,,1141111,土地0建物1車位0,六層,6,華廈(10層含以下有電梯),辦公室,鋼筋混凝土造,0930630,21.7,1,0,1,有,有,有,4150,191,,0.0,0,含增建或未登記建物；續租案件；,RPSNMLTKJIKGFAT27CC,獨立套房,有,1141120~1150519,有,冷氣、熱水器、電視機、冰箱、網路,一般代管
屏東市,租賃房屋,屏東縣屏東市機場北路４５８號１２樓,0.0,,,,1141116,土地0建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0881204,120.94,3,2,2,有,有,無,19000,157,,0.0,0,,RPPNMLKLJIKGFAT78CC,整棟(戶)出租,有,1141121~1151120,有,冷氣、熱水器、洗衣機、電視機、瓦斯或天然氣,
屏東市,租賃房屋,屏東縣屏東市建國路１１９巷１之９號,0.0,,,,1141119,土地0建物0車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0790806,18.0,7,0,7,有,無,有,7000,389,,0.0,0,租金總額含網路費；含增建或未登記建物；租賃建物部分範圍，且未計入共有部分面積；,RPQNMLKLJIKGFAT88CC,分租套房,無,1141125~1150224,無,冷氣、熱水器、電視機、冰箱、網路,一般轉租
屏東市,租賃房屋,屏東縣屏東市自立路１６８巷４弄４３號,63.0,住,,,1141120,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0731108,93.6,4,2,2,有,無,有,19500,208,,0.0,0,,RPRNMLKLJIKGFAT98CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器,
長治鄉,租賃房屋,屏東縣長治鄉香楊路３３號五樓之１２,0.0,,,,1141120,土地0建物1車位0,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841006,26.810000000000002,1,1,1,有,有,有,6500,242,,0.0,0,,RPSNMLKLJIKGFAT09CC,獨立套房,有,1141120~1151119,有,冷氣、熱水器、洗衣機,社會住宅代管
潮州鎮,租賃房屋,屏東縣潮州鎮三德路２５號四樓之二十六,0.0,,,,1141117,土地0建物1車位0,四層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830120,98.12,2,1,1,有,有,有,10000,102,,0.0,0,未租賃車位，建物登記含有車位面積；,RPPNMLKLJIKGFCT98CC,整棟(戶)出租,有,1141120~1151119,有,冷氣、熱水器、電視機、冰箱、瓦斯或天然氣,社會住宅代管
屏東市,租賃房屋,屏東縣屏東市民教路８２號３樓之２,0.0,,,,1141121,土地0建物1車位0,三層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1140117,46.129999999999995,1,1,1,有,無,有,15000,325,,0.0,0,,RPPNMLLLJIKGFAT88CC,獨立套房,無,1141122~1151121,有,冷氣、熱水器、洗衣機、電視機,社會住宅代管
屏東市,租賃房屋,屏東縣屏東市建國路１１９巷１之９號,0.0,,,,1141124,土地0建物0車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0790806,18.0,7,0,7,有,無,有,7500,417,,0.0,0,租金總額含網路費；含增建或未登記建物；租賃建物部分範圍，且未計入共有部分面積；,RPPNMLOLJIKGFAT56CC,分租套房,無,1141129~1150128,無,冷氣、熱水器、電視機、冰箱、網路,一般轉租
屏東市,租賃房屋,屏東縣屏東市崇德一路８０之７號二樓之六,0.0,,,,1141119,土地0建物1車位0,二層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1111223,113.24000000000001,2,1,2,有,有,有,13500,119,,0.0,0,未租賃車位，建物登記含有車位面積；,RPQNMLOLJIKGFAT66CC,整棟(戶)出租,有,1141125~1151124,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
