鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
埔里鎮,土地,南興段494-2地號,5.16,住,,,1150302,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,450000,87209,,0.0,0,畸零地或有合併使用效益；,RPQNMLQJLHLGFCM88DA,0.0,0.0,0.0,無,
埔里鎮,土地,大瑪璘段530地號,78.72,,鄉村區,乙種建築用地,1150302,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,854150,10850,,0.0,0,埔里鎮大瑪璘段531地號不計價。,RPPNMLKKLHLGFCM38EA,0.0,0.0,0.0,無,
南投市,建物,南投縣南投市嘉和一路１９０號,0.0,,,,1150204,土地0建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0800125,72.51,5,3,3,有,無,500000,6896,,0.0,0,建物坐落地號：茄苳腳段288地號；,RPQNMLPJKHLGFAM58EA,72.51,0.0,0.0,無,
鹿谷鄉,土地,內樹皮段91地號,175.26,都市：其他:林業區,,,1150202,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2673100,15252,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；農作物；,RPRNMLMJKHLGFDM58DA,0.0,0.0,0.0,無,0001
鹿谷鄉,土地,內樹皮段91地號,628.49,都市：其他:林業區,,,1150202,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,9589900,15259,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；農作物；,RPSNMLMJKHLGFDM68DA,0.0,0.0,0.0,無,0001
竹山鎮,土地,文田段1263地號,1040.94,,山坡地保育區,農牧用地,1150203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,400000,384,,0.0,0,,RPSNMLTJKHLGFDM76DA,0.0,0.0,0.0,無,0003
南投市,土地,新豐段228地號,9.48,住,,,1150204,土地5建物0車位0,,,其他,,,,0.0,0,0,0,無,無,128700,13576,,0.0,0,賣方不負擔費用及稅金,RPRNMLNKKHLGFAM48DA,0.0,0.0,0.0,無,0004
草屯鎮,土地,新富寮段344地號,42.06,住,,,1150203,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,840000,19971,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLNJKHLGFBM28DA,0.0,0.0,0.0,無,
魚池鄉,土地,新興段94地號,223.14,,鄉村區,乙種建築用地,1150202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3000000,13444,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPRNMLNKKHLGFCM68DA,0.0,0.0,0.0,無,
