鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
吉安鄉,房地(土地+建物),花蓮縣吉安鄉民治路,108.92,住,,,1141120,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,226.1,4,2,5,有,無,27000000,119416,,0.0,0,,RPRNMLRLJIKGFAU17DB,美芯文邸,A棟7號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉民治路,149.08,住,,,1141118,土地3建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,253.12,4,2,5,有,無,29000000,114570,,0.0,0,,RPSNMLRLJIKGFAU27DB,美芯文邸,B棟7號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國聯五路與國民九街交叉路口,15.72,商,,,1141111,土地1建物1車位1,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,161.97,4,2,2,有,無,14420000,91220,坡道平面,24.72,1900000,,RPPNMLRJKIKGFAU76CB,超綻,C棟1-09F號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉吉昌一街205號隔壁,28.31,住,,,1141118,土地1建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,100.75,2,2,2,有,無,9180000,90669,一樓平面,13.84,1300000,,RPPNMLSJKIKGFAU96DB,磬揚合靜,A1棟3樓號,
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉吉興路一段,74.4,住,,,1141203,土地1建物1車位1,全,4,透天厝,住家用,鋼筋混凝土造,,166.34,4,2,4,有,無,14680000,88253,一樓平面,0.0,0,本停車位於建物專有部分，車位面積為13.75m2,RPQNMLTJKIKGFAU17DB,大金囍5,B棟3號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市菁華街4巷2弄1號旁,55.44,住,,,1141122,土地2建物1車位1,七層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,165.09,3,2,2,有,無,20030000,121328,其他,0.0,1800000,停車位：編號11號，為一樓戶外自設停車位【停車位僅有使用權，無所有權】,RPRNMLTJKIKGFAU27DB,鳳羽春堤,A棟7號,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉吉興路三段102號旁,21.16,,鄉村區,乙種建築用地,1141212,土地2建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,72.65,2,2,2,有,無,5050000,69511,,0.0,0,,RPPNMLMLKIKGFAU09CB,天韻,1棟4C號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市新港街,9.89,商,,,1141203,土地2建物1車位1,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,97.32,2,2,1,有,無,10629000,105583,坡道平面,16.54,2100000,,RPRNMLMLKIKGFAU66CB,鑫晶鑽,1A棟7FA2號,
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市民心街,64.5,住,,,1141206,土地1建物1車位2,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,197.71,4,2,3,有,無,22030000,110922,一樓平面,27.5,3150000,,RPSNMLMLKIKGFAU76CB,森川,A棟5號,
