鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
鼓山區,租賃房屋,高雄市鼓山區龍勝路９２號十五樓,0.0,,,,1141111,土地0建物1車位0,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950126,96.66,3,2,1,有,有,有,21000,217,,0.0,0,租金總額含管理費；,RPPNMLLKJIKGFAE27CC,整棟(戶)出租,有,1141105~1151104,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
前金區,租賃房屋,高雄市前金區七賢二路１２２號９樓之２,0.0,,,,1141111,土地0建物1車位0,九層,12,住宅大樓(11層含以上有電梯),公寓,鋼筋混凝土造,0720727,40.97,2,1,1,有,有,有,19200,469,,0.0,0,,RPPOMLLKJIKGFAE37CC,整棟(戶)出租,有,1141115~1171114,有,冷氣、熱水器、洗衣機、冰箱、有線電視,社會住宅包租轉租
小港區,租賃房屋,高雄市小港區山明路２８１巷６７之７號,341.0,住,,,1141111,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住宅,鋼筋混凝土造,0710218,89.54,3,2,2,有,無,無,13000,145,,0.0,0,,RPUNMLLKJIKGFCE97CC,分層出租,無,1141121~1151120,無,,
鼓山區,租賃房屋+車位,高雄市鼓山區美術東六街１０號７樓,0.0,,,,1141111,土地0建物1車位1,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0911030,212.84,4,2,2,有,有,無,36000,169,坡道平面,31.55,0,租金總額含稅；管理費；,RPSNMLNKJIKGFAE77CC,,有,1141111~1151214,有,,
新興區,租賃房屋,高雄市新興區七賢一路１８６號１０樓之６,0.0,,,,1141111,土地0建物1車位0,十層,29,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土,1131108,87.9,2,1,1,有,有,有,29000,330,,0.0,0,多人共同承租2；,RPXNMLNKJIKGFBE38CC,整棟(戶)出租,有,1141101~1151031,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,一般轉租
三民區,租賃房屋,高雄市三民區天宮街２５巷２２之４號,0.0,,,,1141113,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,0680613,54.21,2,1,1,有,無,有,10000,184,,0.0,0,,RPVNMLNKJIKGFDE38CC,整棟(戶)出租,無,1141114~1151113,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
左營區,租賃房屋,高雄市左營區果峰街６巷３號十二樓,0.0,,,,1141111,土地0建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0741129,102.88999999999999,3,2,2,有,有,有,17000,165,,0.0,0,社會住宅管理費200元，水電費由承租人負擔,RPQNMLNKJIKGFEE97CC,整棟(戶)出租,有,1141111~1151110,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
楠梓區,租賃房屋+車位,高雄市楠梓區大學南路１２１３號１０樓,0.0,,,,1141111,土地0建物1車位1,十層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土,1051130,180.20999999999998,4,2,2,有,有,有,24000,133,坡道平面,18.47,0,多人共同承租3；,RPOPMLNKJIKGFEE97CC,整棟(戶)出租,有,1141115~1151114,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
鼓山區,租賃房屋+車位,高雄市鼓山區明誠四路１５８號１８樓之１１,0.0,,,,1141111,土地0建物1車位1,十八層,26,住宅大樓(11層含以上有電梯),集合住宅,鋼骨構造、鋼骨鋼筋混凝土構造、鋼筋混凝土造,1120509,155.82999999999998,3,2,2,有,有,有,35000,225,坡道平面,32.79,0,租金總額含管理費；,RPTNMLOKJIKGFAE97CC,整棟(戶)出租,有,1141111~1150310,有,冷氣、熱水器、洗衣機、電視機、冰箱,一般代管
鼓山區,租賃房屋,高雄市鼓山區富農路２１３號１５樓,11.09,住,,,1141111,土地1建物1車位0,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940513,118.67,3,2,2,有,有,有,20000,169,,0.0,0,,RPSOMLOKJIKGFAE97CC,整棟(戶)出租,有,1141120~1161119,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
