鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
永康區,租賃房屋,臺南市永康區中正南路４２５號,0.0,,,,1141111,土地0建物1車位0,見其他登記事項,1,工廠,工場（廠）,鋼骨造有牆,1120606,66.75,0,1,1,有,無,無,25000,,,0.0,0,裝潢期免租：114/11/11起~114/11/30止,RPVNMLLKJIKGFKD78CC,,無,1141201~1151130,無,,
安南區,租賃房屋,臺南市安南區城北路７３６巷６７弄３５號,0.0,,,,1141111,土地0建物1車位0,全,4,透天厝,停車空間、住宅,鋼筋混凝土造,1100628,170.5,4,2,4,有,無,有,36000,211,,0.0,0,,RPPNMLMKJIKGFBD37CC,整棟(戶)出租,無,1141115~1161114,無,冷氣、電視機、冰箱,
東區,租賃房屋,臺南市東區裕孝路２０８號,0.0,,,,1141113,土地0建物0車位0,全,5,透天厝,集合住宅,鋼筋混凝土造,1130401,28.28,9,0,9,有,無,有,11500,407,,0.0,0,含一樓機車位3.12平方公尺租金總額含網路費；,RPXNMLNKJIKGFCD38CC,分租套房,無,1141119~1151118,有,冷氣、熱水器、網路,
仁德區,土地,德南段642地號,107.02,住,,,1141113,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,無,15000,140,,0.0,0,,RPTNMLNKJIKGFID58CC,,,1141201~1151130,,,
永康區,租賃房屋,臺南市永康區龍埔街１５０巷１３號,0.0,,,,1141111,土地0建物0車位0,全,3,透天厝,住家用,鋼筋混凝土造,0820428,24.0,5,0,5,有,無,有,6500,271,,0.0,0,租金總額含水費；網路費；,RPUNMLNKJIKGFKD88CC,分租套房,無,1141112~1151111,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,
安平區,租賃房屋+車位,臺南市安平區國平北路１３７號２樓之２,0.0,,,,1141114,土地0建物1車位1,二層,34,住宅大樓(11層含以上有電梯),集合住宅,鋼骨鋼筋混凝土造、鋼筋混凝土造,1140415,109.08,2,1,1,有,有,有,23000,211,坡道平面,27.92,0,租金總額含管理費；,RPSNMLOKJIKGFAD77CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、洗衣機、電視機、冰箱,
中西區,租賃房屋,臺南市中西區中和街９５號,0.0,,,,1141113,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,0661003,23.29,8,3,8,有,無,有,8500,365,,0.0,0,租金總額含水費；網路費；含增建或未登記建物；,RPVNMLOKJIKGFAD08CC,分租套房,無,1141113~1151119,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般轉租
中西區,租賃房屋,臺南市中西區青年路１３７巷６５號,0.0,,,,1141111,土地0建物0車位0,全,3,透天厝,避難室、住宅,鋼筋混凝土造,0730420,26.45,5,1,5,有,無,有,8000,302,,0.0,0,租金總額含網路費；,RPPOMLOKJIKGFAD57CC,分租套房,無,1141201~1151130,無,冷氣、熱水器、洗衣機、冰箱、網路,
安南區,租賃房屋,臺南市安南區大安街４６１巷３７弄６５號,0.0,,,,1141113,土地0建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,0820825,435.87,7,3,5,有,無,無,30000,69,,0.0,0,多人共同承租2；含增建或未登記建物；,RPPNMLOKJIKGFBD57CC,整棟(戶)出租,無,1141201~1151130,無,熱水器、瓦斯或天然氣,
南區,租賃房屋,臺南市南區體育路４１巷３２號四樓,0.0,,,,1141111,土地0建物0車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721214,13.22,5,0,5,有,無,有,3200,242,,0.0,0,租金總額含水費；租賃建物部分範圍，且未計入共有部分面積；,RPPNMLOKJIKGFCD67CC,分租套房,無,1141111~1151110,無,冷氣、電視機,
南區,租賃房屋,臺南市南區金華路二段３７３巷１０號,0.0,,,,1141113,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0610211,74.34,3,2,2,有,無,有,17000,229,,0.0,0,含增建或未登記建物；,RPXNMLOKJIKGFCD48CC,整棟(戶)出租,無,1141118~1151117,無,冷氣、熱水器、冰箱,
南區,租賃房屋,臺南市南區新建路４９巷１８之４號,0.0,,,,1141113,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),集合住宅,鋼筋混凝土造,0711210,93.25,3,2,2,有,無,無,12000,129,,0.0,0,多人共同承租2；,RPROMLOKJIKGFCD97CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器,
新市區,租賃房屋,臺南市新市區中山路２０２之９號,0.0,,,,1141111,土地0建物0車位0,全,3,透天厝,辦公室、加工所、倉庫、員工宿舍,鋼筋混凝土造,0811109,13.28,13,0,13,有,無,有,6500,489,,0.0,0,續租案件；,RPVNMLOKJIKGFHD78CC,分租套房,無,1141116~1151115,無,冷氣、熱水器、電視機、冰箱,一般代管
新市區,租賃房屋,臺南市新市區大社７８之３９號,0.0,,,,1141113,土地0建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0840608,161.77,4,2,3,有,無,無,15000,93,,0.0,0,,RPWNMLOKJIKGFHD88CC,整棟(戶)出租,無,1141120~1161119,無,熱水器,一般代管
仁德區,租賃房屋+車位,臺南市仁德區北保路６１號八樓之２,0.0,,,,1141113,土地0建物1車位1,八層,12,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1070628,123.12,2,2,1,有,有,有,20000,162,坡道平面,40.05,0,租金總額含管理費；,RPUNMLOKJIKGFID78CC,整棟(戶)出租,有,1141116~1151115,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
永康區,租賃房屋,臺南市永康區鹽行路６９巷８號,0.0,,,,1141112,土地0建物0車位0,全,4,透天厝,住宅，停車空間,鋼筋混凝土構造,1020821,16.53,11,0,11,有,無,有,5500,333,,0.0,0,租金總額含網路費；,RPOOMLOKJIKGFKD48CC,分租套房,無,1141114~1151113,無,冷氣、熱水器、電視機、冰箱、有線電視、網路,一般代管
安平區,租賃房屋,臺南市安平區永華八街１９３巷３號五樓之３,0.0,,,,1141112,土地0建物1車位0,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0811222,49.2,1,1,1,有,有,有,10000,203,,0.0,0,參加國家住宅及都市更新中心辦理社會住宅包租代管第五期計畫中央版租金總額含管理費；,RPPNMLRKJIKGFAD77CC,獨立套房,有,1141112~1151111,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
安平區,租賃房屋,臺南市安平區安平路３７０巷３弄２４號四樓,0.0,,,,1141112,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640608,69.3,2,2,1,有,無,有,12500,180,,0.0,0,台南市政府包租代管第4期計畫之物件。續租案件；,RPRNMLRKJIKGFAD97CC,整棟(戶)出租,無,1141115~1151114,無,冷氣、熱水器,社會住宅包租轉租
北區,租賃房屋,臺南市北區中華北路二段２７９號七樓之２,0.0,,,,1141114,土地0建物1車位0,七層,8,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0870512,139.19,3,1,2,有,有,有,16000,115,,0.0,0,台南市不動產租賃公會民間住宅包租代管第5期計畫之物件。多人共同承租2；,RPUNMLRKJIKGFAD28CC,整棟(戶)出租,有,1141120~1151119,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
北區,租賃房屋,臺南市北區中華北路一段２０３巷４６之１號,0.0,,,,1141115,土地0建物1車位0,全,4,透天厝,集合住宅,鋼筋混凝土構造,1101026,42.16,3,1,4,有,無,有,13900,330,,0.0,0,多人共同承租2；租金總額含網路費；,RPQOMLRKJIKGFAD97CC,分層出租,無,1141201~1151130,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,
安平區,租賃房屋+車位,臺南市安平區國平北路５２號２１樓,0.0,,,,1141117,土地0建物1車位2,二十一層,24,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1070214,361.68,4,2,3,有,有,有,79645,220,坡道平面,50.12,0,租金總額含稅；,RPROMLRKJIKGFAD08CC,,有,1141201~1171130,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
北區,租賃房屋+車位,臺南市北區北園街８巷１８號２樓,0.0,,,,1141114,土地0建物1車位1,二層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851202,113.18,2,1,1,有,有,有,22000,194,坡道機械,0.0,2500,參加國家住宅及都市更新中心辦理社會住宅包租代管增辦第四期計畫公會版多人共同承租2；,RPSOMLRKJIKGFAD18CC,整棟(戶)出租,有,1141115~1151114,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
北區,租賃房屋,臺南市北區開南街１３５號,0.0,,,,1141111,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,0830624,13.87,59,0,58,有,無,有,5000,360,,0.0,0,租金總額含水費；網路費；含增建或未登記建物；,RPTOMLRKJIKGFAD28CC,分租套房,無,1141111~1151110,無,冷氣、熱水器、電視機、冰箱、有線電視、網路,一般轉租
安南區,租賃房屋+車位,臺南市安南區永續十八街４０號五樓,0.0,,,,1141114,土地0建物1車位1,五層,17,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1110304,111.16,1,2,1,有,有,無,17500,157,坡道平面,24.39,0,,RPPNMLRKJIKGFBD87CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器,
