鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
金城鎮,租賃房屋,金門縣金城鎮珠浦東路 ４ 巷 ５-１ 號二樓,138.35,住,,,1140301,土地1建物1車位0,二層,3,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1000823,115.85999999999999,3,1,3,有,無,有,9000,78,,0.0,0,無土地所有權、只有房屋所有權。房屋稅籍編號:W01010511051租金總額含管理費；,RPPNMLLKLHKGFAW56CC,,無,,,,
金寧鄉,租賃房屋+車位,金門縣金寧鄉慈湖路三段１號１樓,140.74,住,,,1140320,土地1建物1車位2,一層,3,公寓(5樓含以下無電梯),集合住宅,鋼筋混凝土造,1100309,86.64999999999999,1,1,1,有,無,無,16000,185,一樓平面,14.04,0,租金總額含稅；,RPPNMLOLLHKGFAW96CC,,無,,,,
金城鎮,租賃房屋,金門縣金城鎮西海路三段２２巷２３弄４號一樓,90.74,住,,,1140409,土地1建物1車位0,一層,3,公寓(5樓含以下無電梯),住家用,鋼筋混凝土加強磚造,0840517,99.08,3,2,1,有,無,無,7500,76,,0.0,0,,RPPNMLTJMHKGFAW37CC,,無,,,,
金寧鄉,租賃房屋,金門縣金寧鄉湖下２２０之１０號,231.77,住,,,1140422,土地1建物1車位0,一層,3,公寓(5樓含以下無電梯),集合住宅,鋼筋混凝土造,1041130,131.84,3,2,2,有,無,有,15000,114,,0.0,0,多人共同承租4；,RPPNMLMKNHKGFAW86CC,,無,,,,
金城鎮,租賃房屋,金門縣金城鎮和平新村７６號,114.03,住,,,1140420,土地1建物1車位0,全,3,透天厝,住宅、停車空間、自用儲藏室,鋼筋混凝土造,0890315,293.52,5,2,3,有,無,無,15000,51,,0.0,0,未租賃車位，建物登記含有車位面積；,RPQNMLMKNHKGFAW96CC,,無,,,,
