鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
芳苑鄉,土地,芳功段578地號,220.75,,鄉村區,乙種建築用地,1140603,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1000000,4530,,0.0,0,共有土地買賣親友、員工、共有人或其他特殊關係間之交易；,RPPNMLPJOHKGFGN76DA,0.0,0.0,0.0,無,
竹塘鄉,土地,廣福段18-9地號,33.09,,鄉村區,乙種建築用地,1140603,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,520000,15715,,0.0,0,,RPSNMLTJOHKGFGN47DA,0.0,0.0,0.0,無,
芳苑鄉,土地,下頭寮段136地號,1688.85,,一般農業區,農牧用地,1140501,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2827438,1674,,0.0,0,,RPQNMLSJNHKGFGN07DA,0.0,0.0,0.0,無,0001
芳苑鄉,房地(土地+建物),彰化縣芳苑鄉和平路６８號,6076.87,,一般農業區,農牧用地,1140505,土地1建物1車位0,全,一層,透天厝,其他,磚木造、水泥柱、磚造、有牆鋼鐵造,0730525,1969.51,0,0,0,無,無,16000000,8124,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLNKNHKGFGN76DA,1969.51,0.0,0.0,無,
二林鎮,土地,崙仔腳段1107地號,1207.11,,特定農業區,農牧用地,1140505,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2303000,1908,,0.0,0,,RPSNMLNKNHKGFGN86DA,0.0,0.0,0.0,無,
社頭鄉,土地,東興段425地號,72.93,都市：其他:道路用地,,,1140501,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1320000,18100,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPTNMLNKNHKGFEN76DA,0.0,0.0,0.0,無,0002
田尾鄉,土地,田崙段293地號,450.67,農,,,1140505,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3260000,7234,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLSJNHKGFFN86DA,0.0,0.0,0.0,無,
員林市,房地(土地+建物),彰化縣員林市中山路一段７１７號四樓,18.75,商,,,1140501,土地1建物1車位0,四層,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0810919,84.89,2,0,0,有,無,2000000,23560,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLMKNHKGFDN78DA,74.42,0.0,0.0,有,
員林市,土地,員林段11-6地號,0.2,,,,1140501,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,30000,0,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLOKNHKGFDN76DA,0.0,0.0,0.0,無,
