鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
新市區,租賃房屋,臺南市新市區復興路６２巷９號７樓之１６,20.02,住,,,1140211,土地1建物1車位0,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840531,72.62,3,1,2,有,有,有,14000,193,,0.0,0,租金總額含管理費；,RPPNMLLKKHKGFHD87CC,整棟(戶)出租,有,1140215~1150215,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
新市區,租賃房屋,臺南市新市區豐榮１８９-１３６號,0.0,,,,1140211,土地0建物1車位0,見其他登記事項,1,工廠,工廠,鋼骨構造有牆,1080502,160.16,0,0,0,無,無,無,36000,,,0.0,0,,RPRNMLLKKHKGFHD08CC,,無,1140301~1160228,無,,
柳營區,租賃房屋,臺南市柳營區八翁里４鄰和平路７１號,0.0,,,,1140211,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,1061114,195.33,5,2,4,有,無,有,14000,72,,0.0,0,台南市社會住宅包租代管第四期計畫。,RPQNMLMKKHKGFDD67CC,整棟(戶)出租,無,1140227~1150226,無,冷氣、熱水器、冰箱、瓦斯或天然氣,社會住宅包租轉租
中西區,租賃房屋,臺南市中西區公園路２５號六樓之６,0.0,,,,1140213,土地0建物1車位0,六層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0711207,75.64,2,2,1,有,有,有,8000,106,,0.0,0,台南市社會住宅包租代管 第4期計畫 公會版，租金已打9折；水、電費、其他費用由承租人負擔，管理費1200元不包含在租金由承租人負擔。續租案件；,RPQNMLNKKHKGFAD47CC,整棟(戶)出租,有,1140220~1150219,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
北區,租賃房屋,臺南市北區文成三路２９９號,0.0,,,,1140212,土地0建物1車位0,一層,14,店面(店鋪),店舖、集合住宅,鋼筋混凝土構造,1100623,96.72999999999999,0,2,1,有,有,無,38000,393,,0.0,0,1. 民國114年2月12日起至114年3月12日止為搬遷裝潢期，免收月租金。租金總額含稅；管理費；外牆作為廣告使用；,RPRNMLNKKHKGFAD57CC,,有,1140313~1170312,有,,
東區,租賃房屋,臺南市東區中華東路二段１９７號１８樓之７,0.0,,,,1140211,土地0建物1車位0,十八層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841106,62.93,1,1,1,有,有,有,9500,151,,0.0,0,另有管理費。,RPSNMLNKKHKGFCD87CC,整棟(戶)出租,有,1140212~1150211,有,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租
南區,租賃房屋,臺南市南區賢南街１３６號,0.0,,,,1140213,土地0建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0681207,267.78,4,2,6,有,無,無,35000,131,,0.0,0,,RPTNMLNKKHKGFCD97CC,整棟(戶)出租,無,1140201~1141231,無,,
六甲區,租賃房屋,臺南市六甲區龜子港２８８巷２１弄３之９號,0.0,,,,1140211,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0840608,137.58,2,2,3,有,無,無,8000,58,,0.0,0,台南市社會住宅包租代管第四期計畫。,RPQNMLNKKHKGFFD97CC,整棟(戶)出租,無,1140211~1150210,無,熱水器、瓦斯或天然氣,社會住宅包租轉租
新市區,租賃房屋,臺南市新市區南港街９９之１號六樓之１,0.0,,,,1140211,土地0建物1車位0,六層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840615,95.46,2,1,1,有,有,有,11000,115,,0.0,0,台南市社會住宅包租代管第四期計畫。,RPQNMLNKKHKGFHD18CC,整棟(戶)出租,有,1140216~1150215,有,熱水器,社會住宅包租轉租
