鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
大同區,租賃房屋,臺北市大同區承德路２段１０９巷１號４樓,0.0,,,,1140211,土地0建物1車位0,四層,11,住宅大樓(11層含以上有電梯),多戶住宅（Ｈ２）,鋼筋混凝土造,1110816,65.13,1,1,1,有,有,有,46000,706,,0.0,0,其他租金內含所得稅、健保補充保費；續租案件；,RPOOMLLKKHKGFBA96CC,整棟(戶)出租,有,1140220~1150219,有,冷氣、熱水器、洗衣機、電視機、冰箱,
文山區,租賃房屋,臺北市文山區福興路１０６之１號二樓,0.0,,,,1140211,土地0建物1車位0,二層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0930720,82.06,2,1,1,有,有,有,24000,292,,0.0,0,此為台北市社會住宅包租代管計畫之物件，評定市價租金為26700，因選擇代管方案須打九折，且簽約租金無條件捨至百分位，實際租賃金額為24000。,RPSNMLMKKHKGFAA27CC,整棟(戶)出租,無,1140212~1150211,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
萬華區,租賃房屋,臺北市萬華區雙園街４０巷１９號四樓,0.0,,,,1140211,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0601203,71.0,2,2,1,有,無,無,16000,225,,0.0,0,此為台北市社會住宅包租代管計畫之物件，評定市價租金為20000，因選擇包租方案須打八折，且簽約租金無條件捨至百分位，實際租賃金額為16000。,RPOOMLMKKHKGFBA07CC,整棟(戶)出租,無,1140220~1150219,無,熱水器,社會住宅包租轉租
萬華區,租賃房屋,臺北市萬華區漢口街二段９１號二樓,0.0,,,,1140211,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610601,79.33,3,2,1,有,無,無,17000,214,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。,RPROMLMKKHKGFBA37CC,整棟(戶)出租,無,1140301~1150228,無,熱水器、瓦斯或天然氣,社會住宅代管
萬華區,租賃房屋,臺北市萬華區和平西路三段３８４號３樓之１４,0.0,,,,1140211,土地0建物1車位0,三層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0700706,25.82,1,0,1,有,有,有,12000,465,,0.0,0,,RPTOMLMKKHKGFBA57CC,獨立套房,有,1140216~1150215,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
中正區,租賃房屋,臺北市中正區延平南路６１號１０樓,0.0,,,,1140211,土地0建物1車位0,十層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0700402,73.8,0,0,0,無,有,無,23000,312,,0.0,0,租金總額含稅；,RPQPMLMKKHKGFBA37CC,,有,1140301~1160228,有,冷氣,
萬華區,租賃房屋,臺北市萬華區和平西路三段３８４號２樓之１１,0.0,,,,1140211,土地0建物1車位0,二層,8,華廈(10層含以下有電梯),見使用執照,鋼筋混凝土造,0700706,26.97,1,0,1,有,有,有,9500,352,,0.0,0,續租案件；,RPRPMLMKKHKGFBA47CC,獨立套房,有,1140225~1150224,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
內湖區,租賃房屋,臺北市內湖區康寧路三段１８９巷６２號,0.0,,,,1140212,土地0建物1車位0,一層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0801125,170.55,5,1,3,有,有,無,50000,293,,0.0,0,,RPQOMLMKKHKGFCA37CC,,無,1140415~1190414,有,,
中山區,租賃房屋,臺北市中山區林森北路１４７號１０樓之３,0.0,,,,1140211,土地0建物1車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0700515,20.11,1,0,1,有,有,有,14500,721,,0.0,0,續租案件；,RPOPMLMKKHKGFCA27CC,獨立套房,有,1140330~1151024,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,社會住宅包租轉租
