鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
桃園區,租賃房屋,桃園市桃園區國際路一段１１９１號６樓之４,0.0,,,,1140211,土地0建物1車位0,六層,25,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861128,105.71000000000001,3,2,2,有,有,無,17000,161,,0.0,0,續租案件；,RPTNMLLKKHKGFAH97CC,整棟(戶)出租,有,1140225~1150224,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
桃園區,租賃房屋,桃園市桃園區博愛路６９巷１號四樓之５,0.0,,,,1140211,土地0建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870925,26.53,1,0,1,有,有,有,7200,271,,0.0,0,社會住宅 水電費 管理費300元由承租人負擔,RPUOMLLKKHKGFAH18CC,獨立套房,有,1140218~1150217,有,冷氣、熱水器、電視機、冰箱,社會住宅代管
桃園區,土地,中路段1865-7地號,1196.0,工,,,1140211,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,無,108537,91,,0.0,0,,RPPPMLLKKHKGFAH77CC,,,1140212~1170211,,,
中壢區,租賃房屋,桃園市中壢區仁福五街１７號６樓,0.0,,,,1140211,土地0建物1車位0,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931230,82.17999999999999,2,1,1,有,有,有,11500,140,,0.0,0,管理費1500由出租人負擔,RPPNMLLKKHKGFBH67CC,整棟(戶)出租,有,1140211~1150210,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
中壢區,租賃房屋+車位,桃園市中壢區松智二街１１８號六樓之１,0.0,,,,1140211,土地0建物1車位1,六層,13,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1050422,183.3,3,2,2,有,有,有,20500,138,坡道平面,38.62,500,社會住宅  管理費3500  水電費 由承租人負擔,RPUNMLLKKHKGFBH18CC,整棟(戶)出租,有,1140301~1150228,有,冷氣、熱水器、洗衣機、瓦斯或天然氣,社會住宅代管
龍潭區,租賃房屋,桃園市龍潭區永昌路１６號六樓,0.0,,,,1140211,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860515,166.5,3,2,2,有,有,有,14300,86,,0.0,0,社會住宅 水電費 管理費1200元由承租人負擔續租案件；,RPUNMLLKKHKGFCH28CC,整棟(戶)出租,有,1140401~1150331,有,熱水器、瓦斯或天然氣,社會住宅代管
楊梅區,租賃房屋,桃園市楊梅區楊湖路三段８４６巷９５弄８９號,0.0,,,,1140211,土地0建物1車位0,全,4,透天厝,住宅、樓梯間,鋼筋混凝土造,0970818,237.5,6,2,3,有,有,有,20000,84,,0.0,0,社會住宅 水電費 由承租人負擔,RPTNMLLKKHKGFDH28CC,整棟(戶)出租,有,1140301~1150228,無,冷氣、熱水器、冰箱、瓦斯或天然氣,社會住宅代管
桃園區,租賃房屋,桃園市桃園區莊敬路一段２１０巷４５號５樓,0.0,,,,1140212,土地0建物1車位0,見其他登記事項,28,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860419,56.77,1,1,1,有,有,無,15000,264,,0.0,0,續租案件；,RPQNMLMKKHKGFAH77CC,獨立套房,有,1140220~1150219,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
桃園區,租賃房屋,桃園市桃園區寶山街１８巷５號５樓,0.0,,,,1140212,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0850513,107.23,3,1,2,有,有,無,17000,159,,0.0,0,,RPUNMLMKKHKGFAH18CC,整棟(戶)出租,有,1140214~1150213,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
桃園區,租賃房屋+車位,桃園市桃園區秀山路１００號六樓,0.0,,,,1140211,土地0建物1車位1,六層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820531,136.09,3,2,2,有,無,有,16000,118,坡道平面,0.0,1000,社會住宅 水電費由承租人負擔續租案件；,RPVOMLMKKHKGFAH38CC,整棟(戶)出租,無,1140401~1150331,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
桃園區,租賃房屋,桃園市桃園區中正路８３６號房屋部份面積,0.0,,,,1140211,土地0建物1車位0,一層,1,店面(店鋪),人行道﹐店舖﹐住宅,鋼造,0770711,695.11,0,0,0,無,無,無,140000,201,,0.0,0,租賃房屋部份面積約80坪含增建租金總額含稅；含增建或未登記建物；租賃建物部分範圍，且未計入共有部分面積；租賃期間有約定不同租金1140501~1151015月租金140000元1151016~1171015月租金165000元1171016~1191015月租金169950元1191016~1211015月租金175049元1211016~1231015月租金180300元；,RPRPMLMKKHKGFAH08CC,,無,1140301~1231015,無,,
中壢區,租賃房屋,桃園市中壢區榮安十三街１９３巷１３號七樓,0.0,,,,1140211,土地0建物1車位0,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0921024,85.75,2,1,1,有,有,有,15000,175,,0.0,0,社會住宅,RPWOMLMKKHKGFBH58CC,整棟(戶)出租,有,1140215~1150214,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
中壢區,租賃房屋,桃園市中壢區溪洲街２４１號,0.0,,,,1140212,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690312,86.77,3,2,2,有,無,有,15000,173,,0.0,0,社會住宅 水電費 瓦斯費由承租人負擔續租案件；,RPPPMLMKKHKGFBH97CC,整棟(戶)出租,無,1140401~1150331,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
