鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
台東市,土地,普優瑪段387-4地號,3.82,住,,,1140502,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,230000,60209,,0.0,0,畸零地或有合併使用效益；,RPUNMLTJNHKGFAV77DA,0.0,0.0,0.0,無,
關山鎮,土地,電光段817地號,197.37,,鄉村區,乙種建築用地,1140503,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2100000,10640,,0.0,0,部分土地有提供道路使用，面積約5坪。,RPQNMLMKNHKGFCV96DA,0.0,0.0,0.0,無,001
關山鎮,土地,新福段695地號,2600.95,,一般農業區,農牧用地,1140505,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2080760,800,,0.0,0,農作物；,RPQNMLOKNHKGFCV17DA,0.0,0.0,0.0,無,002
太麻里鄉,房地(土地+建物),臺東縣太麻里鄉龍泉路５３巷５號三樓之３４,10.39,商,,,1140505,土地2建物1車位0,三層,八層,華廈(10層含以下有電梯),其他,鋼筋混凝土造,0840714,37.44,1,0,1,有,有,1000000,26709,,0.0,0,,RPPNMLMKNHKGFDV96DA,27.07,3.8,0.0,有,003
台東市,建物,臺東縣台東市蘭州街５８巷１９弄４５號,0.0,,,,1140507,土地0建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140106,216.12,4,2,5,有,無,8256500,38203,,0.0,0,建物坐落地號：豐富段31地號；合建案建商與地主間之交易；,RPVNMLRJNHKGFAV67DA,206.71,9.41,0.0,有,
台東市,土地,豐成段189地號,67.42,,特定農業區,農牧用地,1140503,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,200000,2966,,0.0,0,,RPPNMLOKNHKGFAV86DA,0.0,0.0,0.0,無,004
台東市,土地,豐成段189地號,67.42,,特定農業區,農牧用地,1140503,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,200000,2966,,0.0,0,,SPPNMLOKNHKGFAV96DA,0.0,0.0,0.0,無,004
台東市,土地,豐成段189地號,16.58,,特定農業區,農牧用地,1140503,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,37000,2232,,0.0,0,,TPPNMLOKNHKGFAV07DA,0.0,0.0,0.0,無,004
台東市,土地,豐年段408-4地號,19.67,都市：其他:道路用地,,,1140508,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,190766,9698,,0.0,0,包含公共設施保留地用地；,RPPNMLNKNHKGFAV76DA,0.0,0.0,0.0,無,007
