鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
太保市,租賃房屋,嘉義縣太保市橋子頭７０號,0.0,,,,1140212,土地0建物1車位0,全,4,透天厝,集合住宅、停車空間,鋼筋混凝土造,0900502,161.75,4,2,3,有,無,有,28000,173,,0.0,0,,RPSNMLOKKHKGFDQ76CC,整棟(戶)出租,無,1140301~1150228,無,冷氣、熱水器、洗衣機、電視機,
太保市,租賃房屋,嘉義縣太保市公園南街１巷３２號,0.0,,,,1140215,土地0建物1車位0,全,4,透天厝,集合住宅、停車空間、機電設備空間,鋼筋混凝土造,0921024,193.43,4,3,4,有,無,有,26000,134,,0.0,0,,RPPNMLRKKHKGFDQ76CC,整棟(戶)出租,無,1140301~1150228,無,冷氣、洗衣機、電視機、冰箱,一般轉租
朴子市,租賃房屋,嘉義縣朴子市仁和二路１３９號４樓之４７,0.0,,,,1140213,土地0建物1車位0,四層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950828,31.23,1,0,1,有,有,有,6000,192,,0.0,0,嘉義縣政府包租代管計畫。,RPPNMLSKKHKGFBQ66CC,獨立套房,有,1140215~1150214,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
民雄鄉,租賃房屋,嘉義縣民雄鄉西昌村竹子?１之６０號,0.0,,,,1140213,土地0建物1車位0,全,3,透天厝,住宅,鋼筋混凝土造,1130521,164.57,5,1,5,有,無,有,32500,197,,0.0,0,,RPQNMLSKKHKGFCQ86CC,整棟(戶)出租,無,1140301~1150228,無,冷氣、熱水器、瓦斯或天然氣,一般代管
大林鎮,租賃房屋,嘉義縣大林鎮過溪里過溪２４８號,0.0,,,,1140217,土地0建物0車位0,全,3,透天厝,住宅、樓梯間,鋼筋混凝土造,1090624,23.2,4,1,4,有,無,有,7000,302,,0.0,0,,RPRNMLSKKHKGFCQ96CC,分租套房,無,1140301~1140831,無,冷氣、電視機、冰箱,一般代管
民雄鄉,租賃房屋,嘉義縣民雄鄉?福村?福７８之２１２號５樓之２０,0.0,,,,1140212,土地0建物1車位0,五層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0960623,28.18,1,0,1,有,有,有,5300,188,,0.0,0,嘉義縣政府包租代管計畫。管理費700元由出租人負擔。,RPSNMLSKKHKGFCQ07CC,獨立套房,有,1140212~1150211,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
朴子市,土地,新寮段296地號,165.28,農,,,1140218,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,無,5000,30,,0.0,0,,RPPNMLTKKHKGFBQ76CC,,,1140301~1170301,,,
民雄鄉,租賃房屋,嘉義縣民雄鄉豐收村大學路二段３５１２號五樓之６,0.0,,,,1140212,土地0建物1車位0,五層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0851203,32.48,1,1,1,有,無,有,4100,126,,0.0,0,嘉義縣政府包租代管計畫。,RPPNMLTKKHKGFCQ86CC,獨立套房,無,1140226~1150225,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
朴子市,租賃房屋,嘉義縣朴子市仁和二路１３９號７樓之７,0.0,,,,1140216,土地0建物1車位0,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950828,19.19,1,0,1,有,有,有,7000,365,,0.0,0,本標的未計入共有部份面積,RPPNMLLLKHKGFBQ68CC,獨立套房,有,1140301~1150228,有,冷氣、熱水器、洗衣機、冰箱,一般轉租
朴子市,租賃房屋,嘉義縣朴子市市東路１巷１９弄１８號,0.0,,,,1140212,土地0建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0830331,183.3,4,3,3,有,無,有,28000,153,,0.0,0,,RPQNMLLLKHKGFBQ78CC,整棟(戶)出租,無,1140220~1150219,無,冷氣、熱水器,
朴子市,租賃房屋,嘉義縣朴子市仁和二路１３９號２樓之３２,0.0,,,,1140217,土地0建物1車位0,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950828,19.19,1,0,1,有,有,有,8500,443,,0.0,0,本標的未計入共有部份面積,RPPNMLOLKHKGFBQ98CC,獨立套房,有,1140315~1150314,有,冷氣、熱水器、洗衣機、冰箱,一般轉租
新港鄉,租賃房屋,嘉義縣新港鄉月潭村月眉潭５３２號,0.0,,,,1140219,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0730324,127.18,2,2,2,有,無,有,9000,71,,0.0,0,嘉義縣社會住宅包租代管計畫之物件。,RPPNMLOLKHKGFCQ09CC,整棟(戶)出租,無,1140220~1150219,無,冷氣、熱水器、冰箱,社會住宅代管
太保市,租賃房屋,嘉義縣太保市安仁里頂港子墘４０之８號二樓之３３,0.0,,,,1140220,土地0建物1車位0,二層,5,其他,集合住宅,鋼筋混凝土造,0940815,23.34,1,1,1,有,有,有,3800,163,,0.0,0,管理費:300元,RPPNMLOLKHKGFDQ56CC,獨立套房,有,1140220~1150219,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
竹崎鄉,租賃房屋,嘉義縣竹崎鄉灣橋村４鄰朴子埔９２號,0.0,,,,1140218,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0750313,95.83,3,2,3,有,無,有,10000,104,,0.0,0,嘉義縣社會住宅包租代管計畫之物件。,RPPNMLOLKHKGFEQ66CC,整棟(戶)出租,無,1140306~1150305,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
民雄鄉,土地,建國段870-2地號,84.65,,特定農業區,甲種建築用地,1140223,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,無,5000,59,,0.0,0,含增建或未登記建物；,RPPNMLOLKHKGFCQ56DC,,,1140301~1150228,,,
