鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
桃園區,車位,桃園市桃園區中山東路２１號八樓,2.12,都市：其他:停車場用地,,,1140603,土地1建物1車位1,八層,十三層,其他,停車場,鋼筋混凝土造,0810716,30.970000000000002,0,0,0,無,有,710000,,升降平面,29.49,710000,僅車位交易；,RPSNMLPJOHKGFAH58EA,0.0,0.0,0.0,有,00001
中壢區,土地,三座屋段三座屋小段15-1地號,152.67,都市：其他:綠地兼供道路使用,,,1140602,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2033864,13322,,0.0,0,包含公共設施保留地用地；,RPPNMLPJOHKGFBH38EA,0.0,0.0,0.0,無,
觀音區,房地(土地+建物)+車位,桃園市觀音區草新一路３６８號九樓,15.27,住,,,1140525,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131213,95.57,1,1,1,有,有,6730000,75346,坡道平面,21.91,1180000,預售屋、或土地及建物分件登記案件；,RPSNMLPLMHKGFBH58DA,45.51,0.0,3.43,有,
桃園區,房地(土地+建物)+車位,桃園市桃園區青溪一路１１６號九樓,25.14,住,,,1140506,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130806,186.31,3,2,2,有,有,14200000,80026,坡道平面,31.36,1800000,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLQJNHKGFAH78EA,92.33,0.0,10.83,有,
龍潭區,房地(土地+建物),桃園市龍潭區民強街３５號十一樓之十三,12.47,都市：其他:旅館區,,,1140506,土地2建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870407,46.45,1,1,1,有,有,2880000,62002,,0.0,0,陽台外推；,RPTNMLQJNHKGFCH78DA,28.53,0.0,3.11,有,00002
中壢區,房地(土地+建物),桃園市中壢區興仁路二段９９號五樓之７６,7.04,住,,,1140502,土地1建物1車位0,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950520,31.66,0,0,0,無,有,3000000,94757,,0.0,0,含仲介費100000元；,RPRQMLPJNHKGFBH68DA,16.97,0.88,2.2,有,00003
中壢區,房地(土地+建物)+車位,桃園市中壢區榮安十五街７７之１號五樓,23.76,住,,,1140502,土地1建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830304,150.47,3,2,2,有,有,7500000,49844,坡道平面,33.38,0,,RPQNMLRJNHKGFBH48DA,88.53,1.6,12.13,有,
觀音區,房地(土地+建物),桃園市觀音區安和街２１６號,124.5,,工業區,丁種建築用地,1140506,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,1140401,473.51,18,18,18,有,無,30450000,64307,,0.0,0,此建號，內含18間套房。買賣總價 3045萬元整，土地總價 980萬，建物總價 2065萬。,RPXRMLSJNHKGFBH07DA,441.02,0.0,32.49,無,
平鎮區,土地,六和段943地號,116.82,,特定農業區,農牧用地,1140501,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,619170,5300,,0.0,0,,RPWNMLKMMHKGFGH09DA,0.0,0.0,0.0,無,00004
桃園區,房地(土地+建物),桃園市桃園區和興街２５號六樓之１０,4.61,住,,,1140502,土地2建物1車位0,六層，陽台,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0690820,27.68,1,0,1,有,有,2150000,77673,,0.0,0,,RPSOMLTJNHKGFAH88DA,26.08,0.0,0.0,有,
觀音區,土地,觀新段776地號,122.38,住,,,1140502,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5400000,44125,,0.0,0,,RPPSMLMJNHKGFBH38DA,0.0,0.0,0.0,無,00005
新屋區,土地,埔頂段埔頂小段2158-6地號,155.0,,特定農業區,農牧用地,1140501,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1400000,9032,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLPJNHKGFDH78DA,0.0,0.0,0.0,無,
平鎮區,土地,東金段209-2地號,3.47,,一般農業區,甲種建築用地,1140501,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,64558,18605,,0.0,0,,RPXNMLSJNHKGFGH17DA,0.0,0.0,0.0,無,
大溪區,房地(土地+建物),桃園市大溪區仁和路二段１５９巷８２弄２０號,52.93,,鄉村區,乙種建築用地,1140501,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0691224,72.9,5,5,4,有,無,3995000,54801,,0.0,0,,RPPNMLKKNHKGFCH87DA,58.9,7.0,7.0,無,
蘆竹區,土地,水尾段930-1地號,16.12,都市：其他:道路用地,,,1140501,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,410668,25476,,0.0,0,包含公共設施保留地用地；,RPVNMLSJNHKGFEH76DA,0.0,0.0,0.0,無,00006
龍潭區,房地(土地+建物),桃園市龍潭區中興路６３巷１４弄１２衖１７號,58.29,,鄉村區,乙種建築用地,1140501,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0660920,84.16,3,1,2,有,無,1700000,20200,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLOKNHKGFCH48EA,84.16,0.0,0.0,無,
桃園區,土地,埔子段埔子小段2050-118地號,4.25,住,,,1140506,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,448000,105412,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSOMLSJNHKGFAH78DA,0.0,0.0,0.0,無,
復興區,土地,合流段205地號,7100.0,,山坡地保育區,林業用地,1140501,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,550000,77,,0.0,0,,RPSOMLMKNHKGFCH48DA,0.0,0.0,0.0,無,
大園區,土地,橫埔段332地號,40.0,住,,,1140501,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5840000,146000,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLNKNHKGFEH09DA,0.0,0.0,0.0,無,00007
平鎮區,房地(土地+建物),桃園市平鎮區延平路三段６之１９號六樓,15.73,住,,,1140507,土地2建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950716,120.86,3,2,2,有,有,10000000,82740,,0.0,0,,RPTNMLMKNHKGFGH88DA,79.55,0.43,8.69,有,00008
大溪區,房地(土地+建物)+車位,桃園市大溪區僑愛一街４６巷９號,27.42,住,,,1140501,土地1建物1車位1,一層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0910320,123.5,0,0,0,無,有,9700000,78543,坡道平面,0.0,0,,RPSNMLOKNHKGFCH68EA,78.73,0.0,0.0,有,
蘆竹區,房地(土地+建物),桃園市蘆竹區中油街３４５巷５號,101.0,,鄉村區,乙種建築用地,1140502,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0701231,107.22,4,2,2,有,無,2548000,23764,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；未登記建物；,RPRNMLPKNHKGFEH78DA,107.22,0.0,0.0,無,
龜山區,土地,楓義段1455地號,7.55,都市：其他:道路用地,,,1140508,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,128426,17010,,0.0,0,包含公共設施保留地用地；,RPOQMLRJNHKGFHH56DA,0.0,0.0,0.0,無,00009
龜山區,土地,陳厝段81地號,142.52,都市：其他:保護區,,,1140502,土地9建物0車位0,,,其他,,,,0.0,0,0,0,無,無,560477,3933,,0.0,0,土地增值稅由買方負擔親友、員工、共有人或其他特殊關係間之交易；,RPXNMLTJNHKGFHH37DA,0.0,0.0,0.0,無,00010
中壢區,房地(土地+建物),桃園市中壢區大同路３０號,173.0,商,,,1140509,土地1建物1車位0,全,五層,透天厝,住商用,鋼筋混凝土造,0821218,598.73,9,2,10,有,無,28000000,46766,,0.0,0,頂樓加蓋；,RPPNMLQKNHKGFBH48EA,598.73,0.0,0.0,無,
復興區,土地,爺亨梯田段897地號,295.92,,一般農業區,農牧用地,1140508,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,100000,338,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLPKNHKGFCH48EA,0.0,0.0,0.0,無,
桃園區,車位,桃園市桃園區東國街８９號七樓,2.82,都市：其他:停車場用地,,,1140506,土地1建物1車位1,七層,八層,其他,停車場,鋼筋混凝土造,0810926,34.35,0,0,0,無,有,660000,,升降平面,34.36,660000,僅車位交易；,RPORMLQJNHKGFAH48DA,0.0,0.0,0.0,有,00011
桃園區,土地,西門段1085地號,18.0,都市：其他:道路用地,,,1140507,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2102400,116800,,0.0,0,包含公共設施保留地用地；,RPWOMLPKNHKGFAH98DA,0.0,0.0,0.0,無,00012
中壢區,土地,中北段390地號,198.57,住,,,1140506,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,13143566,66191,,0.0,0,,RPOSMLPKNHKGFBH68DA,0.0,0.0,0.0,無,
