鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
宜蘭市,土地,梅洲新段370地號,41.71,都市：其他:道路用地,,,1140502,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,265020,6354,,0.0,0,包含公共設施保留地用地；,RPRNMLTJNHKGFBG78EA,0.0,0.0,0.0,無,
壯圍鄉,土地,吉祥二段948地號,64.35,農,,,1140502,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,759169,11797,,0.0,0,,RPQOMLMKNHKGFBG08DA,0.0,0.0,0.0,無,
三星鄉,房地(土地+建物),宜蘭縣三星鄉大排七路二段１５６號,1679.58,,特定農業區,農牧用地,1140501,土地1建物1車位0,全,二層,透天厝,農業用,鋼筋混凝土造,1140305,282.73,3,2,4,有,無,5900000,20868,,0.0,0,土地上房屋為買方出資興建,RPTNMLPKNHKGFAG48DA,259.84,0.0,22.89,無,
五結鄉,房地(土地+建物),宜蘭縣五結鄉錦草一路１７８號,842.0,,特定農業區,農牧用地,1140502,土地1建物1車位0,全,三層,透天厝,農業用,鋼筋混凝土造,1140226,218.78,4,5,2,有,無,24000000,109699,,0.0,0,,RPRNMLMJNHKGFAG87DA,206.55,0.0,12.23,無,0001
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市中華路８５號四樓,23.21,住,,,1140503,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880331,142.37,3,2,2,有,有,9200000,64620,坡道平面,0.0,0,,RPXNMLPKNHKGFBG98DA,83.32,0.83,9.73,有,
頭城鎮,土地,新梗枋段805地號,774.05,,山坡地保育區,林業用地,1140513,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,139329,180,,0.0,0,,RPQNMLQKNHKGFBG48EA,0.0,0.0,0.0,無,
頭城鎮,土地,新梗枋段893地號,231.09,,山坡地保育區,林業用地,1140513,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,41595,180,,0.0,0,,RPUNMLQKNHKGFBG88EA,0.0,0.0,0.0,無,0002
宜蘭市,土地,擺厘段20地號,3.53,住,,,1140502,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,319783,90590,,0.0,0,政府機關標讓售；,RPVNMLQKNHKGFBG98EA,0.0,0.0,0.0,無,
冬山鄉,土地,梅山段969地號,496.63,,一般農業區,甲種建築用地,1140510,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2860588,5760,,0.0,0,本案由地上權人女兒承購,RPPNMLKKNHKGFAG57DA,0.0,0.0,0.0,無,
