鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
北屯區,租賃房屋,臺中市北屯區東山路一段２１０巷１２弄１６號,0.0,,,,1140211,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0690321,89.05,3,2,2,有,無,無,19000,213,,0.0,0,社會住宅包租代管公會版4期469-1續租案件；,RPUNMLLKKHKGFBB57CC,整棟(戶)出租,無,1140317~1150316,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
南屯區,租賃房屋,臺中市南屯區大英街２９６之１號三樓,0.0,,,,1140211,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820212,39.64,1,0,1,有,有,有,11000,277,,0.0,0,社會住宅包租代管公會版4期391-1續租案件；,RPWOMLLKKHKGFCB97CC,獨立套房,有,1140320~1150319,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
南屯區,租賃房屋+車位,臺中市南屯區保安一街４８號十二樓之３,0.0,,,,1140211,土地0建物1車位1,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031009,163.72000000000003,3,2,2,有,有,有,22000,147,坡道平面,34.83,3000,續租案件；,RPOPMLLKKHKGFCB27CC,整棟(戶)出租,有,1140226~1150225,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
大里區,租賃房屋,臺中市大里區工業二路６０號四樓之２,0.0,,,,1140211,土地0建物1車位0,四層,5,華廈(10層含以下有電梯),單身員工宿舍,鋼筋混凝土造,0940706,32.120000000000005,1,0,1,有,無,有,4800,149,,0.0,0,,RPRNMLLKKHKGFIB97CC,獨立套房,無,1140215~1150214,有,冷氣、熱水器、電視機、冰箱,社會住宅代管
中區,租賃房屋,臺中市中區中華路一段１２１號１９樓之１２,0.0,,,,1140211,土地0建物1車位0,十九層,19,住宅大樓(11層含以上有電梯),集合住宅,鋼骨鋼筋混凝土造,0850520,34.08,1,0,2,有,有,有,8000,235,,0.0,0,續租案件；,RPPNMLMKKHKGFAB07CC,整棟(戶)出租,有,1140225~1150224,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
西區,租賃房屋,臺中市西區三民路一段５０巷８號４樓之５８,0.0,,,,1140211,土地0建物1車位0,四層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840113,29.1,1,0,1,有,有,有,7000,241,,0.0,0,因此案件為社會住宅包租代管案件因素此租約訂定金額不含管理費，費用為承租人另行支付。續租案件；,RPTNMLMKKHKGFAB47CC,獨立套房,有,1140320~1150319,有,冷氣、熱水器、電視機、冰箱,社會住宅代管
北屯區,租賃房屋+車位,臺中市北屯區文昌東六街２６號６樓,0.0,,,,1140211,土地0建物1車位1,六層,7,華廈(10層含以下有電梯),住家用,ＲＣ造,0931004,235.59,4,2,2,有,有,有,36000,138,升降平面,6.6,4500,,RPPNMLMKKHKGFBB17CC,整棟(戶)出租,有,1140220~1150219,有,冷氣、熱水器、電視機、冰箱、瓦斯或天然氣,社會住宅代管
北區,租賃房屋,臺中市北區中清路一段７２６巷４３號五樓５０３室,0.0,,,,1140211,土地0建物0車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0790324,21.0,6,6,6,有,無,有,12000,571,,0.0,0,租金總額含網路費；其他電視第四台；,RPXOMLMKKHKGFBB08CC,分租套房,無,1140213~1150212,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路,一般轉租
西屯區,租賃房屋+車位,臺中市西屯區青海路二段４４０號四樓之３,0.0,,,,1140212,土地0建物1車位1,四層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1090619,137.86,2,2,1,有,有,無,21000,170,坡道平面,31.86,3000,續租案件；,RPPOMLMKKHKGFCB37CC,整棟(戶)出租,有,1140301~1150228,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
