鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
芳苑鄉,房地(土地+建物),彰化縣芳苑鄉小西路117巷,117.2,,鄉村區,乙種建築用地,1140211,土地2建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,,249.84,4,3,5,有,無,11200000,44829,,0.0,0,,RPPNMLMKKHKGFGN78CB,尚品經典別墅住宅,A棟2號,
伸港鄉,房地(土地+建物),彰化縣伸港鄉福新段312地號,26.26,,一般農業區,甲種建築用地,1140213,土地1建物1車位0,六層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,88.25,3,1,2,有,無,5890000,66742,,0.0,0,,RPPNMLNKKHKGFBN38CB,道恩起家312,6A號,
員林市,房地(土地+建物)+車位,彰化縣員林市萬年八街,79.9,住,,,1140212,土地1建物1車位2,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,208.63,4,2,3,有,無,23150000,110265,升降機械,16.82,2000000,,RPPNMLNKKHKGFDN58CB,康德大玥,A棟4號,
二林鎮,房地(土地+建物),彰化縣二林鎮西和一街,89.96,住,,,1140215,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,252.8,5,3,6,有,無,17000000,67247,,0.0,0,,RPPNMLRKKHKGFGN66CB,勝龍御花園,C棟7號,
鹿港鎮,房地(土地+建物),彰化縣鹿港鎮田洋巷,101.57,,特定農業區,甲種建築用地,1140216,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,178.7,4,2,3,有,無,13380000,74874,,0.0,0,,RPPNMLSKKHKGFCN09DB,禾風臻墅-永安,B棟6號,
永靖鄉,房地(土地+建物)+車位,彰化縣永靖鄉瑚璉路167巷,25.4,住,,,1140213,土地2建物1車位1,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,74.94,2,2,1,有,無,8780000,121156,升降機械,9.9,900000,,RPPNMLKLKHKGFDN38CB,四季一方,A棟8D號,
北斗鎮,房地(土地+建物)+車位,彰化縣北斗鎮中山路,47.81,住,,,1140215,土地6建物1車位1,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,92.65,3,1,2,有,無,7500000,80950,一樓平面,0.0,1200000,,RPPNMLKLKHKGFFN58CB,富築苑 NO.3期,A棟4A號,
二林鎮,房地(土地+建物),彰化縣二林鎮儒田段853地號,32.63,住,,,1140219,土地1建物1車位0,二層,5,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,97.51,3,2,2,有,無,7000000,71788,,0.0,0,,RPPNMLLLKHKGFGN78CB,鑫寶帝六期,C棟5號,
彰化市,房地(土地+建物)+車位,彰化縣彰化市埔東街,22.04,住,,,1140212,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.95,3,2,2,有,無,13850000,112287,坡道平面,31.19,1750000,,RPPNMLNLKHKGFAN38CB,合新城峰,A3棟15F號,
