鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
觀音區,房地(土地+建物),桃園市觀音區大觀路四段331號旁,15.11,,一般農業區,甲種建築用地,1140211,土地1建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,49.19,2,1,1,有,無,3980000,80911,,0.0,0,,RPSNMLMKKHKGFBH97CB,璞心苑,B09-5F號,
新屋區,房地(土地+建物)+車位,桃園市新屋區清文路436號附近,25.71,,特定農業區,甲種建築用地,1140211,土地6建物1車位1,一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,93.63,2,2,2,有,無,9750000,104133,一樓平面,0.0,1500000,此價金內含有約定專用之車位,RPUNMLMKKHKGFDH38CB,清華隆陞,A棟2-1F號,
中壢區,房地(土地+建物)+車位,桃園市中壢區大圳路一段231巷附近,15.55,住,,,1140212,土地1建物1車位1,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.38,2,2,1,有,無,14220000,149707,坡道平面,23.75,1700000,,RPSNMLNKKHKGFBH08CB,勤樸大道,C棟2-6號,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區金溪路與金溪路209巷交叉口附近,24.36,住,,,1140214,土地1建物1車位1,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,118.82,2,2,2,有,無,9510000,86493,坡道平面,25.98,1480000,,RPPNMLOKKHKGFDH08CB,櫻花馥,C棟7-3F號,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區金溪路與金溪路209巷交叉口附近,23.2,住,,,1140213,土地1建物1車位1,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,114.49,2,2,2,有,無,9650000,91176,坡道平面,25.98,1580000,,RPQNMLOKKHKGFDH18CB,櫻花馥,B棟8-6F號,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區金溪路與金溪路209巷交叉口附近,23.2,住,,,1140215,土地1建物1車位1,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,114.49,2,2,2,有,無,9560000,90159,坡道平面,25.98,1580000,,RPPNMLPKKHKGFDH18CB,櫻花馥,B棟8-4F號,
平鎮區,房地(土地+建物)+車位,桃園市平鎮區平東路一段110號附近,27.66,,特定農業區,甲種建築用地,1140214,土地1建物1車位1,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.36,3,2,2,有,無,10950000,89536,坡道平面,33.05,1700000,,RPPNMLPKKHKGFGH48CB,旭晟晟鏡,A5棟5號,
平鎮區,房地(土地+建物)+車位,桃園市平鎮區平東路一段110號附近,22.39,,特定農業區,甲種建築用地,1140214,土地1建物1車位1,一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.68,2,2,2,有,無,9810000,95779,坡道平面,34.05,1800000,,RPQNMLPKKHKGFGH58CB,旭晟晟鏡,A2棟1號,
觀音區,房地(土地+建物)+車位,桃園市觀音區信義路145巷65弄2鄰之附近,23.8,住,,,1140215,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.77,3,2,2,有,無,8850000,66398,坡道平面,32.05,1100000,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLPKKHKGFBH08DB,大清仁愛錄,A1-12F號,
中壢區,房地(土地+建物)+車位,桃園市中壢區龍門街與龍門街154巷4弄交叉口附近,17.55,住,,,1140214,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,114.8,2,2,2,有,無,11620000,118347,坡道平面,28.19,1370000,,RPPNMLQKKHKGFBH08CB,益展有福,A2棟12F號,
桃園區,房地(土地+建物)+車位,桃園市桃園區日光路附近,18.72,住,,,1140213,土地1建物1車位1,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,151.08,3,2,2,有,無,19200000,157876,坡道平面,41.5,1900000,,RPPNMLRKKHKGFAH08CB,麗寶南法莊園-普羅旺斯,D棟D5-7F號,
桃園區,房地(土地+建物)+車位,桃園市桃園區日光路附近,18.72,住,,,1140213,土地1建物1車位1,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,151.08,3,2,2,有,無,19200000,157876,坡道平面,41.5,1900000,,RPQNMLRKKHKGFAH18CB,麗寶南法莊園-普羅旺斯,D棟D5-8F號,
中壢區,房地(土地+建物),桃園市中壢區上嶺段578地號,21.93,,特定農業區,甲種建築用地,1140217,土地1建物1車位0,一層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,68.79,2,2,1,有,無,6150000,89403,,0.0,0,,RPPNMLRKKHKGFBH18CB,明日香,B5-1F號,
中壢區,房地(土地+建物)+車位,桃園市中壢區雙塘路388巷附近,31.58,,特定農業區,甲種建築用地,1140211,土地2建物1車位1,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.2,3,2,2,有,無,13550000,95746,坡道平面,27.39,1600000,,RPRNMLRKKHKGFBH38CB,?盈又一村,B08號,
大園區,房地(土地+建物)+車位,桃園市大園區華興路二段3號旁田心段815地號,35.21,,特定農業區,甲種建築用地,1140213,土地1建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,137.81,3,2,2,有,無,11720000,96476,一樓平面,30.84,1400000,,RPWQNLRKKHKGFEH96CB,大立都悅航城,A1棟3號,
大園區,房地(土地+建物)+車位,桃園市大園區埔心里022鄰埔心97之50號附近,43.3,住,,,1140212,土地1建物1車位1,二層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,179.3,3,2,2,有,無,9438238,58860,坡道平面,33.39,850000,1.本交易為安置住宅2.本交易含露台,RPURNLRKKHKGFEH86CB,桃園航空城G17基地,B4-2F號,
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區南福街250號,25.78,住,,,1140217,土地9建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,162.84,3,2,2,有,無,24220000,171056,坡道平面,34.11,2200000,,RPOSNLRKKHKGFEH98CB,漫旅,B6棟7號,
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區南福街250號,21.14,住,,,1140216,土地9建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,136.81,3,2,2,有,無,20630000,177586,坡道平面,31.34,1900000,,RPRSNLRKKHKGFEH66CB,漫旅,A1棟8號,
桃園區,房地(土地+建物)+車位,桃園市桃園區慈文路、慈愛街路口,34.07,住,,,1140214,土地1建物1車位1,十八層,20,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,222.33,4,2,2,有,無,33500000,168406,坡道平面,37.36,2350000,,RPPNMLSKKHKGFAH18CB,天玓,B棟1-18F號,
桃園區,房地(土地+建物)+車位,桃園市桃園區大興西路三段正光路路口,22.16,住,,,1140211,土地2建物1車位2,十七層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,208.98,0,0,2,有,無,32680000,167595,坡道平面,40.24,4400000,,RPRNMLSKKHKGFAH38CB,璟都中路大苑,B棟1-17F號,
龜山區,房地(土地+建物)+車位,桃園市龜山區牛角坡路A17-09F,7.67,商,,,1140213,土地2建物1車位1,九層,24,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,109.99,0,0,2,有,無,12630000,146841,坡道平面,38.28,2100000,一般事務所,RPRNMLSKKHKGFHH09CB,VILLA WOOD睦粼,A棟17號,
龜山區,房地(土地+建物)+車位,桃園市龜山區牛角坡路A05-09F,8.13,商,,,1140214,土地2建物1車位1,九層,24,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,117.96,0,0,2,有,無,13140000,143928,坡道平面,41.95,2200000,一般事務所,RPVNMLSKKHKGFHH86CB,VILLA WOOD睦粼,A棟5號,
桃園區,房地(土地+建物)+車位,桃園市桃園區和平路157號,8.69,商,,,1140218,土地6建物1車位1,十層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,125.83,3,1,2,有,無,17660000,166284,坡道平面,34.36,2450000,,RPPNMLSKKHKGFAH28DB,德友越,B棟6-10F號,
桃園區,房地(土地+建物)+車位,桃園市桃園區和平路157號,5.9,商,,,1140218,土地6建物1車位1,九層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,75.94,2,1,1,有,無,11850000,169560,坡道機械,13.72,1300000,,RPQNMLSKKHKGFAH38DB,德友越,B棟3-9F號,
桃園區,房地(土地+建物)+車位,桃園市桃園區和平路157號,10.72,商,,,1140218,土地6建物1車位1,九層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.04,3,1,2,有,無,20530000,161786,坡道平面,34.36,2300000,,RPRNMLSKKHKGFAH48DB,德友越,A棟6-9F號,
桃園區,房地(土地+建物),桃園市桃園區和平路157號,5.9,商,,,1140218,土地6建物1車位0,三層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,62.22,2,1,1,有,無,10080000,162006,,0.0,0,,RPSNMLSKKHKGFAH58DB,德友越,B棟3-3F號,
桃園區,房地(土地+建物),桃園市桃園區和平路157號,5.9,商,,,1140218,土地6建物1車位0,四層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,62.22,2,1,1,有,無,10180000,163613,,0.0,0,,RPTNMLSKKHKGFAH68DB,德友越,B棟5-4F號,
桃園區,房地(土地+建物)+車位,桃園市桃園區和平路157號,8.69,商,,,1140218,土地6建物1車位1,八層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,105.19,3,1,2,有,無,16280000,163223,坡道機械,13.72,1350000,,RPUNMLSKKHKGFAH78DB,德友越,B棟6-8F號,
桃園區,房地(土地+建物),桃園市桃園區和平路157號,7.59,商,,,1140218,土地6建物1車位0,二十層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,79.98,2,1,2,有,無,13750000,171918,,0.0,0,,RPVNMLSKKHKGFAH88DB,德友越,A棟7-20F號,
桃園區,房地(土地+建物),桃園市桃園區和平路157號,6.69,商,,,1140218,土地6建物1車位0,五層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,70.27,2,1,1,有,無,11590000,164935,,0.0,0,,RPWNMLSKKHKGFAH98DB,德友越,A棟1-5F號,
桃園區,房地(土地+建物)+車位,桃園市桃園區和平路157號,8.69,商,,,1140218,土地6建物1車位1,六層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,105.19,3,1,2,有,無,16240000,162786,坡道機械,13.72,1350000,,RPOOMLSKKHKGFAH28DB,德友越,B棟6-6F號,
桃園區,房地(土地+建物)+車位,桃園市桃園區經國路與水汴一路交叉口附近,13.74,商,,,1140211,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,142.4,0,0,0,無,無,13780000,105893,坡道平面,32.1,2100000,,RPSNMLTKKHKGFAH58CB,鴻築麗苑,C2-02F號,
楊梅區,房地(土地+建物)+車位,桃園市楊梅區金溪路與金溪路209巷交叉口附近,23.2,住,,,1140218,土地1建物1車位1,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,114.49,2,2,2,有,無,9560000,90159,坡道平面,25.98,1580000,,RPPNMLTKKHKGFDH58CB,櫻花馥,B棟7-4F號,
