編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPXNMLOKMHKGFAX87CC,1,12.00,住家用,鋼筋混凝土造,113年6月14日,三層,,
RPPNMLKKLHKGFAX56CC,14,16.00,住家用,鋼筋混凝土造,100年6月1日,三層,,
RPQNMLMJMHKGFAX86CC,63,53.90,住商用,鋼筋混凝土加強空心磚造,51年8月15日,二層,,
RPQNMLRLLHKGFAX47CC,17,29.00,住商用,鋼筋混凝土造,97年2月5日,四層,,
RPPNMLRKMHKGFAX37CC,1,12.00,住家用,鋼筋混凝土造,113年6月14日,三層,,
RPPNMLSJMHKGFAX47DC,1,178.62,住家用,鋼筋混凝土造,113年6月27日,二層,,
RPPNMLOKMHKGFAX07CC,1,23.00,住家用,鋼筋混凝土造,113年6月14日,三層,,
RPPNMLMJMHKGFAX76CC,63,68.16,住商用,鋼筋混凝土加強空心磚造,51年8月15日,二層,,
RPPNMLMKNHKGFAX07DC,3,30.64,住家用,鋼筋混凝土造,110年12月23日,三層,,
RPQNMLOKMHKGFAX17CC,1,12.00,住家用,鋼筋混凝土造,113年6月14日,三層,,
RPSNMLOKMHKGFAX37CC,1,12.00,住家用,鋼筋混凝土造,113年6月14日,三層,,
RPUNMLOKMHKGFAX57CC,1,30.00,住家用,鋼筋混凝土造,113年6月14日,三層,,
RPPNMLRLLHKGFAX37CC,29,31.90,住家用,鋼筋混凝土造,85年1月18日,四層,,
RPTNMLOKMHKGFAX47CC,1,12.00,住家用,鋼筋混凝土造,113年6月14日,三層,,
RPRNMLMJMHKGFAX96CC,63,63.91,住商用,鋼筋混凝土加強空心磚造,51年8月15日,二層,,
RPPNMLQKMHKGFAX27CC,14,27.00,住家用,鋼筋混凝土造,100年6月1日,三層,,
RPVNMLOKMHKGFAX67CC,1,9.00,住家用,鋼筋混凝土造,113年6月14日,三層,,
RPPNMLPKMHKGFAX27DC,3,21.38,住家用,鋼筋混凝土造,110年12月23日,三層,,
RPPNMLOKNHKGFAX17CC,2,35.17,集合住宅,鋼骨構造,112年1月7日,五層,,
RPPNMLMLMHKGFAX96CC,48,74.04,住家用,鋼筋混凝土加強磚造,66年10月4日,二層,,
RPPNMLMKNHKGFAX96CC,39,103.59,住家用,鋼筋混凝土加強磚造,75年6月5日,二層,,
RPQNMLSJNHKGFAX57CC,2,35.17,集合住宅,鋼骨構造,112年1月7日,五層,,
RPSNMLNKNHKGFAX37CC,8,70.15,集合住宅,鋼筋混凝土造,106年3月28日,十層,,
RPQNMLNLMHKGFAX17CC,24,35.00,住商用,鋼筋混凝土造,90年9月18日,三層,,
RPRNMLNKNHKGFAX27CC,14,30.50,住家用,鋼筋混凝土造,99年11月5日,三層,,
RPPNMLPKNHKGFAX27CC,17,33.00,住家用,鋼筋混凝土造,97年4月14日,二層,,
RPSNMLNLMHKGFAX37CC,17,21.13,住商用,鋼筋混凝土造,97年2月5日,四層,,
RPPNMLRJNHKGFAX37CC,2,35.17,集合住宅,鋼骨構造,112年1月7日,五層,,
RPPNMLKLNHKGFAX86CC,1,27.00,住家用,鋼筋混凝土造,113年6月14日,三層,,
RPQNMLNKNHKGFAX17CC,15,30.50,住家用,鋼筋混凝土造,99年11月5日,三層,,
RPQNMLMLMHKGFAX07CC,14,46.20,住家用,鋼筋混凝土造,99年11月5日,三層,,
